link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27],dst[28],dst[29],dst[30],dst[31],dst[32],dst[33]
11234,2737,2736,1,81920,11080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,2750,2749,1,1024,11092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242,2761,2760,1,81920,11081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246,2774,2773,1,1024,11094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,2785,2784,1,81920,11082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11254,2798,2797,1,1024,11096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258,2809,2808,1,81920,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262,2822,2821,1,1024,11098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11266,2833,2832,1,81920,11080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11270,2848,2847,1,81920,11081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274,2863,2862,1,81920,11082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11278,2878,2877,1,81920,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11282,2901,2900,1,1600,11113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11286,2931,2930,2,256000,15880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11290,2944,2943,2,256000,16015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11294,2978,2977,2,8,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11298,2991,2990,1,1600,11113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11301,2131,11051,2,2,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11303,2132,11052,1,1,11051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11305,2133,11053,2,2,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11306,2133,11053,2,2,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11309,2134,11054,2,4,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,2135,11055,1,1,11054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11313,2136,11056,2,4,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11314,2136,11056,2,4,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11317,2137,11057,2,40,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,2138,11058,1,5,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11320,2138,11058,1,5,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11322,2139,11059,2,40,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11323,2139,11059,2,40,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,2140,11060,2,2,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328,2141,11061,1,1,11060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11330,2142,11062,2,2,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11331,2142,11062,2,2,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,2144,11063,2,224,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11336,2145,11064,1,112,11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11337,2145,11064,1,112,11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339,2146,11065,2,224,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11340,2146,11065,2,224,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,2147,11066,2,400,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11345,2148,11067,1,400,11066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11346,2148,11067,1,400,11066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11348,2149,11068,2,400,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11349,2149,11068,2,400,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352,2155,11069,2,23040,11070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,2156,11070,1,23040,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11355,2156,11070,1,23040,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11356,2156,11070,1,23040,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11359,2158,11071,2,23040,11072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,2159,11072,1,23040,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,2159,11072,1,23040,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11363,2159,11072,1,23040,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366,2163,11073,2,5760,11074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,2164,11074,1,5760,17731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369,2164,11074,1,5760,17731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370,2164,11074,1,5760,17730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373,2165,11075,2,5760,11076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11375,2166,11076,1,5760,17731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11376,2166,11076,1,5760,17730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11377,2166,11076,1,5760,17731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11380,2167,11077,2,1000,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11382,2168,11078,1,1000,11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383,2168,11078,1,1000,11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11385,2169,11079,2,1000,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,2169,11079,2,1000,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11389,2175,11080,1,81920,2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,2175,11080,1,81920,2736,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391,2175,11080,1,81920,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392,2175,11080,1,81920,2736,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11395,2176,11081,1,81920,2760,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396,2176,11081,1,81920,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11397,2176,11081,1,81920,2760,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11398,2176,11081,1,81920,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,2177,11082,1,81920,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,2177,11082,1,81920,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,2177,11082,1,81920,2784,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,2177,11082,1,81920,2784,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407,2178,11083,1,81920,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408,2178,11083,1,81920,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409,2178,11083,1,81920,2808,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410,2178,11083,1,81920,2808,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11413,2181,11084,2,81920,11085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11415,2182,11085,1,81920,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11416,2182,11085,1,81920,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11417,2182,11085,1,81920,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11420,2184,11086,2,81920,11087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422,2185,11087,1,81920,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11423,2185,11087,1,81920,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11424,2185,11087,1,81920,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11427,2187,11088,2,81920,11089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11429,2188,11089,1,81920,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,2188,11089,1,81920,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11431,2188,11089,1,81920,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11434,2190,11090,2,81920,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11436,2191,11091,1,81920,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11437,2191,11091,1,81920,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11438,2191,11091,1,81920,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11441,2197,11092,1,1024,15152,15153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451,2199,11094,1,1024,15266,15267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11461,2201,11096,1,1024,15380,15381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11471,2203,11098,1,1024,15494,15495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481,2206,11100,2,81920,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11484,2207,11101,2,81920,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489,2210,11103,2,81920,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11490,2210,11103,2,81920,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11495,2212,11105,2,81920,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,2212,11105,2,81920,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,2217,11107,1,1280,18937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,2217,11107,1,1280,18938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11504,2217,11107,1,1280,18938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,2219,11109,1,1280,18938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,2219,11109,1,1280,18938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11512,2219,11109,1,1280,18937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11515,2220,11110,2,1600,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11517,2221,11111,1,200,11110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11518,2221,11111,1,200,11110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,2222,11112,2,1600,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11521,2222,11112,2,1600,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11524,2224,11113,1,40,11114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11527,2225,11114,1,40,2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11528,2225,11114,1,40,2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11529,2225,11114,1,40,2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11534,2226,11115,1,4,11118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11536,2227,11116,1,4,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,2227,11116,1,4,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,2228,11117,2,8,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541,2229,11118,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11546,2235,11119,2,11520,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11547,2235,11119,2,11520,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11549,2236,11120,2,11520,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11550,2236,11120,2,11520,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,2239,11121,2,11520,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11553,2239,11121,2,11520,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11565,2278,11123,1,1024,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11566,2278,11123,1,1024,16302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11568,2281,11124,1,1024,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11569,2281,11124,1,1024,16302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11571,2284,11125,1,1024,19025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11572,2284,11125,1,1024,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11574,2287,11126,1,1024,16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11575,2287,11126,1,1024,19025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11580,2335,11127,1,1280,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11581,2335,11127,1,1280,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11583,2336,11128,1,1280,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11584,2336,11128,1,1280,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11586,2339,11129,1,1280,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11587,2339,11129,1,1280,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11592,2399,11130,2,115200,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11593,2399,11130,2,115200,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11635,2507,11139,2,115200,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11636,2507,11139,2,115200,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11638,2508,11140,2,115200,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11639,2508,11140,2,115200,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11641,2511,11141,2,115200,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11642,2511,11141,2,115200,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11684,2680,11145,2,409600,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11685,2680,11145,2,409600,19271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11687,2683,11146,2,409600,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11688,2683,11146,2,409600,19271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11690,2686,11147,2,409600,18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11691,2686,11147,2,409600,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11693,2689,11148,2,409600,18818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11694,2689,11148,2,409600,18820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11447,15044,15152,1,1024,18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11444,15044,15152,1,1024,18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11448,15044,15152,1,1024,18467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11446,15044,15152,1,1024,18081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11443,15045,15153,1,1024,18467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11445,15045,15153,1,1024,18462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15157,15045,15153,1,1024,15152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455,15158,15266,1,1024,18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456,15158,15266,1,1024,18081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11457,15158,15266,1,1024,18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11458,15158,15266,1,1024,18466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11454,15159,15267,1,1024,18463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453,15159,15267,1,1024,19176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15271,15159,15267,1,1024,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11463,15272,15380,1,1024,19101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11468,15272,15380,1,1024,18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,15272,15380,1,1024,18082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11464,15272,15380,1,1024,18466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11466,15273,15381,1,1024,19176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11465,15273,15381,1,1024,18463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15385,15273,15381,1,1024,15380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11477,15386,15494,1,1024,19101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11474,15386,15494,1,1024,18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11476,15386,15494,1,1024,18467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11475,15386,15494,1,1024,18082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11478,15387,15495,1,1024,18462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11473,15387,15495,1,1024,18467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15499,15387,15495,1,1024,15494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,15500,15619,1,20480,11100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,15501,15620,1,20480,11100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15625,15501,15620,1,20480,15619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15626,15501,15620,1,20480,15619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,15627,15746,1,20480,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11492,15628,15747,1,20480,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15752,15628,15747,1,20480,15746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15753,15628,15747,1,20480,15746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,15754,15880,2,1280,11107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15887,15755,15881,2,256000,15880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15888,15755,15881,2,256000,15880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507,15889,16015,2,1280,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16022,15890,16016,2,256000,16015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16023,15890,16016,2,256000,16015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11562,16024,16300,1,1024,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11563,16024,16300,1,1024,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16310,16025,16301,1,1024,16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16314,16026,16302,1,1024,16301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16327,16028,16304,1,1024,19025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16328,16028,16304,1,1024,19026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16329,16028,16304,1,1024,16302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16330,16028,16304,1,1024,19026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11595,16331,16487,2,115200,11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11596,16331,16487,2,115200,11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16493,16332,16488,2,115200,16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16494,16332,16488,2,115200,16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16495,16332,16488,2,115200,16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,16496,16652,2,115200,11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,16496,16652,2,115200,11130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16658,16497,16653,2,115200,16652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16659,16497,16653,2,115200,16652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16660,16497,16653,2,115200,16652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11609,16661,16969,2,409600,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11608,16661,16969,2,409600,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16979,16662,16970,2,409600,16969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16983,16663,16971,2,409600,16970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16987,16664,16972,2,409600,16970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16988,16664,16972,2,409600,16969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16989,16664,16972,2,409600,16971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16994,16665,16973,2,409600,16970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16995,16665,16973,2,409600,16972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11612,16996,17147,2,409600,16973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11611,16996,17147,2,409600,16973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17152,16997,17148,2,409600,17147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17153,16997,17148,2,409600,17147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11615,17154,17305,2,409600,16973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11614,17154,17305,2,409600,16973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17310,17155,17306,2,409600,17305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17311,17155,17306,2,409600,17305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11617,17312,17463,2,409600,16972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
