link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22]
13298,12897,12895,2,4096,15750,16116,16746,17109,17735,18097,,,,,,,,,,,,,,,,,
13144,13022,13020,2,524288,14759,,,,,,,,,,,,,,,,,,,,,,
13143,13022,13020,2,131072,15121,,,,,,,,,,,,,,,,,,,,,,
13142,13022,13020,2,4096,15750,16116,16746,17109,17735,18097,,,,,,,,,,,,,,,,,
13413,13301,13299,2,4096,19006,19327,19649,,,,,,,,,,,,,,,,,,,,
13412,13301,13299,2,1048576,18685,,,,,,,,,,,,,,,,,,,,,,
13833,13301,13299,2,1048576,18685,,,,,,,,,,,,,,,,,,,,,,
13834,13301,13299,2,4096,19006,19327,19649,,,,,,,,,,,,,,,,,,,,
13528,13416,13414,2,4096,19006,19327,19649,,,,,,,,,,,,,,,,,,,,
13527,13416,13414,2,1048576,18685,,,,,,,,,,,,,,,,,,,,,,
13835,13416,13414,2,1048576,18683,,,,,,,,,,,,,,,,,,,,,,
13836,13416,13414,2,4096,19005,19326,19647,,,,,,,,,,,,,,,,,,,,
13643,13531,13529,2,4096,19007,19328,19648,,,,,,,,,,,,,,,,,,,,
13642,13531,13529,2,1048576,18684,,,,,,,,,,,,,,,,,,,,,,
13837,13531,13529,2,4096,19007,19328,19648,,,,,,,,,,,,,,,,,,,,
13838,13531,13529,2,1048576,18684,,,,,,,,,,,,,,,,,,,,,,
13758,13646,13644,2,4096,19007,19328,19648,,,,,,,,,,,,,,,,,,,,
13757,13646,13644,2,1048576,18684,,,,,,,,,,,,,,,,,,,,,,
8600,13839,13899,2,256,12283,12433,,,,,,,,,,,,,,,,,,,,,
8598,13839,13899,2,256,1278,,,,,,,,,,,,,,,,,,,,,,
8597,13839,13899,2,256,1278,,,,,,,,,,,,,,,,,,,,,,
8599,13840,13900,2,256,12283,12433,,,,,,,,,,,,,,,,,,,,,
13905,13840,13900,2,256,13899,,,,,,,,,,,,,,,,,,,,,,
13906,13840,13900,2,256,13899,,,,,,,,,,,,,,,,,,,,,,
13907,13840,13900,2,256,13899,,,,,,,,,,,,,,,,,,,,,,
8615,13908,14004,2,65536,12645,12770,12895,13020,13299,13414,13529,13644,,,,,,,,,,,,,,,
8613,13908,14004,2,65536,12645,12770,12895,13020,,,,,,,,,,,,,,,,,,,
8614,13909,14005,2,65536,13299,13414,13529,13644,,,,,,,,,,,,,,,,,,,
14010,13909,14005,2,65536,14004,,,,,,,,,,,,,,,,,,,,,,
14011,13909,14005,2,65536,14004,,,,,,,,,,,,,,,,,,,,,,
14012,13909,14005,2,65536,14004,,,,,,,,,,,,,,,,,,,,,,
8623,14013,14375,2,1048576,1612,1625,,,,,,,,,,,,,,,,,,,,,
14390,14014,14376,2,1048576,14375,,,,,,,,,,,,,,,,,,,,,,
14391,14014,14376,2,1048576,14375,,,,,,,,,,,,,,,,,,,,,,
14396,14015,14377,2,1048576,14376,,,,,,,,,,,,,,,,,,,,,,
14399,14016,14378,2,1048576,14377,,,,,,,,,,,,,,,,,,,,,,
14403,14017,14379,2,1048576,14376,14377,,,,,,,,,,,,,,,,,,,,,
14407,14018,14380,2,1048576,14379,,,,,,,,,,,,,,,,,,,,,,
14408,14018,14380,2,1048576,14376,,,,,,,,,,,,,,,,,,,,,,
14410,14019,14381,2,1048576,14380,,,,,,,,,,,,,,,,,,,,,,
14413,14020,14382,2,1048576,14377,14380,,,,,,,,,,,,,,,,,,,,,
14414,14020,14382,2,1048576,14380,14381,,,,,,,,,,,,,,,,,,,,,
8622,14021,14383,2,1048576,1612,1625,,,,,,,,,,,,,,,,,,,,,
8621,14021,14383,2,1048576,1612,1625,,,,,,,,,,,,,,,,,,,,,
14416,14021,14383,2,1048576,14382,,,,,,,,,,,,,,,,,,,,,,
14417,14021,14383,2,1048576,14382,,,,,,,,,,,,,,,,,,,,,,
8626,14418,14757,2,131072,15266,15267,,,,,,,,,,,,,,,,,,,,,
14767,14419,14758,2,524288,14757,,,,,,,,,,,,,,,,,,,,,,
14771,14420,14759,2,524288,14758,,,,,,,,,,,,,,,,,,,,,,
14775,14421,14760,2,524288,14758,,,,,,,,,,,,,,,,,,,,,,
14779,14422,14761,2,524288,14758,,,,,,,,,,,,,,,,,,,,,,
8629,14780,15119,2,131072,15398,15399,,,,,,,,,,,,,,,,,,,,,
15129,14781,15120,2,524288,15119,,,,,,,,,,,,,,,,,,,,,,
15133,14782,15121,2,524288,15120,,,,,,,,,,,,,,,,,,,,,,
15137,14783,15122,2,524288,15120,,,,,,,,,,,,,,,,,,,,,,
15141,14784,15123,2,524288,15120,,,,,,,,,,,,,,,,,,,,,,
8632,15142,15266,1,131072,21452,,,,,,,,,,,,,,,,,,,,,,
8634,15142,15266,1,131072,21453,,,,,,,,,,,,,,,,,,,,,,
8635,15142,15266,1,131072,21453,,,,,,,,,,,,,,,,,,,,,,
8631,15142,15266,1,131072,21591,,,,,,,,,,,,,,,,,,,,,,
8633,15143,15267,1,131072,21591,,,,,,,,,,,,,,,,,,,,,,
8636,15143,15267,1,131072,21590,,,,,,,,,,,,,,,,,,,,,,
15272,15143,15267,1,131072,15266,,,,,,,,,,,,,,,,,,,,,,
15273,15143,15267,1,131072,15266,,,,,,,,,,,,,,,,,,,,,,
8642,15274,15398,1,131072,21452,,,,,,,,,,,,,,,,,,,,,,
8643,15274,15398,1,131072,21453,,,,,,,,,,,,,,,,,,,,,,
8638,15274,15398,1,131072,21591,,,,,,,,,,,,,,,,,,,,,,
8640,15274,15398,1,131072,21453,,,,,,,,,,,,,,,,,,,,,,
8639,15275,15399,1,131072,21591,,,,,,,,,,,,,,,,,,,,,,
8641,15275,15399,1,131072,21590,,,,,,,,,,,,,,,,,,,,,,
15404,15275,15399,1,131072,15398,,,,,,,,,,,,,,,,,,,,,,
15405,15275,15399,1,131072,15398,,,,,,,,,,,,,,,,,,,,,,
8646,15406,15747,2,131072,16262,16263,,,,,,,,,,,,,,,,,,,,,
15758,15407,15748,2,524288,15747,,,,,,,,,,,,,,,,,,,,,,
15762,15408,15749,2,524288,15747,,,,,,,,,,,,,,,,,,,,,,
15766,15409,15750,2,524288,15749,,,,,,,,,,,,,,,,,,,,,,
15770,15410,15751,2,524288,15747,,,,,,,,,,,,,,,,,,,,,,
15771,15410,15751,2,524288,15749,,,,,,,,,,,,,,,,,,,,,,
8649,15772,16113,2,131072,16394,16395,,,,,,,,,,,,,,,,,,,,,
16124,15773,16114,2,524288,16113,,,,,,,,,,,,,,,,,,,,,,
16128,15774,16115,2,524288,16113,,,,,,,,,,,,,,,,,,,,,,
16132,15775,16116,2,524288,16115,,,,,,,,,,,,,,,,,,,,,,
16136,15776,16117,2,524288,16113,,,,,,,,,,,,,,,,,,,,,,
16137,15776,16117,2,524288,16115,,,,,,,,,,,,,,,,,,,,,,
8655,16138,16262,1,131072,21729,,,,,,,,,,,,,,,,,,,,,,
8654,16138,16262,1,131072,21867,,,,,,,,,,,,,,,,,,,,,,
8656,16138,16262,1,131072,21728,,,,,,,,,,,,,,,,,,,,,,
8651,16138,16262,1,131072,21729,,,,,,,,,,,,,,,,,,,,,,
8652,16139,16263,1,131072,21867,,,,,,,,,,,,,,,,,,,,,,
8653,16139,16263,1,131072,21866,,,,,,,,,,,,,,,,,,,,,,
16268,16139,16263,1,131072,16262,,,,,,,,,,,,,,,,,,,,,,
16269,16139,16263,1,131072,16262,,,,,,,,,,,,,,,,,,,,,,
8658,16270,16394,1,131072,21729,,,,,,,,,,,,,,,,,,,,,,
8659,16270,16394,1,131072,21729,,,,,,,,,,,,,,,,,,,,,,
8660,16270,16394,1,131072,21728,,,,,,,,,,,,,,,,,,,,,,
8661,16270,16394,1,131072,21867,,,,,,,,,,,,,,,,,,,,,,
8662,16271,16395,1,131072,21867,,,,,,,,,,,,,,,,,,,,,,
8663,16271,16395,1,131072,21866,,,,,,,,,,,,,,,,,,,,,,
16400,16271,16395,1,131072,16394,,,,,,,,,,,,,,,,,,,,,,
16401,16271,16395,1,131072,16394,,,,,,,,,,,,,,,,,,,,,,
8666,16402,16743,2,131072,17254,17255,,,,,,,,,,,,,,,,,,,,,
16754,16403,16744,2,524288,16743,,,,,,,,,,,,,,,,,,,,,,
16758,16404,16745,2,524288,16743,,,,,,,,,,,,,,,,,,,,,,
16762,16405,16746,2,524288,16745,,,,,,,,,,,,,,,,,,,,,,
16766,16406,16747,2,524288,16745,,,,,,,,,,,,,,,,,,,,,,
16767,16406,16747,2,524288,16743,,,,,,,,,,,,,,,,,,,,,,
8669,16768,17107,2,131072,17386,17387,,,,,,,,,,,,,,,,,,,,,
17117,16769,17108,2,524288,17107,,,,,,,,,,,,,,,,,,,,,,
17121,16770,17109,2,524288,17108,,,,,,,,,,,,,,,,,,,,,,
17125,16771,17110,2,524288,17108,,,,,,,,,,,,,,,,,,,,,,
17129,16772,17111,2,524288,17108,,,,,,,,,,,,,,,,,,,,,,
8671,17130,17254,1,131072,22143,,,,,,,,,,,,,,,,,,,,,,
8676,17130,17254,1,131072,22005,,,,,,,,,,,,,,,,,,,,,,
8674,17130,17254,1,131072,22004,,,,,,,,,,,,,,,,,,,,,,
8675,17130,17254,1,131072,22005,,,,,,,,,,,,,,,,,,,,,,
8673,17131,17255,1,131072,22143,,,,,,,,,,,,,,,,,,,,,,
8672,17131,17255,1,131072,22142,,,,,,,,,,,,,,,,,,,,,,
17260,17131,17255,1,131072,17254,,,,,,,,,,,,,,,,,,,,,,
17261,17131,17255,1,131072,17254,,,,,,,,,,,,,,,,,,,,,,
8681,17262,17386,1,131072,22143,,,,,,,,,,,,,,,,,,,,,,
8682,17262,17386,1,131072,22005,,,,,,,,,,,,,,,,,,,,,,
8679,17262,17386,1,131072,22004,,,,,,,,,,,,,,,,,,,,,,
8678,17262,17386,1,131072,22005,,,,,,,,,,,,,,,,,,,,,,
8683,17263,17387,1,131072,22143,,,,,,,,,,,,,,,,,,,,,,
8680,17263,17387,1,131072,22142,,,,,,,,,,,,,,,,,,,,,,
17392,17263,17387,1,131072,17386,,,,,,,,,,,,,,,,,,,,,,
17393,17263,17387,1,131072,17386,,,,,,,,,,,,,,,,,,,,,,
8686,17394,17733,2,131072,18242,18243,,,,,,,,,,,,,,,,,,,,,
17743,17395,17734,2,524288,17733,,,,,,,,,,,,,,,,,,,,,,
17747,17396,17735,2,524288,17734,,,,,,,,,,,,,,,,,,,,,,
17751,17397,17736,2,524288,17734,,,,,,,,,,,,,,,,,,,,,,
17755,17398,17737,2,524288,17734,,,,,,,,,,,,,,,,,,,,,,
8689,17756,18095,2,131072,18374,18375,,,,,,,,,,,,,,,,,,,,,
18105,17757,18096,2,524288,18095,,,,,,,,,,,,,,,,,,,,,,
18109,17758,18097,2,524288,18096,,,,,,,,,,,,,,,,,,,,,,
18113,17759,18098,2,524288,18096,,,,,,,,,,,,,,,,,,,,,,
18117,17760,18099,2,524288,18096,,,,,,,,,,,,,,,,,,,,,,
8691,18118,18242,1,131072,22280,,,,,,,,,,,,,,,,,,,,,,
8693,18118,18242,1,131072,22419,,,,,,,,,,,,,,,,,,,,,,
8696,18118,18242,1,131072,22281,,,,,,,,,,,,,,,,,,,,,,
8694,18118,18242,1,131072,22281,,,,,,,,,,,,,,,,,,,,,,
8695,18119,18243,1,131072,22418,,,,,,,,,,,,,,,,,,,,,,
8692,18119,18243,1,131072,22419,,,,,,,,,,,,,,,,,,,,,,
18248,18119,18243,1,131072,18242,,,,,,,,,,,,,,,,,,,,,,
18249,18119,18243,1,131072,18242,,,,,,,,,,,,,,,,,,,,,,
8699,18250,18374,1,131072,22281,,,,,,,,,,,,,,,,,,,,,,
8702,18250,18374,1,131072,22280,,,,,,,,,,,,,,,,,,,,,,
8701,18250,18374,1,131072,22419,,,,,,,,,,,,,,,,,,,,,,
8700,18250,18374,1,131072,22281,,,,,,,,,,,,,,,,,,,,,,
8698,18251,18375,1,131072,22418,,,,,,,,,,,,,,,,,,,,,,
8703,18251,18375,1,131072,22419,,,,,,,,,,,,,,,,,,,,,,
18380,18251,18375,1,131072,18374,,,,,,,,,,,,,,,,,,,,,,
18381,18251,18375,1,131072,18374,,,,,,,,,,,,,,,,,,,,,,
8728,18382,18682,2,1048576,1907,,,,,,,,,,,,,,,,,,,,,,
18692,18383,18683,2,1048576,18682,,,,,,,,,,,,,,,,,,,,,,
18696,18384,18684,2,1048576,18683,,,,,,,,,,,,,,,,,,,,,,
18700,18385,18685,2,1048576,18683,,,,,,,,,,,,,,,,,,,,,,
8726,18386,18686,2,1048576,1907,,,,,,,,,,,,,,,,,,,,,,
8727,18386,18686,2,1048576,1907,,,,,,,,,,,,,,,,,,,,,,
18702,18386,18686,2,1048576,18682,,,,,,,,,,,,,,,,,,,,,,
8731,18703,19003,2,1048576,1920,,,,,,,,,,,,,,,,,,,,,,
19011,18704,19004,2,1048576,19003,,,,,,,,,,,,,,,,,,,,,,
19015,18705,19005,2,1048576,19003,,,,,,,,,,,,,,,,,,,,,,
19019,18706,19006,2,1048576,19005,,,,,,,,,,,,,,,,,,,,,,
8732,18707,19007,2,1048576,1920,,,,,,,,,,,,,,,,,,,,,,
8733,18707,19007,2,1048576,1920,,,,,,,,,,,,,,,,,,,,,,
19023,18707,19007,2,1048576,19005,,,,,,,,,,,,,,,,,,,,,,
8736,19024,19324,2,1048576,1933,,,,,,,,,,,,,,,,,,,,,,
19332,19025,19325,2,1048576,19324,,,,,,,,,,,,,,,,,,,,,,
19336,19026,19326,2,1048576,19324,,,,,,,,,,,,,,,,,,,,,,
19340,19027,19327,2,1048576,19326,,,,,,,,,,,,,,,,,,,,,,
8737,19028,19328,2,1048576,1933,,,,,,,,,,,,,,,,,,,,,,
8738,19028,19328,2,1048576,1933,,,,,,,,,,,,,,,,,,,,,,
19344,19028,19328,2,1048576,19326,,,,,,,,,,,,,,,,,,,,,,
8742,19345,19645,2,1048576,1946,,,,,,,,,,,,,,,,,,,,,,
19653,19346,19646,2,1048576,19645,,,,,,,,,,,,,,,,,,,,,,
19657,19347,19647,2,1048576,19645,,,,,,,,,,,,,,,,,,,,,,
19661,19348,19648,2,1048576,19647,,,,,,,,,,,,,,,,,,,,,,
8743,19349,19649,2,1048576,1946,,,,,,,,,,,,,,,,,,,,,,
8741,19349,19649,2,1048576,1946,,,,,,,,,,,,,,,,,,,,,,
19665,19349,19649,2,1048576,19647,,,,,,,,,,,,,,,,,,,,,,
8749,19666,19746,2,512,1278,12283,12433,,,,,,,,,,,,,,,,,,,,
8752,19666,19746,2,512,1278,,,,,,,,,,,,,,,,,,,,,,
8750,19666,19746,2,512,1278,,,,,,,,,,,,,,,,,,,,,,
8751,19667,19747,2,512,12283,12433,,,,,,,,,,,,,,,,,,,,,
8748,19667,19747,2,512,12283,12433,,,,,,,,,,,,,,,,,,,,,
19753,19667,19747,2,512,19746,,,,,,,,,,,,,,,,,,,,,,
19754,19667,19747,2,512,19746,,,,,,,,,,,,,,,,,,,,,,
8781,19755,20331,2,524288,12283,12433,,,,,,,,,,,,,,,,,,,,,
8782,19755,20331,2,524288,12283,12433,,,,,,,,,,,,,,,,,,,,,
20348,19756,20332,2,524288,20331,,,,,,,,,,,,,,,,,,,,,,
20352,19757,20333,2,524288,20332,,,,,,,,,,,,,,,,,,,,,,
20356,19758,20334,2,524288,20333,,,,,,,,,,,,,,,,,,,,,,
20360,19759,20335,2,524288,20333,,,,,,,,,,,,,,,,,,,,,,
20364,19760,20336,2,524288,20332,,,,,,,,,,,,,,,,,,,,,,
20368,19761,20337,2,524288,20336,,,,,,,,,,,,,,,,,,,,,,
20372,19762,20338,2,524288,20336,,,,,,,,,,,,,,,,,,,,,,
20375,19763,20339,2,524288,20331,,,,,,,,,,,,,,,,,,,,,,
20376,19763,20339,2,524288,20332,,,,,,,,,,,,,,,,,,,,,,
20380,19764,20340,2,524288,20339,,,,,,,,,,,,,,,,,,,,,,
20381,19764,20340,2,524288,20334,,,,,,,,,,,,,,,,,,,,,,
20382,19764,20340,2,524288,20333,,,,,,,,,,,,,,,,,,,,,,
20387,19765,20341,2,524288,20335,,,,,,,,,,,,,,,,,,,,,,
20388,19765,20341,2,524288,20340,,,,,,,,,,,,,,,,,,,,,,
20389,19765,20341,2,524288,20336,,,,,,,,,,,,,,,,,,,,,,
20390,19765,20341,2,524288,20339,,,,,,,,,,,,,,,,,,,,,,
20395,19766,20342,2,524288,20338,,,,,,,,,,,,,,,,,,,,,,
20396,19766,20342,2,524288,20341,,,,,,,,,,,,,,,,,,,,,,
20397,19766,20342,2,524288,20337,,,,,,,,,,,,,,,,,,,,,,
20398,19766,20342,2,524288,20341,,,,,,,,,,,,,,,,,,,,,,
8824,20399,20975,2,524288,12645,12770,12895,13020,,,,,,,,,,,,,,,,,,,
8823,20399,20975,2,524288,12645,12770,12895,13020,,,,,,,,,,,,,,,,,,,
20992,20400,20976,2,524288,20975,,,,,,,,,,,,,,,,,,,,,,
20996,20401,20977,2,524288,20976,,,,,,,,,,,,,,,,,,,,,,
21000,20402,20978,2,524288,20977,,,,,,,,,,,,,,,,,,,,,,
21004,20403,20979,2,524288,20977,,,,,,,,,,,,,,,,,,,,,,
21008,20404,20980,2,524288,20976,,,,,,,,,,,,,,,,,,,,,,
21012,20405,20981,2,524288,20980,,,,,,,,,,,,,,,,,,,,,,
21016,20406,20982,2,524288,20980,,,,,,,,,,,,,,,,,,,,,,
21019,20407,20983,2,524288,20976,,,,,,,,,,,,,,,,,,,,,,
21020,20407,20983,2,524288,20975,,,,,,,,,,,,,,,,,,,,,,
21024,20408,20984,2,524288,20982,,,,,,,,,,,,,,,,,,,,,,
21025,20408,20984,2,524288,20983,,,,,,,,,,,,,,,,,,,,,,
21026,20408,20984,2,524288,20980,,,,,,,,,,,,,,,,,,,,,,
21031,20409,20985,2,524288,20977,,,,,,,,,,,,,,,,,,,,,,
21032,20409,20985,2,524288,20981,,,,,,,,,,,,,,,,,,,,,,
21033,20409,20985,2,524288,20984,,,,,,,,,,,,,,,,,,,,,,
21034,20409,20985,2,524288,20983,,,,,,,,,,,,,,,,,,,,,,
21039,20410,20986,2,524288,20979,,,,,,,,,,,,,,,,,,,,,,
21040,20410,20986,2,524288,20985,,,,,,,,,,,,,,,,,,,,,,
21041,20410,20986,2,524288,20978,,,,,,,,,,,,,,,,,,,,,,
21042,20410,20986,2,524288,20985,,,,,,,,,,,,,,,,,,,,,,
8857,21043,21295,2,1048576,13299,13414,13529,13644,,,,,,,,,,,,,,,,,,,
8858,21043,21295,2,1048576,13299,13414,13529,13644,,,,,,,,,,,,,,,,,,,
