link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19]
7430,7278,7276,2,10944,8870,9135,,,,,,,,,,,,,,,,,,
7429,7278,7276,2,43776,8606,,,,,,,,,,,,,,,,,,,
3313,7559,7754,2,10944,3203,,,,,,,,,,,,,,,,,,,
7763,7560,7755,2,43776,7754,,,,,,,,,,,,,,,,,,,
7767,7561,7756,2,43776,7755,,,,,,,,,,,,,,,,,,,
7771,7562,7757,2,43776,7755,,,,,,,,,,,,,,,,,,,
3316,7772,7967,2,10944,3204,,,,,,,,,,,,,,,,,,,
7976,7773,7968,2,43776,7967,,,,,,,,,,,,,,,,,,,
7980,7774,7969,2,43776,7968,,,,,,,,,,,,,,,,,,,
7984,7775,7970,2,43776,7968,,,,,,,,,,,,,,,,,,,
3319,7985,8180,2,10944,3205,,,,,,,,,,,,,,,,,,,
8189,7986,8181,2,43776,8180,,,,,,,,,,,,,,,,,,,
8193,7987,8182,2,43776,8181,,,,,,,,,,,,,,,,,,,
8197,7988,8183,2,43776,8181,,,,,,,,,,,,,,,,,,,
3339,8198,8341,1,700416,602,,,,,,,,,,,,,,,,,,,
8352,8199,8342,1,700416,8341,,,,,,,,,,,,,,,,,,,
8354,8200,8343,1,700416,8341,,,,,,,,,,,,,,,,,,,
8355,8200,8343,1,700416,8342,,,,,,,,,,,,,,,,,,,
3341,8201,8344,1,700416,602,,,,,,,,,,,,,,,,,,,
3340,8201,8344,1,700416,602,,,,,,,,,,,,,,,,,,,
8357,8201,8344,1,700416,8343,,,,,,,,,,,,,,,,,,,
3346,8358,8602,2,43776,838,,,,,,,,,,,,,,,,,,,
8610,8359,8603,2,43776,8602,,,,,,,,,,,,,,,,,,,
8614,8360,8604,2,43776,8603,,,,,,,,,,,,,,,,,,,
8618,8361,8605,2,43776,8604,,,,,,,,,,,,,,,,,,,
3345,8362,8606,2,43776,838,,,,,,,,,,,,,,,,,,,
3344,8362,8606,2,43776,838,,,,,,,,,,,,,,,,,,,
8622,8362,8606,2,43776,8604,,,,,,,,,,,,,,,,,,,
3351,8623,8867,2,43776,851,,,,,,,,,,,,,,,,,,,
8875,8624,8868,2,43776,8867,,,,,,,,,,,,,,,,,,,
8879,8625,8869,2,43776,8868,,,,,,,,,,,,,,,,,,,
8883,8626,8870,2,43776,8869,,,,,,,,,,,,,,,,,,,
3350,8627,8871,2,43776,851,,,,,,,,,,,,,,,,,,,
3349,8627,8871,2,43776,851,,,,,,,,,,,,,,,,,,,
8887,8627,8871,2,43776,8869,,,,,,,,,,,,,,,,,,,
3354,8888,9132,2,43776,864,,,,,,,,,,,,,,,,,,,
9140,8889,9133,2,43776,9132,,,,,,,,,,,,,,,,,,,
9144,8890,9134,2,43776,9133,,,,,,,,,,,,,,,,,,,
9148,8891,9135,2,43776,9134,,,,,,,,,,,,,,,,,,,
3356,8892,9136,2,43776,864,,,,,,,,,,,,,,,,,,,
3355,8892,9136,2,43776,864,,,,,,,,,,,,,,,,,,,
9152,8892,9136,2,43776,9134,,,,,,,,,,,,,,,,,,,
3374,9153,9284,1,10944,561,,,,,,,,,,,,,,,,,,,
3375,9153,9284,1,10944,561,,,,,,,,,,,,,,,,,,,
9294,9154,9285,1,10944,9284,,,,,,,,,,,,,,,,,,,
9298,9155,9286,1,10944,9285,,,,,,,,,,,,,,,,,,,
9299,9155,9286,1,10944,9284,,,,,,,,,,,,,,,,,,,
9300,9155,9286,1,10944,9284,,,,,,,,,,,,,,,,,,,
3391,9301,9450,2,43776,602,,,,,,,,,,,,,,,,,,,
3392,9301,9450,2,43776,602,,,,,,,,,,,,,,,,,,,
9459,9302,9451,2,43776,9450,,,,,,,,,,,,,,,,,,,
9460,9302,9451,2,43776,9450,,,,,,,,,,,,,,,,,,,
9465,9303,9452,2,43776,9451,,,,,,,,,,,,,,,,,,,
9466,9303,9452,2,43776,9450,,,,,,,,,,,,,,,,,,,
3408,9467,9616,2,43776,6805,6962,7119,7276,,,,,,,,,,,,,,,,
3409,9467,9616,2,43776,6805,6962,7119,7276,,,,,,,,,,,,,,,,
9625,9468,9617,2,43776,9616,,,,,,,,,,,,,,,,,,,
9626,9468,9617,2,43776,9616,,,,,,,,,,,,,,,,,,,
9631,9469,9618,2,43776,9617,,,,,,,,,,,,,,,,,,,
9632,9469,9618,2,43776,9616,,,,,,,,,,,,,,,,,,,
3426,9633,9782,2,43776,6805,6962,7119,7276,,,,,,,,,,,,,,,,
3425,9633,9782,2,43776,6805,6962,7119,7276,,,,,,,,,,,,,,,,
9791,9634,9783,2,43776,9782,,,,,,,,,,,,,,,,,,,
9792,9634,9783,2,43776,9782,,,,,,,,,,,,,,,,,,,
9797,9635,9784,2,43776,9782,,,,,,,,,,,,,,,,,,,
9798,9635,9784,2,43776,9783,,,,,,,,,,,,,,,,,,,
3443,9799,9948,2,43776,765,,,,,,,,,,,,,,,,,,,
3442,9799,9948,2,43776,765,,,,,,,,,,,,,,,,,,,
9958,9800,9949,2,43776,9948,,,,,,,,,,,,,,,,,,,
9962,9801,9950,2,43776,9948,,,,,,,,,,,,,,,,,,,
9963,9801,9950,2,43776,9948,,,,,,,,,,,,,,,,,,,
9964,9801,9950,2,43776,9949,,,,,,,,,,,,,,,,,,,
3464,9965,10222,1,10944,765,,,,,,,,,,,,,,,,,,,
3463,9965,10222,1,10944,765,,,,,,,,,,,,,,,,,,,
10233,9966,10223,1,10944,10222,,,,,,,,,,,,,,,,,,,
10237,9967,10224,1,10944,10223,,,,,,,,,,,,,,,,,,,
3462,9968,10225,1,10944,765,,,,,,,,,,,,,,,,,,,
10244,9969,10226,1,10944,10225,,,,,,,,,,,,,,,,,,,
10248,9970,10227,1,10944,10222,,,,,,,,,,,,,,,,,,,
10249,9970,10227,1,10944,10224,10226,,,,,,,,,,,,,,,,,,
10250,9970,10227,1,10944,10223,10225,,,,,,,,,,,,,,,,,,
