link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24]
4066,612,3923,1,8192,9193,,,,,,,,,,,,,,,,,,,,,,,,
4069,613,3924,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
4070,613,3924,1,8192,9193,,,,,,,,,,,,,,,,,,,,,,,,
4071,613,3924,1,8192,9193,,,,,,,,,,,,,,,,,,,,,,,,
4104,621,3930,1,1,3933,,,,,,,,,,,,,,,,,,,,,,,,
4106,622,3931,1,1,3930,,,,,,,,,,,,,,,,,,,,,,,,
4108,623,3932,2,4,3930,,,,,,,,,,,,,,,,,,,,,,,,
4110,624,3933,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4119,630,3934,1,8192,629,,,,,,,,,,,,,,,,,,,,,,,,
4120,630,3934,1,8192,629,,,,,,,,,,,,,,,,,,,,,,,,
4122,631,3935,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4123,631,3935,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4125,634,3936,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4126,634,3936,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4128,637,3937,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4129,637,3937,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4131,640,3938,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4132,640,3938,1,8192,3934,,,,,,,,,,,,,,,,,,,,,,,,
4141,685,3939,2,32768,678,,,,,,,,,,,,,,,,,,,,,,,,
4142,685,3939,2,32768,678,,,,,,,,,,,,,,,,,,,,,,,,
4144,686,3940,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4145,686,3940,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4147,689,3941,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4148,689,3941,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4150,692,3942,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4151,692,3942,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4153,695,3943,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4154,695,3943,2,32768,3939,,,,,,,,,,,,,,,,,,,,,,,,
4163,775,3944,2,32768,7576,7737,7898,8059,,,,,,,,,,,,,,,,,,,,,
4164,775,3944,2,32768,7576,7737,7898,8059,,,,,,,,,,,,,,,,,,,,,
4166,776,3945,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4167,776,3945,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4169,779,3946,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4170,779,3946,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4172,782,3947,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4173,782,3947,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4175,785,3948,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4176,785,3948,2,32768,3944,,,,,,,,,,,,,,,,,,,,,,,,
4185,814,3949,2,32768,7576,7737,7898,8059,,,,,,,,,,,,,,,,,,,,,
4186,814,3949,2,32768,7576,7737,7898,8059,,,,,,,,,,,,,,,,,,,,,
4188,815,3950,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4189,815,3950,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4191,818,3951,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4192,818,3951,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4194,821,3952,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4195,821,3952,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4197,824,3953,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4198,824,3953,2,32768,3949,,,,,,,,,,,,,,,,,,,,,,,,
4207,884,3954,2,32768,883,,,,,,,,,,,,,,,,,,,,,,,,
4208,884,3954,2,32768,883,,,,,,,,,,,,,,,,,,,,,,,,
4210,885,3955,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4211,885,3955,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4213,888,3956,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4214,888,3956,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4216,891,3957,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4217,891,3957,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4219,894,3958,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
4220,894,3958,2,32768,3954,,,,,,,,,,,,,,,,,,,,,,,,
7736,7578,7576,2,8192,8839,8957,9077,,,,,,,,,,,,,,,,,,,,,,
7735,7578,7576,2,32768,8720,,,,,,,,,,,,,,,,,,,,,,,,
7734,7631,7576,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
7733,7631,7576,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
8368,7631,7576,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
8369,7578,7576,2,32768,8720,,,,,,,,,,,,,,,,,,,,,,,,
8370,7578,7576,2,8192,8839,8957,9077,,,,,,,,,,,,,,,,,,,,,,
8371,7631,7576,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
7897,7739,7737,2,8192,8839,8957,9077,,,,,,,,,,,,,,,,,,,,,,
7896,7739,7737,2,32768,8720,,,,,,,,,,,,,,,,,,,,,,,,
7895,7792,7737,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
7894,7792,7737,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
8372,7792,7737,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
8373,7739,7737,2,32768,8719,,,,,,,,,,,,,,,,,,,,,,,,
8374,7792,7737,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
8375,7739,7737,2,8192,8838,8957,9076,,,,,,,,,,,,,,,,,,,,,,
8058,7900,7898,2,8192,8838,8958,9076,,,,,,,,,,,,,,,,,,,,,,
8057,7900,7898,2,32768,8719,,,,,,,,,,,,,,,,,,,,,,,,
8056,7953,7898,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
8055,7953,7898,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
8376,7900,7898,2,32768,8719,,,,,,,,,,,,,,,,,,,,,,,,
8377,7953,7898,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
8378,7953,7898,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
8379,7900,7898,2,8192,8838,8958,9076,,,,,,,,,,,,,,,,,,,,,,
8219,8061,8059,2,8192,8838,8958,9076,,,,,,,,,,,,,,,,,,,,,,
8218,8061,8059,2,32768,8719,,,,,,,,,,,,,,,,,,,,,,,,
8217,8114,8059,2,32768,3917,,,,,,,,,,,,,,,,,,,,,,,,
8216,8114,8059,2,8192,3920,3919,3918,,,,,,,,,,,,,,,,,,,,,,
4077,8380,8583,1,524288,678,,,,,,,,,,,,,,,,,,,,,,,,
8598,8381,8584,1,524288,8583,,,,,,,,,,,,,,,,,,,,,,,,
8599,8381,8584,1,524288,8583,,,,,,,,,,,,,,,,,,,,,,,,
8600,8381,8584,1,524288,8583,,,,,,,,,,,,,,,,,,,,,,,,
8604,8382,8585,1,524288,8584,,,,,,,,,,,,,,,,,,,,,,,,
8605,8382,8585,1,524288,8583,8584,,,,,,,,,,,,,,,,,,,,,,,
8606,8382,8585,1,524288,8584,,,,,,,,,,,,,,,,,,,,,,,,
8607,8382,8585,1,524288,8583,,,,,,,,,,,,,,,,,,,,,,,,
4078,8383,8586,1,524288,678,,,,,,,,,,,,,,,,,,,,,,,,
4079,8383,8586,1,524288,678,,,,,,,,,,,,,,,,,,,,,,,,
8610,8383,8586,1,524288,8585,,,,,,,,,,,,,,,,,,,,,,,,
8611,8383,8586,1,524288,8585,,,,,,,,,,,,,,,,,,,,,,,,
4083,8612,8719,2,32768,975,,,,,,,,,,,,,,,,,,,,,,,,
4084,8613,8720,2,32768,975,,,,,,,,,,,,,,,,,,,,,,,,
4082,8613,8720,2,32768,975,,,,,,,,,,,,,,,,,,,,,,,,
8730,8613,8720,2,32768,8719,,,,,,,,,,,,,,,,,,,,,,,,
4089,8731,8838,2,32768,988,,,,,,,,,,,,,,,,,,,,,,,,
4088,8732,8839,2,32768,988,,,,,,,,,,,,,,,,,,,,,,,,
4087,8732,8839,2,32768,988,,,,,,,,,,,,,,,,,,,,,,,,
8849,8732,8839,2,32768,8838,,,,,,,,,,,,,,,,,,,,,,,,
4094,8850,8957,2,32768,1001,,,,,,,,,,,,,,,,,,,,,,,,
4093,8851,8958,2,32768,1001,,,,,,,,,,,,,,,,,,,,,,,,
4092,8851,8958,2,32768,1001,,,,,,,,,,,,,,,,,,,,,,,,
8968,8851,8958,2,32768,8957,,,,,,,,,,,,,,,,,,,,,,,,
4097,8969,9076,2,32768,1014,,,,,,,,,,,,,,,,,,,,,,,,
4098,8970,9077,2,32768,1014,,,,,,,,,,,,,,,,,,,,,,,,
4099,8970,9077,2,32768,1014,,,,,,,,,,,,,,,,,,,,,,,,
9087,8970,9077,2,32768,9076,,,,,,,,,,,,,,,,,,,,,,,,
4233,9088,9192,1,8192,883,,,,,,,,,,,,,,,,,,,,,,,,
4235,9088,9192,1,8192,883,,,,,,,,,,,,,,,,,,,,,,,,
4234,9088,9192,1,8192,883,,,,,,,,,,,,,,,,,,,,,,,,
9211,9089,9193,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
9212,9089,9193,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
9213,9089,9193,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
9214,9089,9193,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
9215,9089,9193,1,8192,9192,,,,,,,,,,,,,,,,,,,,,,,,
