link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19]
5425,1265,5256,2,14336,1467,,,,,,,,,,,,,,,,,,,
5426,1265,5256,2,14336,1467,,,,,,,,,,,,,,,,,,,
5429,1266,5257,2,14336,1532,,,,,,,,,,,,,,,,,,,
5431,1267,5258,1,7,5257,,,,,,,,,,,,,,,,,,,
5432,1267,5258,1,7,5257,,,,,,,,,,,,,,,,,,,
5434,1268,5259,2,14336,1532,,,,,,,,,,,,,,,,,,,
5435,1268,5259,2,14336,1532,,,,,,,,,,,,,,,,,,,
5438,1270,5260,2,14336,1350,,,,,,,,,,,,,,,,,,,
5440,1271,5261,1,7,5260,,,,,,,,,,,,,,,,,,,
5441,1271,5261,1,7,5260,,,,,,,,,,,,,,,,,,,
5443,1272,5262,2,14336,1350,,,,,,,,,,,,,,,,,,,
5444,1272,5262,2,14336,1350,,,,,,,,,,,,,,,,,,,
5447,1273,5263,2,14336,1415,,,,,,,,,,,,,,,,,,,
5449,1274,5264,1,7,5263,,,,,,,,,,,,,,,,,,,
5450,1274,5264,1,7,5263,,,,,,,,,,,,,,,,,,,
5452,1275,5265,2,14336,1415,,,,,,,,,,,,,,,,,,,
5453,1275,5265,2,14336,1415,,,,,,,,,,,,,,,,,,,
5456,1276,5266,2,14336,1480,,,,,,,,,,,,,,,,,,,
5458,1277,5267,1,7,5266,,,,,,,,,,,,,,,,,,,
5459,1277,5267,1,7,5266,,,,,,,,,,,,,,,,,,,
5461,1278,5268,2,14336,1480,,,,,,,,,,,,,,,,,,,
5462,1278,5268,2,14336,1480,,,,,,,,,,,,,,,,,,,
5465,1279,5269,2,14336,1545,,,,,,,,,,,,,,,,,,,
5467,1280,5270,1,7,5269,,,,,,,,,,,,,,,,,,,
5468,1280,5270,1,7,5269,,,,,,,,,,,,,,,,,,,
5470,1281,5271,2,14336,1545,,,,,,,,,,,,,,,,,,,
5471,1281,5271,2,14336,1545,,,,,,,,,,,,,,,,,,,
5474,1283,5272,2,14336,1363,,,,,,,,,,,,,,,,,,,
5476,1284,5273,1,7,5272,,,,,,,,,,,,,,,,,,,
5477,1284,5273,1,7,5272,,,,,,,,,,,,,,,,,,,
5479,1285,5274,2,14336,1363,,,,,,,,,,,,,,,,,,,
5480,1285,5274,2,14336,1363,,,,,,,,,,,,,,,,,,,
5483,1286,5275,2,14336,1428,,,,,,,,,,,,,,,,,,,
5485,1287,5276,1,7,5275,,,,,,,,,,,,,,,,,,,
5486,1287,5276,1,7,5275,,,,,,,,,,,,,,,,,,,
5488,1288,5277,2,14336,1428,,,,,,,,,,,,,,,,,,,
5489,1288,5277,2,14336,1428,,,,,,,,,,,,,,,,,,,
5492,1289,5278,2,14336,1493,,,,,,,,,,,,,,,,,,,
5494,1290,5279,1,7,5278,,,,,,,,,,,,,,,,,,,
5495,1290,5279,1,7,5278,,,,,,,,,,,,,,,,,,,
5497,1291,5280,2,14336,1493,,,,,,,,,,,,,,,,,,,
5498,1291,5280,2,14336,1493,,,,,,,,,,,,,,,,,,,
5501,1292,5281,2,14336,1558,,,,,,,,,,,,,,,,,,,
5503,1293,5282,1,7,5281,,,,,,,,,,,,,,,,,,,
5504,1293,5282,1,7,5281,,,,,,,,,,,,,,,,,,,
5506,1294,5283,2,14336,1558,,,,,,,,,,,,,,,,,,,
5507,1294,5283,2,14336,1558,,,,,,,,,,,,,,,,,,,
5510,1296,5284,2,14336,1376,,,,,,,,,,,,,,,,,,,
5512,1297,5285,1,7,5284,,,,,,,,,,,,,,,,,,,
5513,1297,5285,1,7,5284,,,,,,,,,,,,,,,,,,,
5515,1298,5286,2,14336,1376,,,,,,,,,,,,,,,,,,,
5516,1298,5286,2,14336,1376,,,,,,,,,,,,,,,,,,,
5519,1299,5287,2,14336,1441,,,,,,,,,,,,,,,,,,,
5521,1300,5288,1,7,5287,,,,,,,,,,,,,,,,,,,
5522,1300,5288,1,7,5287,,,,,,,,,,,,,,,,,,,
5524,1301,5289,2,14336,1441,,,,,,,,,,,,,,,,,,,
5525,1301,5289,2,14336,1441,,,,,,,,,,,,,,,,,,,
5528,1302,5290,2,14336,1506,,,,,,,,,,,,,,,,,,,
5530,1303,5291,1,7,5290,,,,,,,,,,,,,,,,,,,
5531,1303,5291,1,7,5290,,,,,,,,,,,,,,,,,,,
5533,1304,5292,2,14336,1506,,,,,,,,,,,,,,,,,,,
5534,1304,5292,2,14336,1506,,,,,,,,,,,,,,,,,,,
5537,1305,5293,2,14336,1571,,,,,,,,,,,,,,,,,,,
5539,1306,5294,1,7,5293,,,,,,,,,,,,,,,,,,,
5540,1306,5294,1,7,5293,,,,,,,,,,,,,,,,,,,
5542,1307,5295,2,14336,1571,,,,,,,,,,,,,,,,,,,
5543,1307,5295,2,14336,1571,,,,,,,,,,,,,,,,,,,
5546,1309,5296,2,14336,1389,,,,,,,,,,,,,,,,,,,
5548,1310,5297,1,7,5296,,,,,,,,,,,,,,,,,,,
5549,1310,5297,1,7,5296,,,,,,,,,,,,,,,,,,,
5551,1311,5298,2,14336,1389,,,,,,,,,,,,,,,,,,,
5552,1311,5298,2,14336,1389,,,,,,,,,,,,,,,,,,,
5555,1312,5299,2,14336,1454,,,,,,,,,,,,,,,,,,,
5557,1313,5300,1,7,5299,,,,,,,,,,,,,,,,,,,
5558,1313,5300,1,7,5299,,,,,,,,,,,,,,,,,,,
5560,1314,5301,2,14336,1454,,,,,,,,,,,,,,,,,,,
5561,1314,5301,2,14336,1454,,,,,,,,,,,,,,,,,,,
5564,1315,5302,2,14336,1519,,,,,,,,,,,,,,,,,,,
5566,1316,5303,1,7,5302,,,,,,,,,,,,,,,,,,,
5567,1316,5303,1,7,5302,,,,,,,,,,,,,,,,,,,
5569,1317,5304,2,14336,1519,,,,,,,,,,,,,,,,,,,
5570,1317,5304,2,14336,1519,,,,,,,,,,,,,,,,,,,
5573,1318,5305,2,14336,1584,,,,,,,,,,,,,,,,,,,
5575,1319,5306,1,7,5305,,,,,,,,,,,,,,,,,,,
5576,1319,5306,1,7,5305,,,,,,,,,,,,,,,,,,,
5578,1320,5307,2,14336,1584,,,,,,,,,,,,,,,,,,,
5579,1320,5307,2,14336,1584,,,,,,,,,,,,,,,,,,,
5584,8951,9075,2,7,9808,,,,,,,,,,,,,,,,,,,
9085,8952,9076,2,14336,9075,,,,,,,,,,,,,,,,,,,
9089,8953,9077,2,14336,9076,,,,,,,,,,,,,,,,,,,
9090,8953,9077,2,14336,9076,,,,,,,,,,,,,,,,,,,
9091,8953,9077,2,14336,9075,,,,,,,,,,,,,,,,,,,
9092,8953,9077,2,14336,9075,,,,,,,,,,,,,,,,,,,
5589,9093,9219,2,7,9808,,,,,,,,,,,,,,,,,,,
9230,9094,9220,2,14336,9219,,,,,,,,,,,,,,,,,,,
9231,9094,9220,2,14336,9219,,,,,,,,,,,,,,,,,,,
9235,9095,9221,2,14336,9220,,,,,,,,,,,,,,,,,,,
9236,9095,9221,2,14336,9219,,,,,,,,,,,,,,,,,,,
9237,9095,9221,2,14336,9220,,,,,,,,,,,,,,,,,,,
9238,9095,9221,2,14336,9220,,,,,,,,,,,,,,,,,,,
5594,9239,9360,2,7,9809,,,,,,,,,,,,,,,,,,,
9370,9240,9361,2,14336,9360,,,,,,,,,,,,,,,,,,,
9373,9241,9362,2,14336,9361,,,,,,,,,,,,,,,,,,,
9374,9241,9362,2,14336,9361,,,,,,,,,,,,,,,,,,,
5599,9375,9500,2,7,9809,,,,,,,,,,,,,,,,,,,
9510,9376,9501,2,14336,9500,,,,,,,,,,,,,,,,,,,
9515,9377,9502,2,14336,9500,,,,,,,,,,,,,,,,,,,
9516,9377,9502,2,14336,9501,,,,,,,,,,,,,,,,,,,
9517,9377,9502,2,14336,9501,,,,,,,,,,,,,,,,,,,
9518,9377,9502,2,14336,9500,,,,,,,,,,,,,,,,,,,
5604,9519,9640,2,7,9807,,,,,,,,,,,,,,,,,,,
9650,9520,9641,2,14336,9640,,,,,,,,,,,,,,,,,,,
9653,9521,9642,2,14336,9641,,,,,,,,,,,,,,,,,,,
9654,9521,9642,2,14336,9641,,,,,,,,,,,,,,,,,,,
5610,9655,9805,1,1,3,,,,,,,,,,,,,,,,,,,
9813,9655,9805,1,7,9806,,,,,,,,,,,,,,,,,,,
9817,9656,9806,1,7,9805,,,,,,,,,,,,,,,,,,,
9818,9656,9806,1,7,9805,,,,,,,,,,,,,,,,,,,
9823,9657,9807,1,7,9806,,,,,,,,,,,,,,,,,,,
9824,9657,9807,1,7,9806,,,,,,,,,,,,,,,,,,,
9828,9658,9808,1,7,9807,,,,,,,,,,,,,,,,,,,
9829,9658,9808,1,7,9807,,,,,,,,,,,,,,,,,,,
9832,9659,9809,1,7,9805,,,,,,,,,,,,,,,,,,,
9833,9659,9809,1,7,9807,,,,,,,,,,,,,,,,,,,
9834,9659,9809,1,7,9808,,,,,,,,,,,,,,,,,,,
