link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25]
9839,9377,9375,2,52736,10944,,,,,,,,,,,,,,,,,,,,,,,,,
9840,9377,9375,2,6592,11077,11209,11340,11472,,,,,,,,,,,,,,,,,,,,,,
9602,9491,9489,2,52736,10944,,,,,,,,,,,,,,,,,,,,,,,,,
9601,9491,9489,2,6592,11077,11209,11340,11472,,,,,,,,,,,,,,,,,,,,,,
9841,9491,9489,2,6592,11076,11208,11340,11472,,,,,,,,,,,,,,,,,,,,,,
9842,9491,9489,2,52736,10944,,,,,,,,,,,,,,,,,,,,,,,,,
9716,9605,9603,2,52736,10944,,,,,,,,,,,,,,,,,,,,,,,,,
9715,9605,9603,2,6592,11076,11208,11340,11472,,,,,,,,,,,,,,,,,,,,,,
4930,9843,10125,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
10140,9844,10126,2,52736,10125,,,,,,,,,,,,,,,,,,,,,,,,,
10141,9844,10126,2,52736,10125,,,,,,,,,,,,,,,,,,,,,,,,,
10142,9844,10126,2,52736,10125,,,,,,,,,,,,,,,,,,,,,,,,,
10146,9845,10127,2,52736,10126,,,,,,,,,,,,,,,,,,,,,,,,,
10153,9846,10128,2,52736,10126,,,,,,,,,,,,,,,,,,,,,,,,,
10154,9846,10128,2,52736,10126,,,,,,,,,,,,,,,,,,,,,,,,,
10155,9846,10128,2,52736,10127,,,,,,,,,,,,,,,,,,,,,,,,,
10158,9847,10129,2,52736,10128,,,,,,,,,,,,,,,,,,,,,,,,,
10159,9847,10129,2,52736,10128,,,,,,,,,,,,,,,,,,,,,,,,,
4931,9848,10130,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
4929,9848,10130,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
10161,9848,10130,2,52736,10125,10127,10129,,,,,,,,,,,,,,,,,,,,,,,
10162,9848,10130,2,52736,10129,,,,,,,,,,,,,,,,,,,,,,,,,
4934,10163,10280,2,6592,4782,,,,,,,,,,,,,,,,,,,,,,,,,
10293,10164,10281,2,52736,10280,,,,,,,,,,,,,,,,,,,,,,,,,
4937,10294,10413,2,6592,4783,,,,,,,,,,,,,,,,,,,,,,,,,
10427,10295,10414,2,52736,10413,,,,,,,,,,,,,,,,,,,,,,,,,
10428,10295,10414,2,52736,10413,,,,,,,,,,,,,,,,,,,,,,,,,
4940,10429,10546,2,6592,4784,,,,,,,,,,,,,,,,,,,,,,,,,
10559,10430,10547,2,52736,10546,,,,,,,,,,,,,,,,,,,,,,,,,
4943,10560,10677,2,6592,4785,,,,,,,,,,,,,,,,,,,,,,,,,
10690,10561,10678,2,52736,10677,,,,,,,,,,,,,,,,,,,,,,,,,
4946,10691,10810,2,6592,4786,,,,,,,,,,,,,,,,,,,,,,,,,
10824,10692,10811,2,52736,10810,,,,,,,,,,,,,,,,,,,,,,,,,
10825,10692,10811,2,52736,10810,,,,,,,,,,,,,,,,,,,,,,,,,
4966,10826,10944,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
4965,10827,10945,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
4964,10827,10945,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
10957,10827,10945,2,52736,10944,,,,,,,,,,,,,,,,,,,,,,,,,
4971,10958,11076,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
4970,10959,11077,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
4969,10959,11077,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
11089,10959,11077,2,52736,11076,,,,,,,,,,,,,,,,,,,,,,,,,
4974,11090,11208,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
4976,11091,11209,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
4975,11091,11209,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
11221,11091,11209,2,52736,11208,,,,,,,,,,,,,,,,,,,,,,,,,
4979,11222,11340,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
4981,11223,11341,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
4980,11223,11341,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
11353,11223,11341,2,52736,11340,,,,,,,,,,,,,,,,,,,,,,,,,
4986,11354,11472,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
4984,11355,11473,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
4985,11355,11473,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
11485,11355,11473,2,52736,11472,,,,,,,,,,,,,,,,,,,,,,,,,
5014,11486,11610,2,52736,788,,,,,,,,,,,,,,,,,,,,,,,,,
5013,11486,11610,2,52736,788,,,,,,,,,,,,,,,,,,,,,,,,,
11627,11487,11611,2,52736,11610,,,,,,,,,,,,,,,,,,,,,,,,,
11628,11487,11611,2,52736,11610,,,,,,,,,,,,,,,,,,,,,,,,,
11629,11487,11611,2,52736,11610,,,,,,,,,,,,,,,,,,,,,,,,,
11630,11487,11611,2,52736,11610,,,,,,,,,,,,,,,,,,,,,,,,,
11631,11487,11611,2,52736,11610,,,,,,,,,,,,,,,,,,,,,,,,,
5040,11632,11754,2,52736,8451,8565,8679,8793,8907,,,,,,,,,,,,,,,,,,,,,
5041,11632,11754,2,52736,8451,8565,8679,8793,8907,,,,,,,,,,,,,,,,,,,,,
11770,11633,11755,2,52736,11754,,,,,,,,,,,,,,,,,,,,,,,,,
11771,11633,11755,2,52736,11754,,,,,,,,,,,,,,,,,,,,,,,,,
11772,11633,11755,2,52736,11754,,,,,,,,,,,,,,,,,,,,,,,,,
11773,11633,11755,2,52736,11754,,,,,,,,,,,,,,,,,,,,,,,,,
5068,11774,11896,2,52736,9147,9261,9375,9489,9603,,,,,,,,,,,,,,,,,,,,,
5067,11774,11896,2,52736,9147,9261,9375,9489,9603,,,,,,,,,,,,,,,,,,,,,
11912,11775,11897,2,52736,11896,,,,,,,,,,,,,,,,,,,,,,,,,
11913,11775,11897,2,52736,11896,,,,,,,,,,,,,,,,,,,,,,,,,
11914,11775,11897,2,52736,11896,,,,,,,,,,,,,,,,,,,,,,,,,
11915,11775,11897,2,52736,11896,,,,,,,,,,,,,,,,,,,,,,,,,
5094,11916,12026,1,6592,1014,,,,,,,,,,,,,,,,,,,,,,,,,
5095,11916,12026,1,6592,1014,,,,,,,,,,,,,,,,,,,,,,,,,
12042,11917,12027,1,6592,12026,,,,,,,,,,,,,,,,,,,,,,,,,
12043,11917,12027,1,6592,12026,,,,,,,,,,,,,,,,,,,,,,,,,
12044,11917,12027,1,6592,12026,,,,,,,,,,,,,,,,,,,,,,,,,
12045,11917,12027,1,6592,12026,,,,,,,,,,,,,,,,,,,,,,,,,
