link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12]
2641,6568,6658,2,131072,6075,6178,6281,6384,,,,,,,,,
6663,6568,6658,2,131072,6657,,,,,,,,,,,,
6664,6568,6658,2,131072,6657,,,,,,,,,,,,
6665,6568,6658,2,131072,6657,,,,,,,,,,,,
2658,6666,6822,1,524288,485,,,,,,,,,,,,
6837,6667,6823,1,524288,6822,,,,,,,,,,,,
6838,6667,6823,1,524288,6822,,,,,,,,,,,,
6839,6667,6823,1,524288,6822,,,,,,,,,,,,
6841,6668,6824,1,524288,6823,,,,,,,,,,,,
6842,6668,6824,1,524288,6823,,,,,,,,,,,,
6843,6668,6824,1,524288,6823,,,,,,,,,,,,
2657,6669,6825,1,524288,485,,,,,,,,,,,,
2659,6669,6825,1,524288,485,,,,,,,,,,,,
6845,6669,6825,1,524288,6824,,,,,,,,,,,,
2662,6846,6953,2,32768,667,,,,,,,,,,,,
2663,6847,6954,2,32768,667,,,,,,,,,,,,
2664,6847,6954,2,32768,667,,,,,,,,,,,,
6964,6847,6954,2,32768,6953,,,,,,,,,,,,
2667,6965,7072,2,32768,680,,,,,,,,,,,,
2668,6966,7073,2,32768,680,,,,,,,,,,,,
2669,6966,7073,2,32768,680,,,,,,,,,,,,
7083,6966,7073,2,32768,7072,,,,,,,,,,,,
2673,7084,7191,2,32768,693,,,,,,,,,,,,
2672,7085,7192,2,32768,693,,,,,,,,,,,,
2674,7085,7192,2,32768,693,,,,,,,,,,,,
7202,7085,7192,2,32768,7191,,,,,,,,,,,,
2677,7203,7310,2,32768,706,,,,,,,,,,,,
2678,7204,7311,2,32768,706,,,,,,,,,,,,
2679,7204,7311,2,32768,706,,,,,,,,,,,,
7321,7204,7311,2,32768,7310,,,,,,,,,,,,
