link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21]
3687,562,3560,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3688,562,3560,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3691,563,3561,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3692,563,3561,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3693,563,3561,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3696,564,3562,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3697,564,3562,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3698,564,3562,1,10944,3594,,,,,,,,,,,,,,,,,,,,,
3731,572,3568,1,1,3571,,,,,,,,,,,,,,,,,,,,,
3733,573,3569,1,1,3568,,,,,,,,,,,,,,,,,,,,,
3735,574,3570,2,4,3568,,,,,,,,,,,,,,,,,,,,,
3737,575,3571,1,1,3,,,,,,,,,,,,,,,,,,,,,
3744,581,3572,1,10944,580,,,,,,,,,,,,,,,,,,,,,
3745,581,3572,1,10944,580,,,,,,,,,,,,,,,,,,,,,
3747,582,3573,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3748,582,3573,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3750,585,3574,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3751,585,3574,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3753,588,3575,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3754,588,3575,1,10944,3572,,,,,,,,,,,,,,,,,,,,,
3761,628,3576,2,43776,621,,,,,,,,,,,,,,,,,,,,,
3762,628,3576,2,43776,621,,,,,,,,,,,,,,,,,,,,,
3764,629,3577,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3765,629,3577,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3767,632,3578,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3768,632,3578,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3770,635,3579,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3771,635,3579,2,43776,3576,,,,,,,,,,,,,,,,,,,,,
3780,708,3580,2,32768,7185,7344,7503,7662,,,,,,,,,,,,,,,,,,
3781,708,3580,2,32768,7185,7344,7503,7662,,,,,,,,,,,,,,,,,,
3783,709,3581,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3784,709,3581,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3786,712,3582,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3787,712,3582,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3789,715,3583,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3790,715,3583,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3792,718,3584,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3793,718,3584,2,32768,3580,,,,,,,,,,,,,,,,,,,,,
3800,747,3585,2,43776,7185,7344,7503,7662,,,,,,,,,,,,,,,,,,
3801,747,3585,2,43776,7185,7344,7503,7662,,,,,,,,,,,,,,,,,,
3803,748,3586,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3804,748,3586,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3806,751,3587,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3807,751,3587,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3809,754,3588,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3810,754,3588,2,43776,3585,,,,,,,,,,,,,,,,,,,,,
3819,809,3589,2,32768,808,,,,,,,,,,,,,,,,,,,,,
3820,809,3589,2,32768,808,,,,,,,,,,,,,,,,,,,,,
3822,810,3590,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3823,810,3590,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3825,813,3591,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3826,813,3591,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3828,816,3592,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3829,816,3592,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3831,819,3593,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3832,819,3593,2,32768,3589,,,,,,,,,,,,,,,,,,,,,
3842,848,3594,1,10944,808,,,,,,,,,,,,,,,,,,,,,
3843,848,3594,1,10944,808,,,,,,,,,,,,,,,,,,,,,
3844,848,3594,1,10944,808,,,,,,,,,,,,,,,,,,,,,
7343,7187,7185,2,32768,8304,,,,,,,,,,,,,,,,,,,,,
7342,7187,7185,2,8192,8423,8541,8661,,,,,,,,,,,,,,,,,,,
7341,7240,7185,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7340,7240,7185,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7952,7187,7185,2,8192,8423,8541,8661,,,,,,,,,,,,,,,,,,,
7953,7240,7185,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7954,7240,7185,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7955,7187,7185,2,32768,8304,,,,,,,,,,,,,,,,,,,,,
7502,7346,7344,2,32768,8304,,,,,,,,,,,,,,,,,,,,,
7501,7346,7344,2,8192,8423,8541,8661,,,,,,,,,,,,,,,,,,,
7500,7399,7344,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7499,7399,7344,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7956,7346,7344,2,32768,8303,,,,,,,,,,,,,,,,,,,,,
7957,7346,7344,2,8192,8422,8541,8660,,,,,,,,,,,,,,,,,,,
7958,7399,7344,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7959,7399,7344,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7661,7505,7503,2,32768,8303,,,,,,,,,,,,,,,,,,,,,
7660,7505,7503,2,8192,8422,8542,8660,,,,,,,,,,,,,,,,,,,
7659,7558,7503,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7658,7558,7503,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7960,7505,7503,2,8192,8422,8542,8660,,,,,,,,,,,,,,,,,,,
7961,7558,7503,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
7962,7505,7503,2,32768,8303,,,,,,,,,,,,,,,,,,,,,
7963,7558,7503,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7820,7664,7662,2,32768,8303,,,,,,,,,,,,,,,,,,,,,
7819,7664,7662,2,8192,8422,8542,8660,,,,,,,,,,,,,,,,,,,
7818,7717,7662,2,10944,3559,3558,,,,,,,,,,,,,,,,,,,,
7817,7717,7662,2,43776,3557,,,,,,,,,,,,,,,,,,,,,
3704,7964,8167,1,524288,621,,,,,,,,,,,,,,,,,,,,,
8182,7965,8168,1,524288,8167,,,,,,,,,,,,,,,,,,,,,
8183,7965,8168,1,524288,8167,,,,,,,,,,,,,,,,,,,,,
8184,7965,8168,1,524288,8167,,,,,,,,,,,,,,,,,,,,,
8188,7966,8169,1,524288,8167,,,,,,,,,,,,,,,,,,,,,
8189,7966,8169,1,524288,8168,,,,,,,,,,,,,,,,,,,,,
8190,7966,8169,1,524288,8167,8168,,,,,,,,,,,,,,,,,,,,
8191,7966,8169,1,524288,8168,,,,,,,,,,,,,,,,,,,,,
3705,7967,8170,1,524288,621,,,,,,,,,,,,,,,,,,,,,
3706,7967,8170,1,524288,621,,,,,,,,,,,,,,,,,,,,,
8194,7967,8170,1,524288,8169,,,,,,,,,,,,,,,,,,,,,
8195,7967,8170,1,524288,8169,,,,,,,,,,,,,,,,,,,,,
3711,8196,8303,2,32768,889,,,,,,,,,,,,,,,,,,,,,
3710,8197,8304,2,32768,889,,,,,,,,,,,,,,,,,,,,,
3709,8197,8304,2,32768,889,,,,,,,,,,,,,,,,,,,,,
8314,8197,8304,2,32768,8303,,,,,,,,,,,,,,,,,,,,,
3715,8315,8422,2,32768,902,,,,,,,,,,,,,,,,,,,,,
3714,8316,8423,2,32768,902,,,,,,,,,,,,,,,,,,,,,
3716,8316,8423,2,32768,902,,,,,,,,,,,,,,,,,,,,,
8433,8316,8423,2,32768,8422,,,,,,,,,,,,,,,,,,,,,
3720,8434,8541,2,32768,915,,,,,,,,,,,,,,,,,,,,,
3721,8435,8542,2,32768,915,,,,,,,,,,,,,,,,,,,,,
3719,8435,8542,2,32768,915,,,,,,,,,,,,,,,,,,,,,
8552,8435,8542,2,32768,8541,,,,,,,,,,,,,,,,,,,,,
3726,8553,8660,2,32768,928,,,,,,,,,,,,,,,,,,,,,
3725,8554,8661,2,32768,928,,,,,,,,,,,,,,,,,,,,,
3724,8554,8661,2,32768,928,,,,,,,,,,,,,,,,,,,,,
8671,8554,8661,2,32768,8660,,,,,,,,,,,,,,,,,,,,,
