link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13]
3726,1287,3587,1,16,3586,,,,,,,,,,,,,
3727,1287,3587,1,16,3586,,,,,,,,,,,,,
3729,1288,3588,2,32768,1433,,,,,,,,,,,,,
3730,1288,3588,2,32768,1433,,,,,,,,,,,,,
3733,1289,3589,2,32768,1459,,,,,,,,,,,,,
3735,1290,3590,1,16,3589,,,,,,,,,,,,,
3736,1290,3590,1,16,3589,,,,,,,,,,,,,
3738,1291,3591,2,32768,1459,,,,,,,,,,,,,
3739,1291,3591,2,32768,1459,,,,,,,,,,,,,
3742,1293,3592,2,32768,1342,,,,,,,,,,,,,
3744,1294,3593,1,16,3592,,,,,,,,,,,,,
3745,1294,3593,1,16,3592,,,,,,,,,,,,,
3747,1295,3594,2,32768,1342,,,,,,,,,,,,,
3748,1295,3594,2,32768,1342,,,,,,,,,,,,,
3751,1296,3595,2,32768,1368,,,,,,,,,,,,,
3753,1297,3596,1,16,3595,,,,,,,,,,,,,
3754,1297,3596,1,16,3595,,,,,,,,,,,,,
3756,1298,3597,2,32768,1368,,,,,,,,,,,,,
3757,1298,3597,2,32768,1368,,,,,,,,,,,,,
3760,1299,3598,2,32768,1394,,,,,,,,,,,,,
3762,1300,3599,1,16,3598,,,,,,,,,,,,,
3763,1300,3599,1,16,3598,,,,,,,,,,,,,
3765,1301,3600,2,32768,1394,,,,,,,,,,,,,
3766,1301,3600,2,32768,1394,,,,,,,,,,,,,
3769,1302,3601,2,32768,1420,,,,,,,,,,,,,
3771,1303,3602,1,16,3601,,,,,,,,,,,,,
3772,1303,3602,1,16,3601,,,,,,,,,,,,,
3774,1304,3603,2,32768,1420,,,,,,,,,,,,,
3775,1304,3603,2,32768,1420,,,,,,,,,,,,,
3778,1305,3604,2,32768,1446,,,,,,,,,,,,,
3780,1306,3605,1,16,3604,,,,,,,,,,,,,
3781,1306,3605,1,16,3604,,,,,,,,,,,,,
3783,1307,3606,2,32768,1446,,,,,,,,,,,,,
3784,1307,3606,2,32768,1446,,,,,,,,,,,,,
3787,1308,3607,2,32768,1472,,,,,,,,,,,,,
3789,1309,3608,1,16,3607,,,,,,,,,,,,,
3790,1309,3608,1,16,3607,,,,,,,,,,,,,
3792,1310,3609,2,32768,1472,,,,,,,,,,,,,
3793,1310,3609,2,32768,1472,,,,,,,,,,,,,
3816,1315,3612,1,16,3615,,,,,,,,,,,,,
3818,1316,3613,1,16,3612,,,,,,,,,,,,,
3819,1316,3613,1,16,3612,,,,,,,,,,,,,
3821,1317,3614,2,32768,3612,,,,,,,,,,,,,
3823,1318,3615,1,1,3,,,,,,,,,,,,,
3828,1319,3616,1,16,3619,,,,,,,,,,,,,
3830,1320,3617,1,16,3616,,,,,,,,,,,,,
3831,1320,3617,1,16,3616,,,,,,,,,,,,,
3833,1321,3618,2,32768,3616,,,,,,,,,,,,,
3835,1322,3619,1,1,3,,,,,,,,,,,,,
3801,7176,7862,2,32768,1485,,,,,,,,,,,,,
7902,7177,7863,2,32768,7862,,,,,,,,,,,,,
7903,7177,7863,2,32768,7862,,,,,,,,,,,,,
7908,7178,7864,2,32768,7863,,,,,,,,,,,,,
7909,7178,7864,2,32768,7862,,,,,,,,,,,,,
7915,7179,7865,2,32768,7864,,,,,,,,,,,,,
7920,7180,7866,2,32768,7865,,,,,,,,,,,,,
7921,7180,7866,2,32768,7865,,,,,,,,,,,,,
7925,7181,7867,2,32768,7866,,,,,,,,,,,,,
7926,7181,7867,2,32768,7866,,,,,,,,,,,,,
7927,7181,7867,2,32768,7866,,,,,,,,,,,,,
7930,7182,7868,2,32768,7865,,,,,,,,,,,,,
7931,7182,7868,2,32768,7867,,,,,,,,,,,,,
7932,7182,7868,2,32768,7867,,,,,,,,,,,,,
7938,7183,7869,2,32768,7868,,,,,,,,,,,,,
7939,7183,7869,2,32768,7865,7866,7867,7868,,,,,,,,,,
7940,7183,7869,2,32768,7865,,,,,,,,,,,,,
7944,7184,7870,2,32768,7869,,,,,,,,,,,,,
7945,7184,7870,2,32768,7869,,,,,,,,,,,,,
7946,7184,7870,2,32768,7869,,,,,,,,,,,,,
7948,7185,7871,2,32768,7870,,,,,,,,,,,,,
7949,7185,7871,2,32768,7869,,,,,,,,,,,,,
7950,7185,7871,2,32768,7870,,,,,,,,,,,,,
7951,7185,7871,2,32768,7869,7870,,,,,,,,,,,,
7956,7186,7872,2,32768,7863,,,,,,,,,,,,,
7957,7186,7872,2,32768,7864,,,,,,,,,,,,,
7958,7186,7872,2,32768,7864,,,,,,,,,,,,,
7965,7187,7873,2,32768,7872,,,,,,,,,,,,,
7970,7188,7874,2,32768,7873,,,,,,,,,,,,,
7974,7189,7875,2,32768,7874,,,,,,,,,,,,,
7975,7189,7875,2,32768,7874,,,,,,,,,,,,,
7976,7189,7875,2,32768,7874,,,,,,,,,,,,,
7977,7189,7875,2,32768,7873,,,,,,,,,,,,,
7979,7190,7876,2,32768,7873,,,,,,,,,,,,,
7980,7190,7876,2,32768,7873,,,,,,,,,,,,,
7981,7190,7876,2,32768,7875,,,,,,,,,,,,,
7982,7190,7876,2,32768,7873,,,,,,,,,,,,,
7983,7190,7876,2,32768,7875,,,,,,,,,,,,,
7989,7191,7877,2,32768,7875,7876,,,,,,,,,,,,
7990,7191,7877,2,32768,7873,,,,,,,,,,,,,
7991,7191,7877,2,32768,7874,,,,,,,,,,,,,
7995,7192,7878,2,32768,7877,,,,,,,,,,,,,
7996,7192,7878,2,32768,7877,,,,,,,,,,,,,
7997,7192,7878,2,32768,7877,,,,,,,,,,,,,
7999,7193,7879,2,32768,7878,,,,,,,,,,,,,
8000,7193,7879,2,32768,7877,7878,,,,,,,,,,,,
8001,7193,7879,2,32768,7877,,,,,,,,,,,,,
8002,7193,7879,2,32768,7878,,,,,,,,,,,,,
8009,7194,7880,2,32768,7879,,,,,,,,,,,,,
8010,7194,7880,2,32768,7872,,,,,,,,,,,,,
8011,7194,7880,2,32768,7871,7872,,,,,,,,,,,,
8016,7195,7881,2,32768,7880,,,,,,,,,,,,,
8017,7195,7881,2,32768,7880,,,,,,,,,,,,,
8020,7196,7882,2,32768,7881,,,,,,,,,,,,,
8021,7196,7882,2,32768,7881,,,,,,,,,,,,,
8022,7196,7882,2,32768,7881,,,,,,,,,,,,,
8023,7196,7882,2,32768,7881,,,,,,,,,,,,,
8029,7197,7883,2,32768,7880,,,,,,,,,,,,,
8030,7197,7883,2,32768,7880,,,,,,,,,,,,,
8031,7197,7883,2,32768,7880,,,,,,,,,,,,,
8036,7198,7884,2,32768,7883,,,,,,,,,,,,,
8037,7198,7884,2,32768,7883,,,,,,,,,,,,,
8042,7199,7885,2,32768,7884,,,,,,,,,,,,,
8043,7199,7885,2,32768,7884,,,,,,,,,,,,,
8045,7200,7886,2,32768,7885,,,,,,,,,,,,,
8046,7200,7886,2,32768,7884,,,,,,,,,,,,,
8047,7200,7886,2,32768,7885,,,,,,,,,,,,,
8048,7200,7886,2,32768,7885,,,,,,,,,,,,,
8052,7201,7887,2,32768,7883,,,,,,,,,,,,,
8056,7202,7888,2,32768,7887,,,,,,,,,,,,,
8057,7202,7888,2,32768,7887,,,,,,,,,,,,,
8058,7202,7888,2,32768,7887,,,,,,,,,,,,,
8059,7202,7888,2,32768,7862,7872,,,,,,,,,,,,
8065,7203,7889,2,32768,7888,,,,,,,,,,,,,
8072,7204,7890,2,32768,7889,,,,,,,,,,,,,
8073,7204,7890,2,32768,7889,,,,,,,,,,,,,
8078,7205,7891,2,32768,7890,,,,,,,,,,,,,
8079,7205,7891,2,32768,7890,,,,,,,,,,,,,
8080,7205,7891,2,32768,7890,,,,,,,,,,,,,
8081,7205,7891,2,32768,7890,,,,,,,,,,,,,
8082,7205,7891,2,32768,7890,,,,,,,,,,,,,
8085,7206,7892,2,32768,7889,,,,,,,,,,,,,
8086,7206,7892,2,32768,7891,,,,,,,,,,,,,
8087,7206,7892,2,32768,7889,,,,,,,,,,,,,
8088,7206,7892,2,32768,7891,,,,,,,,,,,,,
8089,7206,7892,2,32768,7889,7890,7891,,,,,,,,,,,
3800,7207,7893,2,32768,1485,,,,,,,,,,,,,
3802,7207,7893,2,32768,1485,,,,,,,,,,,,,
8091,7207,7893,2,32768,7862,,,,,,,,,,,,,
3811,8092,8710,2,32768,1498,,,,,,,,,,,,,
8752,8093,8711,2,32768,8710,,,,,,,,,,,,,
8753,8093,8711,2,32768,8710,,,,,,,,,,,,,
8757,8094,8712,2,32768,8710,8711,,,,,,,,,,,,
8763,8095,8713,2,32768,8712,,,,,,,,,,,,,
8767,8096,8714,2,32768,8713,,,,,,,,,,,,,
8768,8096,8714,2,32768,8713,,,,,,,,,,,,,
8773,8097,8715,2,32768,8714,,,,,,,,,,,,,
8774,8097,8715,2,32768,8714,,,,,,,,,,,,,
8776,8098,8716,2,32768,8715,,,,,,,,,,,,,
8777,8098,8716,2,32768,8713,,,,,,,,,,,,,
8778,8098,8716,2,32768,8713,,,,,,,,,,,,,
8779,8098,8716,2,32768,8713,8714,8715,,,,,,,,,,,
8780,8098,8716,2,32768,8715,,,,,,,,,,,,,
8787,8099,8717,2,32768,8715,8716,,,,,,,,,,,,
8788,8099,8717,2,32768,8712,,,,,,,,,,,,,
8791,8100,8718,2,32768,8717,,,,,,,,,,,,,
8792,8100,8718,2,32768,8717,,,,,,,,,,,,,
8793,8100,8718,2,32768,8717,,,,,,,,,,,,,
8797,8101,8719,2,32768,8717,,,,,,,,,,,,,
8798,8101,8719,2,32768,8717,8718,,,,,,,,,,,,
8799,8101,8719,2,32768,8717,8718,,,,,,,,,,,,
8800,8101,8719,2,32768,8711,,,,,,,,,,,,,
8804,8102,8720,2,32768,8719,,,,,,,,,,,,,
8805,8102,8720,2,32768,8711,,,,,,,,,,,,,
8811,8103,8721,2,32768,8720,,,,,,,,,,,,,
8812,8103,8721,2,32768,8720,,,,,,,,,,,,,
8815,8104,8722,2,32768,8721,,,,,,,,,,,,,
8816,8104,8722,2,32768,8721,,,,,,,,,,,,,
8817,8104,8722,2,32768,8721,,,,,,,,,,,,,
8821,8105,8723,2,32768,8721,8722,,,,,,,,,,,,
8822,8105,8723,2,32768,8722,,,,,,,,,,,,,
8823,8105,8723,2,32768,8721,,,,,,,,,,,,,
8827,8106,8724,2,32768,8723,,,,,,,,,,,,,
8828,8106,8724,2,32768,8723,,,,,,,,,,,,,
8832,8107,8725,2,32768,8724,,,,,,,,,,,,,
8833,8107,8725,2,32768,8724,,,,,,,,,,,,,
8838,8108,8726,2,32768,8725,,,,,,,,,,,,,
8839,8108,8726,2,32768,8725,,,,,,,,,,,,,
8841,8109,8727,2,32768,8726,,,,,,,,,,,,,
8842,8109,8727,2,32768,8724,8725,8726,,,,,,,,,,,
8843,8109,8727,2,32768,8726,,,,,,,,,,,,,
8844,8109,8727,2,32768,8726,,,,,,,,,,,,,
8848,8110,8728,2,32768,8712,8719,,,,,,,,,,,,
8849,8110,8728,2,32768,8720,,,,,,,,,,,,,
8850,8110,8728,2,32768,8723,8727,,,,,,,,,,,,
8857,8111,8729,2,32768,8728,,,,,,,,,,,,,
8861,8112,8730,2,32768,8729,,,,,,,,,,,,,
8865,8113,8731,2,32768,8729,,,,,,,,,,,,,
8866,8113,8731,2,32768,8730,,,,,,,,,,,,,
8867,8113,8731,2,32768,8730,,,,,,,,,,,,,
8868,8113,8731,2,32768,8729,,,,,,,,,,,,,
8869,8113,8731,2,32768,8729,,,,,,,,,,,,,
8872,8114,8732,2,32768,8731,,,,,,,,,,,,,
8873,8114,8732,2,32768,8731,,,,,,,,,,,,,
8877,8115,8733,2,32768,8732,,,,,,,,,,,,,
8878,8115,8733,2,32768,8732,,,,,,,,,,,,,
8879,8115,8733,2,32768,8728,,,,,,,,,,,,,
8880,8115,8733,2,32768,8729,,,,,,,,,,,,,
8885,8116,8734,2,32768,8733,,,,,,,,,,,,,
8887,8117,8735,2,32768,8734,,,,,,,,,,,,,
8888,8117,8735,2,32768,8734,,,,,,,,,,,,,
8889,8117,8735,2,32768,8734,,,,,,,,,,,,,
8895,8118,8736,2,32768,8711,8719,,,,,,,,,,,,
8896,8118,8736,2,32768,8734,8735,,,,,,,,,,,,
8897,8118,8736,2,32768,8733,,,,,,,,,,,,,
8904,8119,8737,2,32768,8736,,,,,,,,,,,,,
8909,8120,8738,2,32768,8737,,,,,,,,,,,,,
8912,8121,8739,2,32768,8737,,,,,,,,,,,,,
8913,8121,8739,2,32768,8737,,,,,,,,,,,,,
8914,8121,8739,2,32768,8738,,,,,,,,,,,,,
8917,8122,8740,2,32768,8737,8739,,,,,,,,,,,,
8918,8122,8740,2,32768,8738,,,,,,,,,,,,,
8919,8122,8740,2,32768,8737,,,,,,,,,,,,,
8920,8122,8740,2,32768,8737,,,,,,,,,,,,,
8921,8122,8740,2,32768,8738,8739,,,,,,,,,,,,
3810,8123,8741,2,32768,1498,,,,,,,,,,,,,
3809,8123,8741,2,32768,1498,,,,,,,,,,,,,
8923,8123,8741,2,32768,8710,,,,,,,,,,,,,
