link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20]
6635,13395,13519,1,131072,17519,,,,,,,,,,,,,,,,,,,,
6637,13396,13520,1,131072,17948,,,,,,,,,,,,,,,,,,,,
6636,13396,13520,1,131072,19093,,,,,,,,,,,,,,,,,,,,
13525,13396,13520,1,131072,13519,,,,,,,,,,,,,,,,,,,,
13526,13396,13520,1,131072,13519,,,,,,,,,,,,,,,,,,,,
6646,13527,13651,1,131072,17524,,,,,,,,,,,,,,,,,,,,
6645,13527,13651,1,131072,17952,,,,,,,,,,,,,,,,,,,,
6644,13527,13651,1,131072,17520,,,,,,,,,,,,,,,,,,,,
6642,13527,13651,1,131072,17524,,,,,,,,,,,,,,,,,,,,
6643,13528,13652,1,131072,17948,,,,,,,,,,,,,,,,,,,,
6641,13528,13652,1,131072,19093,,,,,,,,,,,,,,,,,,,,
13657,13528,13652,1,131072,13651,,,,,,,,,,,,,,,,,,,,
13658,13528,13652,1,131072,13651,,,,,,,,,,,,,,,,,,,,
6649,13659,13783,1,131072,17953,,,,,,,,,,,,,,,,,,,,
6651,13659,13783,1,131072,19010,,,,,,,,,,,,,,,,,,,,
6648,13659,13783,1,131072,17519,,,,,,,,,,,,,,,,,,,,
6652,13659,13783,1,131072,17523,,,,,,,,,,,,,,,,,,,,
6650,13660,13784,1,131072,17949,,,,,,,,,,,,,,,,,,,,
6653,13660,13784,1,131072,17953,,,,,,,,,,,,,,,,,,,,
13789,13660,13784,1,131072,13783,,,,,,,,,,,,,,,,,,,,
13790,13660,13784,1,131072,13783,,,,,,,,,,,,,,,,,,,,
6660,13791,13915,1,131072,17524,,,,,,,,,,,,,,,,,,,,
6659,13791,13915,1,131072,17953,,,,,,,,,,,,,,,,,,,,
6658,13791,13915,1,131072,17524,,,,,,,,,,,,,,,,,,,,
6655,13791,13915,1,131072,17520,,,,,,,,,,,,,,,,,,,,
6657,13792,13916,1,131072,17953,,,,,,,,,,,,,,,,,,,,
6656,13792,13916,1,131072,17949,,,,,,,,,,,,,,,,,,,,
13921,13792,13916,1,131072,13915,,,,,,,,,,,,,,,,,,,,
13922,13792,13916,1,131072,13915,,,,,,,,,,,,,,,,,,,,
6663,13923,14264,2,131072,15507,15508,,,,,,,,,,,,,,,,,,,
14275,13924,14265,2,524288,14264,,,,,,,,,,,,,,,,,,,,
14279,13925,14266,2,524288,14264,,,,,,,,,,,,,,,,,,,,
14283,13926,14267,2,524288,14266,,,,,,,,,,,,,,,,,,,,
14287,13927,14268,2,524288,14266,,,,,,,,,,,,,,,,,,,,
14288,13927,14268,2,524288,14264,,,,,,,,,,,,,,,,,,,,
6666,14289,14628,2,131072,15639,15640,,,,,,,,,,,,,,,,,,,
14638,14290,14629,2,524288,14628,,,,,,,,,,,,,,,,,,,,
14642,14291,14630,2,524288,14629,,,,,,,,,,,,,,,,,,,,
14646,14292,14631,2,524288,14630,,,,,,,,,,,,,,,,,,,,
14650,14293,14632,2,524288,14630,,,,,,,,,,,,,,,,,,,,
6669,14651,14992,2,131072,15771,15772,,,,,,,,,,,,,,,,,,,
15003,14652,14993,2,524288,14992,,,,,,,,,,,,,,,,,,,,
15007,14653,14994,2,524288,14993,,,,,,,,,,,,,,,,,,,,
15011,14654,14995,2,524288,14993,,,,,,,,,,,,,,,,,,,,
15015,14655,14996,2,524288,14992,,,,,,,,,,,,,,,,,,,,
15016,14655,14996,2,524288,14992,,,,,,,,,,,,,,,,,,,,
6672,15017,15358,2,131072,15903,15904,,,,,,,,,,,,,,,,,,,
15369,15018,15359,2,524288,15358,,,,,,,,,,,,,,,,,,,,
15373,15019,15360,2,524288,15358,,,,,,,,,,,,,,,,,,,,
15377,15020,15361,2,524288,15360,,,,,,,,,,,,,,,,,,,,
15381,15021,15362,2,524288,15358,,,,,,,,,,,,,,,,,,,,
15382,15021,15362,2,524288,15360,,,,,,,,,,,,,,,,,,,,
6677,15383,15507,1,131072,18382,,,,,,,,,,,,,,,,,,,,
6676,15383,15507,1,131072,18377,,,,,,,,,,,,,,,,,,,,
6675,15383,15507,1,131072,18382,,,,,,,,,,,,,,,,,,,,
6678,15383,15507,1,131072,18811,,,,,,,,,,,,,,,,,,,,
6674,15384,15508,1,131072,18811,,,,,,,,,,,,,,,,,,,,
6679,15384,15508,1,131072,18807,,,,,,,,,,,,,,,,,,,,
15513,15384,15508,1,131072,15507,,,,,,,,,,,,,,,,,,,,
15514,15384,15508,1,131072,15507,,,,,,,,,,,,,,,,,,,,
6686,15515,15639,1,131072,18381,,,,,,,,,,,,,,,,,,,,
6681,15515,15639,1,131072,18378,,,,,,,,,,,,,,,,,,,,
6685,15515,15639,1,131072,18810,,,,,,,,,,,,,,,,,,,,
6684,15515,15639,1,131072,19176,,,,,,,,,,,,,,,,,,,,
6683,15516,15640,1,131072,19259,,,,,,,,,,,,,,,,,,,,
6682,15516,15640,1,131072,18806,,,,,,,,,,,,,,,,,,,,
15645,15516,15640,1,131072,15639,,,,,,,,,,,,,,,,,,,,
15646,15516,15640,1,131072,15639,,,,,,,,,,,,,,,,,,,,
6693,15647,15771,1,131072,18377,,,,,,,,,,,,,,,,,,,,
6692,15647,15771,1,131072,18811,,,,,,,,,,,,,,,,,,,,
6688,15647,15771,1,131072,18382,,,,,,,,,,,,,,,,,,,,
6689,15647,15771,1,131072,18382,,,,,,,,,,,,,,,,,,,,
6691,15648,15772,1,131072,18807,,,,,,,,,,,,,,,,,,,,
6690,15648,15772,1,131072,18811,,,,,,,,,,,,,,,,,,,,
15777,15648,15772,1,131072,15771,,,,,,,,,,,,,,,,,,,,
15778,15648,15772,1,131072,15771,,,,,,,,,,,,,,,,,,,,
6695,15779,15903,1,131072,18810,,,,,,,,,,,,,,,,,,,,
6696,15779,15903,1,131072,18378,,,,,,,,,,,,,,,,,,,,
6697,15779,15903,1,131072,19176,,,,,,,,,,,,,,,,,,,,
6700,15779,15903,1,131072,18381,,,,,,,,,,,,,,,,,,,,
6699,15780,15904,1,131072,18806,,,,,,,,,,,,,,,,,,,,
6698,15780,15904,1,131072,19259,,,,,,,,,,,,,,,,,,,,
15909,15780,15904,1,131072,15903,,,,,,,,,,,,,,,,,,,,
15910,15780,15904,1,131072,15903,,,,,,,,,,,,,,,,,,,,
6726,15911,15991,2,512,1051,,,,,,,,,,,,,,,,,,,,
6725,15911,15991,2,512,1051,,,,,,,,,,,,,,,,,,,,
6727,15911,15991,2,512,1051,10238,10388,10538,10688,,,,,,,,,,,,,,,,
6729,15912,15992,2,512,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
6728,15912,15992,2,512,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
15998,15912,15992,2,512,15991,,,,,,,,,,,,,,,,,,,,
15999,15912,15992,2,512,15991,,,,,,,,,,,,,,,,,,,,
6759,16000,16434,2,524288,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
6758,16000,16434,2,524288,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
16450,16001,16435,2,524288,16434,,,,,,,,,,,,,,,,,,,,
16451,16001,16435,2,524288,16434,,,,,,,,,,,,,,,,,,,,
16456,16002,16436,2,524288,16435,,,,,,,,,,,,,,,,,,,,
16457,16002,16436,2,524288,16435,,,,,,,,,,,,,,,,,,,,
16462,16003,16437,2,524288,16435,,,,,,,,,,,,,,,,,,,,
16463,16003,16437,2,524288,16435,,,,,,,,,,,,,,,,,,,,
16467,16004,16438,2,524288,16434,,,,,,,,,,,,,,,,,,,,
16471,16005,16439,2,524288,16438,,,,,,,,,,,,,,,,,,,,
16484,16007,16441,2,524288,18927,,,,,,,,,,,,,,,,,,,,
16485,16007,16441,2,524288,18927,,,,,,,,,,,,,,,,,,,,
16486,16007,16441,2,524288,16439,,,,,,,,,,,,,,,,,,,,
16487,16007,16441,2,524288,18926,,,,,,,,,,,,,,,,,,,,
6800,16488,17064,2,524288,10992,11117,,,,,,,,,,,,,,,,,,,
6801,16488,17064,2,524288,10992,11117,,,,,,,,,,,,,,,,,,,
17081,16489,17065,2,524288,17064,,,,,,,,,,,,,,,,,,,,
17085,16490,17066,2,524288,17065,,,,,,,,,,,,,,,,,,,,
17089,16491,17067,2,524288,17066,,,,,,,,,,,,,,,,,,,,
17093,16492,17068,2,524288,17066,,,,,,,,,,,,,,,,,,,,
17097,16493,17069,2,524288,17065,,,,,,,,,,,,,,,,,,,,
17101,16494,17070,2,524288,17069,,,,,,,,,,,,,,,,,,,,
17105,16495,17071,2,524288,17069,,,,,,,,,,,,,,,,,,,,
17108,16496,17072,2,524288,17065,,,,,,,,,,,,,,,,,,,,
17109,16496,17072,2,524288,17064,,,,,,,,,,,,,,,,,,,,
17113,16497,17073,2,524288,17067,,,,,,,,,,,,,,,,,,,,
17114,16497,17073,2,524288,17066,,,,,,,,,,,,,,,,,,,,
17115,16497,17073,2,524288,17072,,,,,,,,,,,,,,,,,,,,
17120,16498,17074,2,524288,17068,,,,,,,,,,,,,,,,,,,,
17121,16498,17074,2,524288,17069,,,,,,,,,,,,,,,,,,,,
17122,16498,17074,2,524288,17072,,,,,,,,,,,,,,,,,,,,
17123,16498,17074,2,524288,17073,,,,,,,,,,,,,,,,,,,,
17128,16499,17075,2,524288,17071,,,,,,,,,,,,,,,,,,,,
17129,16499,17075,2,524288,17074,,,,,,,,,,,,,,,,,,,,
17130,16499,17075,2,524288,17070,,,,,,,,,,,,,,,,,,,,
17131,16499,17075,2,524288,17074,,,,,,,,,,,,,,,,,,,,
6852,17132,17518,1,131072,1388,,,,,,,,,,,,,,,,,,,,
6851,17132,17518,1,131072,1388,,,,,,,,,,,,,,,,,,,,
17532,17133,17519,1,131072,17518,,,,,,,,,,,,,,,,,,,,
6850,17134,17520,1,131072,1388,,,,,,,,,,,,,,,,,,,,
17537,17134,17520,1,131072,17518,,,,,,,,,,,,,,,,,,,,
17541,17135,17521,1,131072,17520,,,,,,,,,,,,,,,,,,,,
17552,17137,17523,1,131072,19009,,,,,,,,,,,,,,,,,,,,
17553,17137,17523,1,131072,17519,19010,,,,,,,,,,,,,,,,,,,
17558,17138,17524,1,131072,19009,,,,,,,,,,,,,,,,,,,,
17559,17138,17524,1,131072,17520,,,,,,,,,,,,,,,,,,,,
17560,17138,17524,1,131072,17521,,,,,,,,,,,,,,,,,,,,
6866,17561,17947,1,131072,1436,,,,,,,,,,,,,,,,,,,,
6867,17561,17947,1,131072,1436,,,,,,,,,,,,,,,,,,,,
17961,17562,17948,1,131072,17947,,,,,,,,,,,,,,,,,,,,
6865,17563,17949,1,131072,1436,,,,,,,,,,,,,,,,,,,,
17966,17563,17949,1,131072,17947,,,,,,,,,,,,,,,,,,,,
17970,17564,17950,1,131072,17949,,,,,,,,,,,,,,,,,,,,
17981,17566,17952,1,131072,19092,,,,,,,,,,,,,,,,,,,,
17982,17566,17952,1,131072,17948,19093,,,,,,,,,,,,,,,,,,,
17987,17567,17953,1,131072,17949,,,,,,,,,,,,,,,,,,,,
17988,17567,17953,1,131072,19092,,,,,,,,,,,,,,,,,,,,
17989,17567,17953,1,131072,17950,,,,,,,,,,,,,,,,,,,,
6880,17990,18376,1,131072,1484,,,,,,,,,,,,,,,,,,,,
6882,17990,18376,1,131072,1484,,,,,,,,,,,,,,,,,,,,
18390,17991,18377,1,131072,18376,,,,,,,,,,,,,,,,,,,,
6881,17992,18378,1,131072,1484,,,,,,,,,,,,,,,,,,,,
18395,17992,18378,1,131072,18376,,,,,,,,,,,,,,,,,,,,
18399,17993,18379,1,131072,18378,,,,,,,,,,,,,,,,,,,,
18410,17995,18381,1,131072,19175,,,,,,,,,,,,,,,,,,,,
18411,17995,18381,1,131072,18378,19176,,,,,,,,,,,,,,,,,,,
18416,17996,18382,1,131072,19175,,,,,,,,,,,,,,,,,,,,
18417,17996,18382,1,131072,18377,,,,,,,,,,,,,,,,,,,,
18418,17996,18382,1,131072,18379,,,,,,,,,,,,,,,,,,,,
6897,18419,18805,1,131072,1532,,,,,,,,,,,,,,,,,,,,
6896,18419,18805,1,131072,1532,,,,,,,,,,,,,,,,,,,,
18819,18420,18806,1,131072,18805,,,,,,,,,,,,,,,,,,,,
6895,18421,18807,1,131072,1532,,,,,,,,,,,,,,,,,,,,
18824,18421,18807,1,131072,18805,,,,,,,,,,,,,,,,,,,,
18828,18422,18808,1,131072,18807,,,,,,,,,,,,,,,,,,,,
18839,18424,18810,1,131072,18806,19259,,,,,,,,,,,,,,,,,,,
18840,18424,18810,1,131072,19258,,,,,,,,,,,,,,,,,,,,
18845,18425,18811,1,131072,18808,,,,,,,,,,,,,,,,,,,,
18846,18425,18811,1,131072,18807,,,,,,,,,,,,,,,,,,,,
18847,18425,18811,1,131072,19258,,,,,,,,,,,,,,,,,,,,
16477,18848,18925,2,524288,16434,,,,,,,,,,,,,,,,,,,,
16479,18848,18925,2,524288,16438,,,,,,,,,,,,,,,,,,,,
18933,18849,18926,2,524288,18925,,,,,,,,,,,,,,,,,,,,
16478,18850,18927,2,524288,16438,,,,,,,,,,,,,,,,,,,,
18936,18850,18927,2,524288,18925,,,,,,,,,,,,,,,,,,,,
17547,18937,19008,1,131072,17518,,,,,,,,,,,,,,,,,,,,
17549,18937,19008,1,131072,17518,17521,,,,,,,,,,,,,,,,,,,
19015,18938,19009,1,131072,19008,,,,,,,,,,,,,,,,,,,,
19016,18938,19009,1,131072,19008,,,,,,,,,,,,,,,,,,,,
17548,18939,19010,1,131072,17521,,,,,,,,,,,,,,,,,,,,
17976,19020,19091,1,131072,17947,17950,,,,,,,,,,,,,,,,,,,
17978,19020,19091,1,131072,17947,,,,,,,,,,,,,,,,,,,,
19098,19021,19092,1,131072,19091,,,,,,,,,,,,,,,,,,,,
19099,19021,19092,1,131072,19091,,,,,,,,,,,,,,,,,,,,
17977,19022,19093,1,131072,17950,,,,,,,,,,,,,,,,,,,,
18405,19103,19174,1,131072,18376,,,,,,,,,,,,,,,,,,,,
18406,19103,19174,1,131072,18376,18379,,,,,,,,,,,,,,,,,,,
19181,19104,19175,1,131072,19174,,,,,,,,,,,,,,,,,,,,
19182,19104,19175,1,131072,19174,,,,,,,,,,,,,,,,,,,,
18407,19105,19176,1,131072,18379,,,,,,,,,,,,,,,,,,,,
18834,19186,19257,1,131072,18805,,,,,,,,,,,,,,,,,,,,
18836,19186,19257,1,131072,18805,18808,,,,,,,,,,,,,,,,,,,
19264,19187,19258,1,131072,19257,,,,,,,,,,,,,,,,,,,,
19265,19187,19258,1,131072,19257,,,,,,,,,,,,,,,,,,,,
18835,19188,19259,1,131072,18808,,,,,,,,,,,,,,,,,,,,
