link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27]
8742,1766,8507,2,224,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,1767,8508,2,400,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,1768,8509,1,400,8508,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,1768,8509,1,400,8508,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,1769,8510,2,400,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,1769,8510,2,400,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,1775,8511,2,23040,8512,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,1776,8512,1,23040,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,1776,8512,1,23040,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,1776,8512,1,23040,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,1778,8513,2,23040,8514,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763,1779,8514,1,23040,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,1779,8514,1,23040,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,1779,8514,1,23040,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,1783,8515,2,5760,8516,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,1784,8516,1,5760,13827,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,1784,8516,1,5760,13826,,,,,,,,,,,,,,,,,,,,,,,,,,,
8772,1784,8516,1,5760,13827,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,1785,8517,2,5760,8518,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,1786,8518,1,5760,13827,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,1786,8518,1,5760,13826,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,1786,8518,1,5760,13827,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,1787,8519,2,1000,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,1788,8520,1,1000,8519,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785,1788,8520,1,1000,8519,,,,,,,,,,,,,,,,,,,,,,,,,,,
8787,1789,8521,2,1000,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788,1789,8521,2,1000,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,
8791,1793,8522,1,163840,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,1793,8522,1,163840,2256,2269,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,1793,8522,1,163840,2256,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,1793,8522,1,163840,2256,2269,,,,,,,,,,,,,,,,,,,,,,,,,,
8797,1794,8523,1,163840,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,
8798,1794,8523,1,163840,2280,2293,,,,,,,,,,,,,,,,,,,,,,,,,,
8799,1794,8523,1,163840,2293,,,,,,,,,,,,,,,,,,,,,,,,,,,
8800,1794,8523,1,163840,2280,2293,,,,,,,,,,,,,,,,,,,,,,,,,,
8803,1797,8524,2,163840,8525,,,,,,,,,,,,,,,,,,,,,,,,,,,
8805,1798,8525,1,163840,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806,1798,8525,1,163840,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,1798,8525,1,163840,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,
8810,1800,8526,2,163840,8527,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812,1801,8527,1,163840,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,
8813,1801,8527,1,163840,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,
8814,1801,8527,1,163840,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,1805,8528,1,2048,12458,12459,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,1807,8530,1,2048,12564,12565,,,,,,,,,,,,,,,,,,,,,,,,,,
8837,1810,8532,2,81920,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,
8840,1811,8533,2,81920,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,1814,8535,2,81920,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,
8846,1814,8535,2,81920,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851,1816,8537,2,81920,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,
8852,1816,8537,2,81920,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,
8858,1821,8539,1,1280,14156,,,,,,,,,,,,,,,,,,,,,,,,,,,
8859,1821,8539,1,1280,14157,,,,,,,,,,,,,,,,,,,,,,,,,,,
8860,1821,8539,1,1280,14157,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,1823,8541,1,1280,14156,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,1823,8541,1,1280,14157,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,1823,8541,1,1280,14157,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,1824,8542,2,1600,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,
8873,1825,8543,1,200,8542,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,1825,8543,1,200,8542,,,,,,,,,,,,,,,,,,,,,,,,,,,
8876,1826,8544,2,1600,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,1826,8544,2,1600,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,
8880,1828,8545,1,40,8546,,,,,,,,,,,,,,,,,,,,,,,,,,,
8883,1829,8546,1,40,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884,1829,8546,1,40,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,1829,8546,1,40,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,1830,8547,1,4,8550,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,1831,8548,1,4,8547,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,1831,8548,1,4,8547,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895,1832,8549,2,8,8547,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,1833,8550,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,1839,8551,2,11520,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,1839,8551,2,11520,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,1840,8552,2,11520,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906,1840,8552,2,11520,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,1843,8553,2,11520,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,1843,8553,2,11520,8551,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,1881,8554,1,2048,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915,1881,8554,1,2048,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,1882,8555,1,2048,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,
8918,1882,8555,1,2048,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,1885,8556,1,2048,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,1885,8556,1,2048,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,1923,8557,1,1280,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,1923,8557,1,1280,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,
8929,1924,8558,1,1280,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,1924,8558,1,1280,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932,1927,8559,1,1280,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,1927,8559,1,1280,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938,1987,8560,2,115200,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939,1987,8560,2,115200,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,2029,8563,2,819200,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,2029,8563,2,819200,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
8971,2079,8567,2,115200,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,2079,8567,2,115200,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,2080,8568,2,115200,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975,2080,8568,2,115200,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,2083,8569,2,115200,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978,2083,8569,2,115200,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,2215,8572,2,819200,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,2215,8572,2,819200,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,2216,8573,2,819200,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,2216,8573,2,819200,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,2219,8574,2,819200,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,2219,8574,2,819200,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,
8824,12358,12458,1,2048,13940,,,,,,,,,,,,,,,,,,,,,,,,,,,
8822,12358,12458,1,2048,13941,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821,12358,12458,1,2048,14055,,,,,,,,,,,,,,,,,,,,,,,,,,,
8819,12358,12458,1,2048,13941,,,,,,,,,,,,,,,,,,,,,,,,,,,
8820,12359,12459,1,2048,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,
8823,12359,12459,1,2048,14055,,,,,,,,,,,,,,,,,,,,,,,,,,,
12463,12359,12459,1,2048,12458,,,,,,,,,,,,,,,,,,,,,,,,,,,
8831,12464,12564,1,2048,13940,,,,,,,,,,,,,,,,,,,,,,,,,,,
8830,12464,12564,1,2048,14055,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,12464,12564,1,2048,13941,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,12464,12564,1,2048,13941,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,12465,12565,1,2048,14055,,,,,,,,,,,,,,,,,,,,,,,,,,,
8833,12465,12565,1,2048,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,
12569,12465,12565,1,2048,12564,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842,12570,12689,1,20480,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,12571,12690,1,20480,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,
12695,12571,12690,1,20480,12689,,,,,,,,,,,,,,,,,,,,,,,,,,,
12696,12571,12690,1,20480,12689,,,,,,,,,,,,,,,,,,,,,,,,,,,
8848,12697,12816,1,20480,8533,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,12698,12817,1,20480,8533,,,,,,,,,,,,,,,,,,,,,,,,,,,
12822,12698,12817,1,20480,12816,,,,,,,,,,,,,,,,,,,,,,,,,,,
12823,12698,12817,1,20480,12816,,,,,,,,,,,,,,,,,,,,,,,,,,,
8855,12824,12950,2,1280,8539,,,,,,,,,,,,,,,,,,,,,,,,,,,
12957,12825,12951,2,256000,12950,,,,,,,,,,,,,,,,,,,,,,,,,,,
12958,12825,12951,2,256000,12950,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863,12959,13085,2,1280,8541,,,,,,,,,,,,,,,,,,,,,,,,,,,
13092,12960,13086,2,256000,13085,,,,,,,,,,,,,,,,,,,,,,,,,,,
13093,12960,13086,2,256000,13085,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,13094,13250,2,115200,8560,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,13094,13250,2,115200,8560,,,,,,,,,,,,,,,,,,,,,,,,,,,
13256,13095,13251,2,115200,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,
13257,13095,13251,2,115200,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,
13258,13095,13251,2,115200,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,13259,13415,2,115200,8560,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,13259,13415,2,115200,8560,,,,,,,,,,,,,,,,,,,,,,,,,,,
13421,13260,13416,2,115200,13415,,,,,,,,,,,,,,,,,,,,,,,,,,,
13422,13260,13416,2,115200,13415,,,,,,,,,,,,,,,,,,,,,,,,,,,
13423,13260,13416,2,115200,13415,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,13424,13567,2,819200,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,13424,13567,2,819200,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,
13572,13425,13568,2,819200,13567,,,,,,,,,,,,,,,,,,,,,,,,,,,
13573,13425,13568,2,819200,13567,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,13574,13717,2,819200,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,13574,13717,2,819200,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,
13722,13575,13718,2,819200,13717,,,,,,,,,,,,,,,,,,,,,,,,,,,
13723,13575,13718,2,819200,13717,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,13724,13826,1,5760,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,13724,13826,1,5760,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,13725,13827,1,5760,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
13836,13725,13827,1,5760,13826,,,,,,,,,,,,,,,,,,,,,,,,,,,
13837,13725,13827,1,5760,13826,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986,13838,13940,1,2048,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,
8985,13838,13940,1,2048,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,13839,13941,1,2048,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,
13950,13839,13941,1,2048,13940,,,,,,,,,,,,,,,,,,,,,,,,,,,
13951,13839,13941,1,2048,13940,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,13952,14054,1,2048,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995,13952,14054,1,2048,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994,13953,14055,1,2048,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064,13953,14055,1,2048,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065,13953,14055,1,2048,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,14066,14156,1,1280,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,14066,14156,1,1280,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,14067,14157,1,1280,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,
14166,14067,14157,1,1280,14156,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167,14067,14157,1,1280,14156,,,,,,,,,,,,,,,,,,,,,,,,,,,
