link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17]
6800,6315,6313,2,8192,7371,7592,7813,,,,,,,,,,,,,,,
6518,6418,6416,2,32768,7151,,,,,,,,,,,,,,,,,
6517,6418,6416,2,8192,7371,7592,7813,,,,,,,,,,,,,,,
6801,6418,6416,2,8192,7370,7591,7812,,,,,,,,,,,,,,,
6802,6418,6416,2,32768,7149,,,,,,,,,,,,,,,,,
6621,6521,6519,2,32768,7150,,,,,,,,,,,,,,,,,
6620,6521,6519,2,8192,7372,7593,7814,,,,,,,,,,,,,,,
6803,6521,6519,2,8192,7372,7593,7814,,,,,,,,,,,,,,,
6804,6521,6519,2,32768,7150,,,,,,,,,,,,,,,,,
6724,6624,6622,2,32768,7150,,,,,,,,,,,,,,,,,
6723,6624,6622,2,8192,7372,7593,7814,,,,,,,,,,,,,,,
2835,6805,6934,2,131072,6313,6416,6519,6622,,,,,,,,,,,,,,
2838,6805,6934,2,131072,6313,6416,6519,6622,,,,,,,,,,,,,,
2836,6806,6935,2,131072,703,,,,,,,,,,,,,,,,,
6941,6806,6935,2,131072,6934,,,,,,,,,,,,,,,,,
6942,6806,6935,2,131072,6934,,,,,,,,,,,,,,,,,
2837,6807,6936,2,131072,703,,,,,,,,,,,,,,,,,
6944,6807,6936,2,131072,6934,,,,,,,,,,,,,,,,,
2841,6945,7148,2,8192,2746,,,,,,,,,,,,,,,,,
7157,6946,7149,2,32768,7148,,,,,,,,,,,,,,,,,
7161,6947,7150,2,32768,7149,,,,,,,,,,,,,,,,,
7165,6948,7151,2,32768,7149,,,,,,,,,,,,,,,,,
2844,7166,7369,2,8192,2747,,,,,,,,,,,,,,,,,
7378,7167,7370,2,32768,7369,,,,,,,,,,,,,,,,,
7382,7168,7371,2,32768,7370,,,,,,,,,,,,,,,,,
7386,7169,7372,2,32768,7370,,,,,,,,,,,,,,,,,
2847,7387,7590,2,8192,2748,,,,,,,,,,,,,,,,,
7599,7388,7591,2,32768,7590,,,,,,,,,,,,,,,,,
7603,7389,7592,2,32768,7591,,,,,,,,,,,,,,,,,
7607,7390,7593,2,32768,7591,,,,,,,,,,,,,,,,,
2850,7608,7811,2,8192,2749,,,,,,,,,,,,,,,,,
7820,7609,7812,2,32768,7811,,,,,,,,,,,,,,,,,
7824,7610,7813,2,32768,7812,,,,,,,,,,,,,,,,,
7828,7611,7814,2,32768,7812,,,,,,,,,,,,,,,,,
2900,7829,7968,1,8192,517,,,,,,,,,,,,,,,,,
2901,7829,7968,1,8192,517,,,,,,,,,,,,,,,,,
7979,7830,7969,1,8192,7968,,,,,,,,,,,,,,,,,
7980,7830,7969,1,8192,7968,,,,,,,,,,,,,,,,,
7985,7831,7970,1,8192,7968,,,,,,,,,,,,,,,,,
7986,7831,7970,1,8192,7968,,,,,,,,,,,,,,,,,
2923,7987,8199,2,32768,566,,,,,,,,,,,,,,,,,
2922,7987,8199,2,32768,566,,,,,,,,,,,,,,,,,
8209,7988,8200,2,32768,8199,,,,,,,,,,,,,,,,,
8213,7989,8201,2,32768,8200,,,,,,,,,,,,,,,,,
8217,7990,8202,2,32768,8201,,,,,,,,,,,,,,,,,
8218,7990,8202,2,32768,8199,,,,,,,,,,,,,,,,,
8219,7990,8202,2,32768,8200,,,,,,,,,,,,,,,,,
8224,7991,8203,2,32768,8202,,,,,,,,,,,,,,,,,
8225,7991,8203,2,32768,8200,,,,,,,,,,,,,,,,,
2945,8226,8438,2,32768,6313,6416,6519,6622,,,,,,,,,,,,,,
2944,8226,8438,2,32768,6313,6416,6519,6622,,,,,,,,,,,,,,
8448,8227,8439,2,32768,8438,,,,,,,,,,,,,,,,,
8452,8228,8440,2,32768,8439,,,,,,,,,,,,,,,,,
8456,8229,8441,2,32768,8439,,,,,,,,,,,,,,,,,
8457,8229,8441,2,32768,8438,,,,,,,,,,,,,,,,,
8458,8229,8441,2,32768,8440,,,,,,,,,,,,,,,,,
8463,8230,8442,2,32768,8441,,,,,,,,,,,,,,,,,
8464,8230,8442,2,32768,8439,,,,,,,,,,,,,,,,,
2971,8465,8749,1,8192,733,,,,,,,,,,,,,,,,,
2972,8465,8749,1,8192,733,,,,,,,,,,,,,,,,,
8763,8466,8750,1,8192,8749,,,,,,,,,,,,,,,,,
2970,8467,8751,1,8192,733,,,,,,,,,,,,,,,,,
8768,8467,8751,1,8192,8749,,,,,,,,,,,,,,,,,
8772,8468,8752,1,8192,8751,,,,,,,,,,,,,,,,,
8783,8470,8754,1,8192,8750,8848,,,,,,,,,,,,,,,,
8784,8470,8754,1,8192,8847,,,,,,,,,,,,,,,,,
8789,8471,8755,1,8192,8752,,,,,,,,,,,,,,,,,
8790,8471,8755,1,8192,8847,,,,,,,,,,,,,,,,,
8791,8471,8755,1,8192,8751,,,,,,,,,,,,,,,,,
8778,8792,8846,1,8192,8749,,,,,,,,,,,,,,,,,
8780,8792,8846,1,8192,8749,8752,,,,,,,,,,,,,,,,
8853,8793,8847,1,8192,8846,,,,,,,,,,,,,,,,,
8854,8793,8847,1,8192,8846,,,,,,,,,,,,,,,,,
8779,8794,8848,1,8192,8752,,,,,,,,,,,,,,,,,
