link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22]
3680,565,3566,1,32768,3565,,,,,,,,,,,,,,,,,,,,,,
3682,566,3567,2,131072,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
3683,566,3567,2,131072,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
3698,574,3572,1,8192,11097,,,,,,,,,,,,,,,,,,,,,,
3699,574,3572,1,8192,11094,,,,,,,,,,,,,,,,,,,,,,
3700,574,3572,1,8192,11329,,,,,,,,,,,,,,,,,,,,,,
3703,575,3573,1,8192,11098,,,,,,,,,,,,,,,,,,,,,,
3704,575,3573,1,8192,11098,,,,,,,,,,,,,,,,,,,,,,
3705,575,3573,1,8192,11093,,,,,,,,,,,,,,,,,,,,,,
3708,576,3574,1,8192,11098,,,,,,,,,,,,,,,,,,,,,,
3709,576,3574,1,8192,11098,,,,,,,,,,,,,,,,,,,,,,
3710,576,3574,1,8192,11093,,,,,,,,,,,,,,,,,,,,,,
3713,577,3575,1,8192,11097,,,,,,,,,,,,,,,,,,,,,,
3714,577,3575,1,8192,11094,,,,,,,,,,,,,,,,,,,,,,
3715,577,3575,1,8192,11329,,,,,,,,,,,,,,,,,,,,,,
3742,584,3580,1,1,3583,,,,,,,,,,,,,,,,,,,,,,
3744,585,3581,1,1,3580,,,,,,,,,,,,,,,,,,,,,,
3746,586,3582,2,4,3580,,,,,,,,,,,,,,,,,,,,,,
3748,587,3583,1,1,3,,,,,,,,,,,,,,,,,,,,,,
3760,594,3585,1,8192,10026,,,,,,,,,,,,,,,,,,,,,,
3761,594,3585,1,8192,10024,,,,,,,,,,,,,,,,,,,,,,
3763,597,3586,1,8192,10024,,,,,,,,,,,,,,,,,,,,,,
3764,597,3586,1,8192,10026,,,,,,,,,,,,,,,,,,,,,,
3766,600,3587,1,8192,11190,,,,,,,,,,,,,,,,,,,,,,
3767,600,3587,1,8192,10026,,,,,,,,,,,,,,,,,,,,,,
3769,603,3588,1,8192,11190,,,,,,,,,,,,,,,,,,,,,,
3770,603,3588,1,8192,10026,,,,,,,,,,,,,,,,,,,,,,
3782,649,3590,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,
3783,649,3590,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,
3785,652,3591,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,
3786,652,3591,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,
3788,655,3592,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,
3789,655,3592,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,
3791,658,3593,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,
3792,658,3593,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,
3802,737,3595,2,43776,10380,,,,,,,,,,,,,,,,,,,,,,
3803,737,3595,2,43776,10380,,,,,,,,,,,,,,,,,,,,,,
3805,740,3596,2,43776,10380,,,,,,,,,,,,,,,,,,,,,,
3806,740,3596,2,43776,10380,,,,,,,,,,,,,,,,,,,,,,
3808,743,3597,2,43776,10379,,,,,,,,,,,,,,,,,,,,,,
3809,743,3597,2,43776,10378,,,,,,,,,,,,,,,,,,,,,,
3821,768,3599,2,32768,11262,,,,,,,,,,,,,,,,,,,,,,
3822,768,3599,2,32768,10615,,,,,,,,,,,,,,,,,,,,,,
3824,771,3600,2,32768,10615,,,,,,,,,,,,,,,,,,,,,,
3825,771,3600,2,32768,11262,,,,,,,,,,,,,,,,,,,,,,
3827,774,3601,2,32768,10613,,,,,,,,,,,,,,,,,,,,,,
3828,774,3601,2,32768,10615,,,,,,,,,,,,,,,,,,,,,,
3830,777,3602,2,32768,10615,,,,,,,,,,,,,,,,,,,,,,
3831,777,3602,2,32768,10613,,,,,,,,,,,,,,,,,,,,,,
3841,838,3604,2,43776,10793,,,,,,,,,,,,,,,,,,,,,,
3842,838,3604,2,43776,10792,,,,,,,,,,,,,,,,,,,,,,
3844,841,3605,2,43776,10793,,,,,,,,,,,,,,,,,,,,,,
3845,841,3605,2,43776,10792,,,,,,,,,,,,,,,,,,,,,,
3847,844,3606,2,43776,10793,,,,,,,,,,,,,,,,,,,,,,
3848,844,3606,2,43776,10791,,,,,,,,,,,,,,,,,,,,,,
7362,7206,7204,2,43776,9283,,,,,,,,,,,,,,,,,,,,,,
7361,7206,7204,2,10944,9547,9813,,,,,,,,,,,,,,,,,,,,,
7360,7257,7204,2,32768,8190,,,,,,,,,,,,,,,,,,,,,,
7359,7257,7204,2,8192,8413,8635,8858,,,,,,,,,,,,,,,,,,,,
7971,7257,7204,2,32768,8190,,,,,,,,,,,,,,,,,,,,,,
7972,7257,7204,2,8192,8413,8635,8858,,,,,,,,,,,,,,,,,,,,
7973,7206,7204,2,10944,9547,9813,,,,,,,,,,,,,,,,,,,,,
7974,7206,7204,2,43776,9283,,,,,,,,,,,,,,,,,,,,,,
7521,7365,7363,2,43776,9283,,,,,,,,,,,,,,,,,,,,,,
7520,7365,7363,2,10944,9547,9813,,,,,,,,,,,,,,,,,,,,,
7519,7416,7363,2,32768,8190,,,,,,,,,,,,,,,,,,,,,,
7518,7416,7363,2,8192,8413,8635,8858,,,,,,,,,,,,,,,,,,,,
7975,7416,7363,2,32768,8189,,,,,,,,,,,,,,,,,,,,,,
7976,7416,7363,2,8192,8412,8633,8856,,,,,,,,,,,,,,,,,,,,
7977,7365,7363,2,10944,9546,9811,,,,,,,,,,,,,,,,,,,,,
7978,7365,7363,2,43776,9281,,,,,,,,,,,,,,,,,,,,,,
7680,7524,7522,2,43776,9282,,,,,,,,,,,,,,,,,,,,,,
7679,7524,7522,2,10944,9548,9812,,,,,,,,,,,,,,,,,,,,,
7678,7575,7522,2,32768,8191,,,,,,,,,,,,,,,,,,,,,,
7677,7575,7522,2,8192,8414,8634,8857,,,,,,,,,,,,,,,,,,,,
7979,7575,7522,2,32768,8191,,,,,,,,,,,,,,,,,,,,,,
7980,7524,7522,2,43776,9282,,,,,,,,,,,,,,,,,,,,,,
7981,7524,7522,2,10944,9548,9812,,,,,,,,,,,,,,,,,,,,,
7982,7575,7522,2,8192,8414,8634,8857,,,,,,,,,,,,,,,,,,,,
7839,7683,7681,2,43776,9282,,,,,,,,,,,,,,,,,,,,,,
7838,7683,7681,2,10944,9548,9812,,,,,,,,,,,,,,,,,,,,,
7837,7734,7681,2,32768,8191,,,,,,,,,,,,,,,,,,,,,,
7836,7734,7681,2,8192,8414,8634,8857,,,,,,,,,,,,,,,,,,,,
3686,7983,8188,2,8192,3572,,,,,,,,,,,,,,,,,,,,,,
8198,7984,8189,2,32768,8188,,,,,,,,,,,,,,,,,,,,,,
8202,7985,8190,2,32768,8189,,,,,,,,,,,,,,,,,,,,,,
8206,7986,8191,2,32768,8189,,,,,,,,,,,,,,,,,,,,,,
8207,7986,8191,2,32768,8188,,,,,,,,,,,,,,,,,,,,,,
3689,8208,8411,2,8192,3573,,,,,,,,,,,,,,,,,,,,,,
8420,8209,8412,2,32768,8411,,,,,,,,,,,,,,,,,,,,,,
8424,8210,8413,2,32768,8412,,,,,,,,,,,,,,,,,,,,,,
8428,8211,8414,2,32768,8412,,,,,,,,,,,,,,,,,,,,,,
3692,8429,8632,2,8192,3574,,,,,,,,,,,,,,,,,,,,,,
8641,8430,8633,2,32768,8632,,,,,,,,,,,,,,,,,,,,,,
8645,8431,8634,2,32768,8633,,,,,,,,,,,,,,,,,,,,,,
8649,8432,8635,2,32768,8633,,,,,,,,,,,,,,,,,,,,,,
3695,8650,8855,2,8192,3575,,,,,,,,,,,,,,,,,,,,,,
8865,8651,8856,2,32768,8855,,,,,,,,,,,,,,,,,,,,,,
8869,8652,8857,2,32768,8856,,,,,,,,,,,,,,,,,,,,,,
8873,8653,8858,2,32768,8855,,,,,,,,,,,,,,,,,,,,,,
8874,8653,8858,2,32768,8856,,,,,,,,,,,,,,,,,,,,,,
3721,8875,9018,1,700416,641,,,,,,,,,,,,,,,,,,,,,,
9029,8876,9019,1,700416,9018,,,,,,,,,,,,,,,,,,,,,,
9031,8877,9020,1,700416,9018,,,,,,,,,,,,,,,,,,,,,,
9032,8877,9020,1,700416,9019,,,,,,,,,,,,,,,,,,,,,,
3720,8878,9021,1,700416,641,,,,,,,,,,,,,,,,,,,,,,
3722,8878,9021,1,700416,641,,,,,,,,,,,,,,,,,,,,,,
9034,8878,9021,1,700416,9020,,,,,,,,,,,,,,,,,,,,,,
3726,9035,9279,2,43776,920,,,,,,,,,,,,,,,,,,,,,,
9287,9036,9280,2,43776,9279,,,,,,,,,,,,,,,,,,,,,,
9291,9037,9281,2,43776,9280,,,,,,,,,,,,,,,,,,,,,,
9295,9038,9282,2,43776,9281,,,,,,,,,,,,,,,,,,,,,,
3727,9039,9283,2,43776,920,,,,,,,,,,,,,,,,,,,,,,
3725,9039,9283,2,43776,920,,,,,,,,,,,,,,,,,,,,,,
9299,9039,9283,2,43776,9281,,,,,,,,,,,,,,,,,,,,,,
3730,9300,9544,2,43776,933,,,,,,,,,,,,,,,,,,,,,,
9552,9301,9545,2,43776,9544,,,,,,,,,,,,,,,,,,,,,,
9556,9302,9546,2,43776,9545,,,,,,,,,,,,,,,,,,,,,,
9560,9303,9547,2,43776,9546,,,,,,,,,,,,,,,,,,,,,,
3732,9304,9548,2,43776,933,,,,,,,,,,,,,,,,,,,,,,
3731,9304,9548,2,43776,933,,,,,,,,,,,,,,,,,,,,,,
9564,9304,9548,2,43776,9546,,,,,,,,,,,,,,,,,,,,,,
3736,9565,9809,2,43776,946,,,,,,,,,,,,,,,,,,,,,,
9817,9566,9810,2,43776,9809,,,,,,,,,,,,,,,,,,,,,,
9821,9567,9811,2,43776,9810,,,,,,,,,,,,,,,,,,,,,,
9825,9568,9812,2,43776,9811,,,,,,,,,,,,,,,,,,,,,,
3735,9569,9813,2,43776,946,,,,,,,,,,,,,,,,,,,,,,
3737,9569,9813,2,43776,946,,,,,,,,,,,,,,,,,,,,,,
9829,9569,9813,2,43776,9811,,,,,,,,,,,,,,,,,,,,,,
3757,9830,10022,1,8192,592,,,,,,,,,,,,,,,,,,,,,,
3758,9830,10022,1,8192,592,,,,,,,,,,,,,,,,,,,,,,
10032,9831,10023,1,8192,10022,,,,,,,,,,,,,,,,,,,,,,
10036,9832,10024,1,8192,10023,,,,,,,,,,,,,,,,,,,,,,
10049,9834,10026,1,8192,11191,,,,,,,,,,,,,,,,,,,,,,
10050,9834,10026,1,8192,11190,,,,,,,,,,,,,,,,,,,,,,
10051,9834,10026,1,8192,10024,,,,,,,,,,,,,,,,,,,,,,
10052,9834,10026,1,8192,11191,,,,,,,,,,,,,,,,,,,,,,
3780,10053,10210,2,32768,641,,,,,,,,,,,,,,,,,,,,,,
3779,10053,10210,2,32768,641,,,,,,,,,,,,,,,,,,,,,,
10221,10054,10211,2,32768,10210,,,,,,,,,,,,,,,,,,,,,,
10222,10054,10211,2,32768,10210,,,,,,,,,,,,,,,,,,,,,,
10227,10055,10212,2,32768,10210,,,,,,,,,,,,,,,,,,,,,,
10228,10055,10212,2,32768,10210,,,,,,,,,,,,,,,,,,,,,,
3799,10229,10378,2,43776,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
3800,10229,10378,2,43776,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
10387,10230,10379,2,43776,10378,,,,,,,,,,,,,,,,,,,,,,
10388,10230,10379,2,43776,10378,,,,,,,,,,,,,,,,,,,,,,
10393,10231,10380,2,43776,10379,,,,,,,,,,,,,,,,,,,,,,
10394,10231,10380,2,43776,10378,,,,,,,,,,,,,,,,,,,,,,
3819,10395,10611,2,32768,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
3818,10395,10611,2,32768,7204,7363,7522,7681,,,,,,,,,,,,,,,,,,,
10621,10396,10612,2,32768,10611,,,,,,,,,,,,,,,,,,,,,,
10625,10397,10613,2,32768,10612,,,,,,,,,,,,,,,,,,,,,,
10638,10399,10615,2,32768,11263,,,,,,,,,,,,,,,,,,,,,,
10639,10399,10615,2,32768,11263,,,,,,,,,,,,,,,,,,,,,,
10640,10399,10615,2,32768,11262,,,,,,,,,,,,,,,,,,,,,,
10641,10399,10615,2,32768,10613,,,,,,,,,,,,,,,,,,,,,,
3838,10642,10791,2,43776,836,,,,,,,,,,,,,,,,,,,,,,
3839,10642,10791,2,43776,836,,,,,,,,,,,,,,,,,,,,,,
10801,10643,10792,2,43776,10791,,,,,,,,,,,,,,,,,,,,,,
10805,10644,10793,2,43776,10791,,,,,,,,,,,,,,,,,,,,,,
10806,10644,10793,2,43776,10791,,,,,,,,,,,,,,,,,,,,,,
10807,10644,10793,2,43776,10792,,,,,,,,,,,,,,,,,,,,,,
3863,10808,11092,1,8192,836,,,,,,,,,,,,,,,,,,,,,,
3861,10808,11092,1,8192,836,,,,,,,,,,,,,,,,,,,,,,
11106,10809,11093,1,8192,11092,,,,,,,,,,,,,,,,,,,,,,
3862,10810,11094,1,8192,836,,,,,,,,,,,,,,,,,,,,,,
11111,10810,11094,1,8192,11092,,,,,,,,,,,,,,,,,,,,,,
11115,10811,11095,1,8192,11094,,,,,,,,,,,,,,,,,,,,,,
11126,10813,11097,1,8192,11094,11329,,,,,,,,,,,,,,,,,,,,,
11127,10813,11097,1,8192,11328,,,,,,,,,,,,,,,,,,,,,,
11132,10814,11098,1,8192,11095,,,,,,,,,,,,,,,,,,,,,,
11133,10814,11098,1,8192,11093,,,,,,,,,,,,,,,,,,,,,,
11134,10814,11098,1,8192,11328,,,,,,,,,,,,,,,,,,,,,,
10042,11135,11189,1,8192,10022,,,,,,,,,,,,,,,,,,,,,,
10043,11135,11189,1,8192,10023,,,,,,,,,,,,,,,,,,,,,,
11197,11136,11190,1,8192,11189,,,,,,,,,,,,,,,,,,,,,,
10044,11137,11191,1,8192,10023,,,,,,,,,,,,,,,,,,,,,,
11200,11137,11191,1,8192,11189,,,,,,,,,,,,,,,,,,,,,,
10631,11201,11261,2,32768,10611,,,,,,,,,,,,,,,,,,,,,,
10632,11201,11261,2,32768,10612,,,,,,,,,,,,,,,,,,,,,,
11269,11202,11262,2,32768,11261,,,,,,,,,,,,,,,,,,,,,,
10633,11203,11263,2,32768,10612,,,,,,,,,,,,,,,,,,,,,,
11272,11203,11263,2,32768,11261,,,,,,,,,,,,,,,,,,,,,,
11121,11273,11327,1,8192,11092,11095,,,,,,,,,,,,,,,,,,,,,
11122,11273,11327,1,8192,11092,,,,,,,,,,,,,,,,,,,,,,
11334,11274,11328,1,8192,11327,,,,,,,,,,,,,,,,,,,,,,
11335,11274,11328,1,8192,11327,,,,,,,,,,,,,,,,,,,,,,
11123,11275,11329,1,8192,11095,,,,,,,,,,,,,,,,,,,,,,
