link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21]
4315,683,4129,2,8,4127,,,,,,,,,,,,,,,,,,,,,
4317,684,4130,1,1,3,,,,,,,,,,,,,,,,,,,,,
4329,697,4132,2,65536,11340,,,,,,,,,,,,,,,,,,,,,
4330,697,4132,2,65536,11340,,,,,,,,,,,,,,,,,,,,,
4332,700,4133,2,65536,11340,,,,,,,,,,,,,,,,,,,,,
4333,700,4133,2,65536,11340,,,,,,,,,,,,,,,,,,,,,
4335,703,4134,2,65536,11338,,,,,,,,,,,,,,,,,,,,,
4336,703,4134,2,65536,11339,,,,,,,,,,,,,,,,,,,,,
4338,706,4135,2,65536,11338,,,,,,,,,,,,,,,,,,,,,
4339,706,4135,2,65536,11339,,,,,,,,,,,,,,,,,,,,,
4351,808,4137,2,65536,11530,,,,,,,,,,,,,,,,,,,,,
4352,808,4137,2,65536,11530,,,,,,,,,,,,,,,,,,,,,
4354,811,4138,2,65536,11530,,,,,,,,,,,,,,,,,,,,,
4355,811,4138,2,65536,11530,,,,,,,,,,,,,,,,,,,,,
4357,814,4139,2,65536,11531,,,,,,,,,,,,,,,,,,,,,
4358,814,4139,2,65536,11531,,,,,,,,,,,,,,,,,,,,,
4360,817,4140,2,65536,11531,,,,,,,,,,,,,,,,,,,,,
4361,817,4140,2,65536,11531,,,,,,,,,,,,,,,,,,,,,
4373,867,4142,2,65536,12038,,,,,,,,,,,,,,,,,,,,,
4374,867,4142,2,65536,11780,,,,,,,,,,,,,,,,,,,,,
4376,870,4143,2,65536,11780,,,,,,,,,,,,,,,,,,,,,
4377,870,4143,2,65536,12038,,,,,,,,,,,,,,,,,,,,,
4379,873,4144,2,65536,11780,,,,,,,,,,,,,,,,,,,,,
4380,873,4144,2,65536,11778,,,,,,,,,,,,,,,,,,,,,
4382,876,4145,2,65536,11778,,,,,,,,,,,,,,,,,,,,,
4383,876,4145,2,65536,11780,,,,,,,,,,,,,,,,,,,,,
4395,914,4147,1,8192,11957,,,,,,,,,,,,,,,,,,,,,
4396,914,4147,1,8192,11957,,,,,,,,,,,,,,,,,,,,,
4398,917,4148,1,8192,11957,,,,,,,,,,,,,,,,,,,,,
4399,917,4148,1,8192,11957,,,,,,,,,,,,,,,,,,,,,
4401,920,4149,1,8192,11956,,,,,,,,,,,,,,,,,,,,,
4402,920,4149,1,8192,11956,,,,,,,,,,,,,,,,,,,,,
4404,923,4150,1,8192,11956,,,,,,,,,,,,,,,,,,,,,
4405,923,4150,1,8192,11956,,,,,,,,,,,,,,,,,,,,,
7857,7748,7746,2,65536,9451,,,,,,,,,,,,,,,,,,,,,
7856,7748,7746,2,8192,9687,9921,10159,,,,,,,,,,,,,,,,,,,
8268,7748,7746,2,65536,9451,,,,,,,,,,,,,,,,,,,,,
8269,7748,7746,2,8192,9687,9921,10159,,,,,,,,,,,,,,,,,,,
7969,7860,7858,2,65536,9451,,,,,,,,,,,,,,,,,,,,,
7968,7860,7858,2,8192,9687,9921,10159,,,,,,,,,,,,,,,,,,,
8270,7860,7858,2,8192,9685,9920,10157,,,,,,,,,,,,,,,,,,,
8271,7860,7858,2,65536,9450,,,,,,,,,,,,,,,,,,,,,
8081,7972,7970,2,65536,9452,,,,,,,,,,,,,,,,,,,,,
8080,7972,7970,2,8192,9686,9922,10158,,,,,,,,,,,,,,,,,,,
8272,7972,7970,2,8192,9686,9922,10158,,,,,,,,,,,,,,,,,,,
8273,7972,7970,2,65536,9452,,,,,,,,,,,,,,,,,,,,,
8193,8084,8082,2,65536,9452,,,,,,,,,,,,,,,,,,,,,
8192,8084,8082,2,8192,9686,9922,10158,,,,,,,,,,,,,,,,,,,
8385,8276,8274,2,65536,10395,,,,,,,,,,,,,,,,,,,,,
8384,8276,8274,2,8192,10628,10862,11097,,,,,,,,,,,,,,,,,,,
8796,8276,8274,2,65536,10395,,,,,,,,,,,,,,,,,,,,,
8797,8276,8274,2,8192,10628,10862,11097,,,,,,,,,,,,,,,,,,,
8497,8388,8386,2,65536,10395,,,,,,,,,,,,,,,,,,,,,
8496,8388,8386,2,8192,10628,10862,11097,,,,,,,,,,,,,,,,,,,
8798,8388,8386,2,65536,10393,,,,,,,,,,,,,,,,,,,,,
8799,8388,8386,2,8192,10627,10861,11095,,,,,,,,,,,,,,,,,,,
8609,8500,8498,2,65536,10394,,,,,,,,,,,,,,,,,,,,,
8608,8500,8498,2,8192,10629,10863,11096,,,,,,,,,,,,,,,,,,,
8800,8500,8498,2,8192,10629,10863,11096,,,,,,,,,,,,,,,,,,,
8801,8500,8498,2,65536,10394,,,,,,,,,,,,,,,,,,,,,
8721,8612,8610,2,65536,10394,,,,,,,,,,,,,,,,,,,,,
8720,8612,8610,2,8192,10629,10863,11096,,,,,,,,,,,,,,,,,,,
4238,8802,8904,2,262144,7746,7858,7970,8082,8274,8386,8498,8610,,,,,,,,,,,,,,
4239,8802,8904,2,262144,7746,7858,7970,8082,,,,,,,,,,,,,,,,,,
4240,8803,8905,2,262144,8274,8386,8498,8610,,,,,,,,,,,,,,,,,,
8910,8803,8905,2,262144,8904,,,,,,,,,,,,,,,,,,,,,
8911,8803,8905,2,262144,8904,,,,,,,,,,,,,,,,,,,,,
8912,8803,8905,2,262144,8904,,,,,,,,,,,,,,,,,,,,,
4256,8913,9191,2,65536,979,992,,,,,,,,,,,,,,,,,,,,
9206,8914,9192,2,65536,9191,,,,,,,,,,,,,,,,,,,,,
9210,8915,9193,2,65536,9192,,,,,,,,,,,,,,,,,,,,,
9213,8916,9194,2,65536,9193,,,,,,,,,,,,,,,,,,,,,
9214,8916,9194,2,65536,9192,,,,,,,,,,,,,,,,,,,,,
9218,8917,9195,2,65536,9194,,,,,,,,,,,,,,,,,,,,,
9219,8917,9195,2,65536,9193,,,,,,,,,,,,,,,,,,,,,
9222,8918,9196,2,65536,9195,,,,,,,,,,,,,,,,,,,,,
9226,8919,9197,2,65536,9192,9194,,,,,,,,,,,,,,,,,,,,
9228,8920,9198,2,65536,9197,,,,,,,,,,,,,,,,,,,,,
4257,8921,9199,2,65536,979,992,,,,,,,,,,,,,,,,,,,,
4255,8921,9199,2,65536,979,992,,,,,,,,,,,,,,,,,,,,
9230,8921,9199,2,65536,9193,9195,9198,,,,,,,,,,,,,,,,,,,
9231,8921,9199,2,65536,9191,,,,,,,,,,,,,,,,,,,,,
4260,9232,9449,2,8192,4118,,,,,,,,,,,,,,,,,,,,,
9459,9233,9450,2,65536,9449,,,,,,,,,,,,,,,,,,,,,
9463,9234,9451,2,65536,9450,,,,,,,,,,,,,,,,,,,,,
9467,9235,9452,2,65536,9450,,,,,,,,,,,,,,,,,,,,,
9468,9235,9452,2,65536,9449,,,,,,,,,,,,,,,,,,,,,
4263,9469,9684,2,8192,4119,,,,,,,,,,,,,,,,,,,,,
9693,9470,9685,2,65536,9684,,,,,,,,,,,,,,,,,,,,,
9697,9471,9686,2,65536,9685,,,,,,,,,,,,,,,,,,,,,
9701,9472,9687,2,65536,9685,,,,,,,,,,,,,,,,,,,,,
4266,9702,9919,2,8192,4120,,,,,,,,,,,,,,,,,,,,,
9929,9703,9920,2,65536,9919,,,,,,,,,,,,,,,,,,,,,
9933,9704,9921,2,65536,9920,,,,,,,,,,,,,,,,,,,,,
9937,9705,9922,2,65536,9920,,,,,,,,,,,,,,,,,,,,,
9938,9705,9922,2,65536,9919,,,,,,,,,,,,,,,,,,,,,
4269,9939,10156,2,8192,4121,,,,,,,,,,,,,,,,,,,,,
10166,9940,10157,2,65536,10156,,,,,,,,,,,,,,,,,,,,,
10170,9941,10158,2,65536,10157,,,,,,,,,,,,,,,,,,,,,
10174,9942,10159,2,65536,10156,,,,,,,,,,,,,,,,,,,,,
10175,9942,10159,2,65536,10157,,,,,,,,,,,,,,,,,,,,,
4286,10176,10392,2,65536,1018,,,,,,,,,,,,,,,,,,,,,
10401,10177,10393,2,65536,10392,,,,,,,,,,,,,,,,,,,,,
10405,10178,10394,2,65536,10393,,,,,,,,,,,,,,,,,,,,,
4284,10179,10395,2,65536,1018,,,,,,,,,,,,,,,,,,,,,
4285,10179,10395,2,65536,1018,,,,,,,,,,,,,,,,,,,,,
10409,10179,10395,2,65536,10393,,,,,,,,,,,,,,,,,,,,,
4291,10410,10626,2,65536,1031,,,,,,,,,,,,,,,,,,,,,
10635,10411,10627,2,65536,10626,,,,,,,,,,,,,,,,,,,,,
10639,10412,10628,2,65536,10627,,,,,,,,,,,,,,,,,,,,,
4289,10413,10629,2,65536,1031,,,,,,,,,,,,,,,,,,,,,
4290,10413,10629,2,65536,1031,,,,,,,,,,,,,,,,,,,,,
10643,10413,10629,2,65536,10627,,,,,,,,,,,,,,,,,,,,,
4295,10644,10860,2,65536,1044,,,,,,,,,,,,,,,,,,,,,
10869,10645,10861,2,65536,10860,,,,,,,,,,,,,,,,,,,,,
10873,10646,10862,2,65536,10861,,,,,,,,,,,,,,,,,,,,,
4296,10647,10863,2,65536,1044,,,,,,,,,,,,,,,,,,,,,
4294,10647,10863,2,65536,1044,,,,,,,,,,,,,,,,,,,,,
10877,10647,10863,2,65536,10861,,,,,,,,,,,,,,,,,,,,,
4299,10878,11094,2,65536,1057,,,,,,,,,,,,,,,,,,,,,
11103,10879,11095,2,65536,11094,,,,,,,,,,,,,,,,,,,,,
11107,10880,11096,2,65536,11095,,,,,,,,,,,,,,,,,,,,,
4300,10881,11097,2,65536,1057,,,,,,,,,,,,,,,,,,,,,
4301,10881,11097,2,65536,1057,,,,,,,,,,,,,,,,,,,,,
11111,10881,11097,2,65536,11095,,,,,,,,,,,,,,,,,,,,,
4327,11112,11336,2,65536,689,,,,,,,,,,,,,,,,,,,,,
4326,11112,11336,2,65536,689,,,,,,,,,,,,,,,,,,,,,
11346,11113,11337,2,65536,11336,,,,,,,,,,,,,,,,,,,,,
11350,11114,11338,2,65536,11337,,,,,,,,,,,,,,,,,,,,,
11354,11115,11339,2,65536,11338,,,,,,,,,,,,,,,,,,,,,
11355,11115,11339,2,65536,11336,,,,,,,,,,,,,,,,,,,,,
11356,11115,11339,2,65536,11337,,,,,,,,,,,,,,,,,,,,,
11361,11116,11340,2,65536,11337,,,,,,,,,,,,,,,,,,,,,
11362,11116,11340,2,65536,11339,,,,,,,,,,,,,,,,,,,,,
4348,11363,11529,2,65536,7746,7858,7970,8082,,,,,,,,,,,,,,,,,,
4349,11363,11529,2,65536,7746,7858,7970,8082,,,,,,,,,,,,,,,,,,
11540,11364,11530,2,65536,11529,,,,,,,,,,,,,,,,,,,,,
11541,11364,11530,2,65536,11529,,,,,,,,,,,,,,,,,,,,,
11546,11365,11531,2,65536,11529,,,,,,,,,,,,,,,,,,,,,
11547,11365,11531,2,65536,11529,,,,,,,,,,,,,,,,,,,,,
4371,11548,11776,2,65536,8274,8386,8498,8610,,,,,,,,,,,,,,,,,,
4370,11548,11776,2,65536,8274,8386,8498,8610,,,,,,,,,,,,,,,,,,
11786,11549,11777,2,65536,11776,,,,,,,,,,,,,,,,,,,,,
11790,11550,11778,2,65536,11777,,,,,,,,,,,,,,,,,,,,,
11803,11552,11780,2,65536,12039,,,,,,,,,,,,,,,,,,,,,
11804,11552,11780,2,65536,12039,,,,,,,,,,,,,,,,,,,,,
11805,11552,11780,2,65536,11778,,,,,,,,,,,,,,,,,,,,,
11806,11552,11780,2,65536,12038,,,,,,,,,,,,,,,,,,,,,
4392,11807,11955,1,8192,912,,,,,,,,,,,,,,,,,,,,,
4393,11807,11955,1,8192,912,,,,,,,,,,,,,,,,,,,,,
11966,11808,11956,1,8192,11955,,,,,,,,,,,,,,,,,,,,,
11967,11808,11956,1,8192,11955,,,,,,,,,,,,,,,,,,,,,
11972,11809,11957,1,8192,11955,,,,,,,,,,,,,,,,,,,,,
11973,11809,11957,1,8192,11955,,,,,,,,,,,,,,,,,,,,,
11797,11974,12037,2,65536,11776,,,,,,,,,,,,,,,,,,,,,
11798,11974,12037,2,65536,11777,,,,,,,,,,,,,,,,,,,,,
12045,11975,12038,2,65536,12037,,,,,,,,,,,,,,,,,,,,,
11796,11976,12039,2,65536,11777,,,,,,,,,,,,,,,,,,,,,
12048,11976,12039,2,65536,12037,,,,,,,,,,,,,,,,,,,,,
