link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26]
5421,1250,1249,2,212992,5305,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,1260,1259,2,212992,9993,9994,,,,,,,,,,,,,,,,,,,,,,,,,
5429,1273,1272,2,212992,9994,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,1286,1285,2,212992,9995,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,1299,1298,2,212992,9995,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,1312,1311,2,212992,9991,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,795,5282,2,8,837,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,796,5283,1,1,5282,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,797,5284,2,8,837,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,797,5284,2,8,837,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,798,5285,2,8,894,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,799,5286,1,1,5285,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,800,5287,2,8,894,,,,,,,,,,,,,,,,,,,,,,,,,,
5457,800,5287,2,8,894,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,802,5288,2,4096,969,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,802,5288,2,4096,969,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,802,5288,2,4096,969,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,804,5289,2,64,989,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,805,5290,1,4,5289,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,805,5290,1,4,5289,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,806,5291,2,64,989,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,806,5291,2,64,989,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,807,5292,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5476,808,5293,1,1024,5292,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,808,5293,1,1024,5292,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,809,5294,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5480,809,5294,2,8192,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5527,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,824,5301,2,212992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,825,5302,2,212992,1272,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,826,5303,2,212992,1285,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,827,5304,2,212992,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,828,5305,2,212992,1311,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,829,5306,1,128,5309,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,830,5307,1,128,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,830,5307,1,128,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,831,5308,2,1024,5306,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,832,5309,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,839,5311,2,1664,11747,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,839,5311,2,1664,11749,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,842,5312,2,1664,11749,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,842,5312,2,1664,11747,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,845,5313,2,1664,11746,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,845,5313,2,1664,11749,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,848,5314,2,1664,11746,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,848,5314,2,1664,11749,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,851,5315,2,1664,11744,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,851,5315,2,1664,11748,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,896,5317,2,1664,12075,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,896,5317,2,1664,12075,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,899,5318,2,1664,12075,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,899,5318,2,1664,12075,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,902,5319,2,1664,12888,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,902,5319,2,1664,12074,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,905,5320,2,1664,12888,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,905,5320,2,1664,12074,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,908,5321,2,1664,12821,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,908,5321,2,1664,12071,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,991,5323,2,1664,13024,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,991,5323,2,1664,12402,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,994,5324,2,1664,12402,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,994,5324,2,1664,13024,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,997,5325,2,1664,12403,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,997,5325,2,1664,12403,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,1000,5326,2,1664,12403,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,1000,5326,2,1664,12403,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,1003,5327,2,1664,12399,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,1003,5327,2,1664,12957,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,1048,5329,2,1664,12732,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,1048,5329,2,1664,12730,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,1051,5330,2,1664,12732,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,1051,5330,2,1664,12730,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,1054,5331,2,1664,12732,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,1054,5331,2,1664,12729,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,1057,5332,2,1664,12729,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,1057,5332,2,1664,12732,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,1060,5333,2,1664,12731,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,1060,5333,2,1664,12727,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,9012,9010,2,1664,10281,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,9012,9010,2,208,10544,10900,11167,11431,,,,,,,,,,,,,,,,,,,,,,,
9608,9012,9010,2,208,10544,10900,11167,11431,,,,,,,,,,,,,,,,,,,,,,,
9609,9012,9010,2,1664,10281,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,9108,9106,2,1664,10281,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,9108,9106,2,208,10544,10900,11167,11431,,,,,,,,,,,,,,,,,,,,,,,
9610,9108,9106,2,1664,10279,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,9108,9106,2,208,10542,10898,11166,11429,,,,,,,,,,,,,,,,,,,,,,,
9297,9204,9202,2,1664,10280,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,9204,9202,2,208,10543,10899,11168,11430,,,,,,,,,,,,,,,,,,,,,,,
9612,9204,9202,2,208,10543,10899,11168,11430,,,,,,,,,,,,,,,,,,,,,,,
9613,9204,9202,2,1664,10280,,,,,,,,,,,,,,,,,,,,,,,,,,
9393,9300,9298,2,1664,10280,,,,,,,,,,,,,,,,,,,,,,,,,,
9392,9300,9298,2,208,10543,10899,11168,11430,,,,,,,,,,,,,,,,,,,,,,,
9614,9300,9298,2,208,10541,10897,11165,11428,,,,,,,,,,,,,,,,,,,,,,,
9615,9300,9298,2,1664,10278,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,9396,9394,2,1664,10278,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,9396,9394,2,208,10541,10897,11165,11428,,,,,,,,,,,,,,,,,,,,,,,
5488,9616,9989,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
10005,9617,9990,2,212992,9989,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,9617,9990,2,212992,9989,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,9618,9991,2,212992,9990,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,9618,9991,2,212992,9990,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,9619,9992,2,212992,9991,,,,,,,,,,,,,,,,,,,,,,,,,,
10020,9620,9993,2,212992,9991,9992,,,,,,,,,,,,,,,,,,,,,,,,,
10023,9621,9994,2,212992,9993,,,,,,,,,,,,,,,,,,,,,,,,,,
10024,9621,9994,2,212992,9993,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,9622,9995,2,212992,9992,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,9623,9996,2,212992,9991,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,9624,9997,2,212992,9990,,,,,,,,,,,,,,,,,,,,,,,,,,
10035,9624,9997,2,212992,9995,9996,,,,,,,,,,,,,,,,,,,,,,,,,
10036,9624,9997,2,212992,9993,9996,,,,,,,,,,,,,,,,,,,,,,,,,
5487,9625,9998,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
5489,9625,9998,2,212992,1121,1134,,,,,,,,,,,,,,,,,,,,,,,,,
10038,9625,9998,2,212992,9997,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,9625,9998,2,212992,9997,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,10040,10278,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
10290,10041,10279,2,1664,10278,,,,,,,,,,,,,,,,,,,,,,,,,,
10294,10042,10280,2,1664,10279,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,10043,10281,2,1664,10279,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,10044,10282,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
5494,10044,10282,2,1664,1144,1157,,,,,,,,,,,,,,,,,,,,,,,,,
10302,10044,10282,2,1664,10278,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,10303,10541,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
10553,10304,10542,2,1664,10541,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,10305,10543,2,1664,10542,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,10306,10544,2,1664,10542,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,10307,10545,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
5503,10307,10545,2,1664,1167,1180,,,,,,,,,,,,,,,,,,,,,,,,,
10565,10307,10545,2,1664,10541,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,10566,10895,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
10907,10567,10896,2,1664,10895,,,,,,,,,,,,,,,,,,,,,,,,,,
10911,10568,10897,2,1664,10895,,,,,,,,,,,,,,,,,,,,,,,,,,
10915,10569,10898,2,1664,10897,,,,,,,,,,,,,,,,,,,,,,,,,,
10919,10570,10899,2,1664,10898,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,10571,10900,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
10924,10571,10900,2,1664,10898,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,10572,10901,2,1664,1190,1203,,,,,,,,,,,,,,,,,,,,,,,,,
10926,10572,10901,2,1664,10900,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,10927,11165,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
11177,10928,11166,2,1664,11165,,,,,,,,,,,,,,,,,,,,,,,,,,
11181,10929,11167,2,1664,11166,,,,,,,,,,,,,,,,,,,,,,,,,,
11185,10930,11168,2,1664,11166,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,10931,11169,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
5516,10931,11169,2,1664,1213,1226,,,,,,,,,,,,,,,,,,,,,,,,,
11189,10931,11169,2,1664,11165,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,11190,11428,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
11440,11191,11429,2,1664,11428,,,,,,,,,,,,,,,,,,,,,,,,,,
11444,11192,11430,2,1664,11429,,,,,,,,,,,,,,,,,,,,,,,,,,
11448,11193,11431,2,1664,11429,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,11194,11432,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
5524,11194,11432,2,1664,1236,1249,,,,,,,,,,,,,,,,,,,,,,,,,
11452,11194,11432,2,1664,11428,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,11453,11743,2,1664,837,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,11453,11743,2,1664,837,,,,,,,,,,,,,,,,,,,,,,,,,,
11755,11454,11744,2,1664,11743,,,,,,,,,,,,,,,,,,,,,,,,,,
11759,11455,11745,2,1664,11744,,,,,,,,,,,,,,,,,,,,,,,,,,
11763,11456,11746,2,1664,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
11767,11457,11747,2,1664,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
11770,11458,11748,2,1664,11743,,,,,,,,,,,,,,,,,,,,,,,,,,
11771,11458,11748,2,1664,11744,,,,,,,,,,,,,,,,,,,,,,,,,,
11776,11459,11749,2,1664,11748,,,,,,,,,,,,,,,,,,,,,,,,,,
11777,11459,11749,2,1664,11747,,,,,,,,,,,,,,,,,,,,,,,,,,
11778,11459,11749,2,1664,11745,,,,,,,,,,,,,,,,,,,,,,,,,,
11779,11459,11749,2,1664,11746,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,11780,12070,2,1664,894,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,11780,12070,2,1664,894,,,,,,,,,,,,,,,,,,,,,,,,,,
12081,11781,12071,2,1664,12070,,,,,,,,,,,,,,,,,,,,,,,,,,
12100,11784,12074,2,1664,12889,,,,,,,,,,,,,,,,,,,,,,,,,,
12101,11784,12074,2,1664,12888,,,,,,,,,,,,,,,,,,,,,,,,,,
12106,11785,12075,2,1664,12889,,,,,,,,,,,,,,,,,,,,,,,,,,
12107,11785,12075,2,1664,12820,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,12108,12398,2,1664,989,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,12108,12398,2,1664,989,,,,,,,,,,,,,,,,,,,,,,,,,,
12409,12109,12399,2,1664,12398,,,,,,,,,,,,,,,,,,,,,,,,,,
12428,12112,12402,2,1664,13024,,,,,,,,,,,,,,,,,,,,,,,,,,
12429,12112,12402,2,1664,13025,,,,,,,,,,,,,,,,,,,,,,,,,,
12434,12113,12403,2,1664,13025,,,,,,,,,,,,,,,,,,,,,,,,,,
12435,12113,12403,2,1664,12956,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,12436,12726,2,1664,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
5654,12436,12726,2,1664,9010,9106,9202,9298,9394,,,,,,,,,,,,,,,,,,,,,,
12738,12437,12727,2,1664,12726,,,,,,,,,,,,,,,,,,,,,,,,,,
12742,12438,12728,2,1664,12727,,,,,,,,,,,,,,,,,,,,,,,,,,
12746,12439,12729,2,1664,12728,,,,,,,,,,,,,,,,,,,,,,,,,,
12750,12440,12730,2,1664,12728,,,,,,,,,,,,,,,,,,,,,,,,,,
12753,12441,12731,2,1664,12727,,,,,,,,,,,,,,,,,,,,,,,,,,
12754,12441,12731,2,1664,12726,,,,,,,,,,,,,,,,,,,,,,,,,,
12759,12442,12732,2,1664,12730,,,,,,,,,,,,,,,,,,,,,,,,,,
12760,12442,12732,2,1664,12731,,,,,,,,,,,,,,,,,,,,,,,,,,
12761,12442,12732,2,1664,12729,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,12442,12732,2,1664,12728,,,,,,,,,,,,,,,,,,,,,,,,,,
12087,12763,12819,2,1664,12070,,,,,,,,,,,,,,,,,,,,,,,,,,
12089,12763,12819,2,1664,12071,,,,,,,,,,,,,,,,,,,,,,,,,,
12827,12764,12820,2,1664,12819,,,,,,,,,,,,,,,,,,,,,,,,,,
12088,12765,12821,2,1664,12071,,,,,,,,,,,,,,,,,,,,,,,,,,
12830,12765,12821,2,1664,12819,,,,,,,,,,,,,,,,,,,,,,,,,,
12096,12831,12887,2,1664,12821,,,,,,,,,,,,,,,,,,,,,,,,,,
12097,12831,12887,2,1664,12820,,,,,,,,,,,,,,,,,,,,,,,,,,
12895,12832,12888,2,1664,12887,,,,,,,,,,,,,,,,,,,,,,,,,,
12095,12833,12889,2,1664,12820,,,,,,,,,,,,,,,,,,,,,,,,,,
12898,12833,12889,2,1664,12887,,,,,,,,,,,,,,,,,,,,,,,,,,
12415,12899,12955,2,1664,12398,,,,,,,,,,,,,,,,,,,,,,,,,,
12416,12899,12955,2,1664,12399,,,,,,,,,,,,,,,,,,,,,,,,,,
12963,12900,12956,2,1664,12955,,,,,,,,,,,,,,,,,,,,,,,,,,
12417,12901,12957,2,1664,12399,,,,,,,,,,,,,,,,,,,,,,,,,,
12966,12901,12957,2,1664,12955,,,,,,,,,,,,,,,,,,,,,,,,,,
12424,12967,13023,2,1664,12957,,,,,,,,,,,,,,,,,,,,,,,,,,
12425,12967,13023,2,1664,12956,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,12968,13024,2,1664,13023,,,,,,,,,,,,,,,,,,,,,,,,,,
12423,12969,13025,2,1664,12956,,,,,,,,,,,,,,,,,,,,,,,,,,
13034,12969,13025,2,1664,13023,,,,,,,,,,,,,,,,,,,,,,,,,,
