link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25],dst[26],dst[27]
4476,682,4351,2,2048,714,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,683,4352,2,131072,8050,8155,8260,8365,8470,8701,8804,8907,9010,,,,,,,,,,,,,,,,,,,
4481,684,4353,1,32768,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,684,4353,1,32768,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,694,4360,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,694,4360,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,694,4360,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,695,4361,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,695,4361,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,695,4361,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,696,4362,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,696,4362,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,696,4362,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,697,4363,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,697,4363,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,697,4363,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,698,4364,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,698,4364,1,6560,11152,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,698,4364,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,706,4370,1,1,4373,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,707,4371,1,1,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,708,4372,2,4,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,709,4373,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,716,4375,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,716,4375,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,719,4376,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,719,4376,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,722,4377,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,722,4377,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,725,4378,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,725,4378,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,728,4379,1,6560,10687,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,728,4379,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,779,4381,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,779,4381,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,782,4382,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,782,4382,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,785,4383,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,785,4383,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,788,4384,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,788,4384,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,791,4385,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,791,4385,2,26240,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,859,4387,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,859,4387,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,862,4388,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,862,4388,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,865,4389,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,865,4389,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,868,4390,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,868,4390,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,871,4391,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,871,4391,2,26240,10967,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,925,4392,2,32768,8701,8804,8907,9010,,,,,,,,,,,,,,,,,,,,,,,,
4657,925,4392,2,32768,8701,8804,8907,9010,,,,,,,,,,,,,,,,,,,,,,,,
4659,926,4393,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,926,4393,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,929,4394,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,929,4394,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,932,4395,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,932,4395,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,935,4396,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,935,4396,2,32768,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,991,4397,2,32768,990,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,991,4397,2,32768,990,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,992,4398,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,992,4398,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,995,4399,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,995,4399,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,998,4400,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,998,4400,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,1001,4401,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,1001,4401,2,32768,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154,8052,8050,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,8052,8050,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8693,8052,8050,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,8052,8050,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8259,8157,8155,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,8157,8155,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8695,8157,8155,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8696,8157,8155,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,8262,8260,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,8262,8260,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8697,8262,8260,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,8262,8260,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8469,8367,8365,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,8367,8365,2,6560,9528,9655,9784,9911,,,,,,,,,,,,,,,,,,,,,,,,
8699,8367,8365,2,6560,9528,9654,9783,9911,,,,,,,,,,,,,,,,,,,,,,,,
8700,8367,8365,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,8472,8470,2,26240,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,8472,8470,2,6560,9528,9654,9783,9911,,,,,,,,,,,,,,,,,,,,,,,,
8803,8703,8701,2,8192,10330,10449,10569,,,,,,,,,,,,,,,,,,,,,,,,,
8802,8703,8701,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,8703,8701,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,8703,8701,2,8192,10330,10449,10569,,,,,,,,,,,,,,,,,,,,,,,,,
8906,8806,8804,2,8192,10330,10449,10569,,,,,,,,,,,,,,,,,,,,,,,,,
8905,8806,8804,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,8806,8804,2,8192,10330,10449,10568,,,,,,,,,,,,,,,,,,,,,,,,,
9190,8806,8804,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009,8909,8907,2,8192,10331,10450,10568,,,,,,,,,,,,,,,,,,,,,,,,,
9008,8909,8907,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,8909,8907,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,8909,8907,2,8192,10331,10450,10568,,,,,,,,,,,,,,,,,,,,,,,,,
9112,9012,9010,2,8192,10331,10450,10568,,,,,,,,,,,,,,,,,,,,,,,,,
9111,9012,9010,2,32768,10212,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,9193,9284,2,131072,8050,8155,8260,8365,8470,,,,,,,,,,,,,,,,,,,,,,,
4487,9193,9284,2,131072,8701,8804,8907,9010,,,,,,,,,,,,,,,,,,,,,,,,
4484,9193,9284,2,131072,8050,8155,8260,8365,8470,,,,,,,,,,,,,,,,,,,,,,,
4486,9194,9285,2,131072,8701,8804,8907,9010,,,,,,,,,,,,,,,,,,,,,,,,
9289,9194,9285,2,131072,9284,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,9194,9285,2,131072,9284,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,9291,9402,2,6560,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,9292,9403,2,26240,9402,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,9416,9527,2,6560,4361,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,9417,9528,2,26240,9527,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,9541,9654,2,6560,4362,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,9542,9655,2,26240,9654,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,9542,9655,2,26240,9654,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,9670,9783,2,6560,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,9671,9784,2,26240,9783,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,9671,9784,2,26240,9783,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,9799,9910,2,6560,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,9800,9911,2,26240,9910,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,9924,10080,1,524288,771,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095,9925,10081,1,524288,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,9925,10081,1,524288,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,9925,10081,1,524288,10080,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,9926,10082,1,524288,10081,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,9926,10082,1,524288,10081,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,9926,10082,1,524288,10081,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,9927,10083,1,524288,771,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,9927,10083,1,524288,771,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,9927,10083,1,524288,10082,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,10104,10211,2,32768,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,10105,10212,2,32768,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,10105,10212,2,32768,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,10105,10212,2,32768,10211,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,10223,10330,2,32768,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,10224,10331,2,32768,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,10224,10331,2,32768,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,10224,10331,2,32768,10330,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,10342,10449,2,32768,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,10343,10450,2,32768,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,10343,10450,2,32768,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,10343,10450,2,32768,10449,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,10461,10568,2,32768,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,10462,10569,2,32768,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,10462,10569,2,32768,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,10462,10569,2,32768,10568,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,10580,10686,1,6560,714,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,10580,10686,1,6560,714,,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,10581,10687,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
10704,10581,10687,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,10581,10687,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
10706,10581,10687,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,10581,10687,1,6560,10686,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,10708,10826,2,26240,771,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,10708,10826,2,26240,771,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843,10709,10827,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
10844,10709,10827,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
10845,10709,10827,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846,10709,10827,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
10847,10709,10827,2,26240,10826,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,10848,10966,2,26240,8050,8155,8260,8365,8470,,,,,,,,,,,,,,,,,,,,,,,
4631,10848,10966,2,26240,8050,8155,8260,8365,8470,,,,,,,,,,,,,,,,,,,,,,,
10983,10849,10967,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
10984,10849,10967,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,10849,10967,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
10986,10849,10967,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
10987,10849,10967,2,26240,10966,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,10988,11150,1,6560,990,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,10988,11150,1,6560,990,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,10988,11150,1,6560,990,,,,,,,,,,,,,,,,,,,,,,,,,,,
11172,10989,11151,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
11173,10989,11151,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,10989,11151,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
11181,10990,11152,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
11182,10990,11152,1,6560,11150,11151,,,,,,,,,,,,,,,,,,,,,,,,,,
11183,10990,11152,1,6560,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,
11184,10990,11152,1,6560,11150,11151,,,,,,,,,,,,,,,,,,,,,,,,,,
11185,10990,11152,1,6560,11151,,,,,,,,,,,,,,,,,,,,,,,,,,,
