link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20],dst[21],dst[22],dst[23],dst[24],dst[25]
5073,965,4811,2,52736,14436,,,,,,,,,,,,,,,,,,,,,,,,,
5074,965,4811,2,52736,14438,,,,,,,,,,,,,,,,,,,,,,,,,
5076,968,4812,2,52736,14435,,,,,,,,,,,,,,,,,,,,,,,,,
5077,968,4812,2,52736,14438,,,,,,,,,,,,,,,,,,,,,,,,,
5079,971,4813,2,52736,14438,,,,,,,,,,,,,,,,,,,,,,,,,
5080,971,4813,2,52736,14435,,,,,,,,,,,,,,,,,,,,,,,,,
5082,974,4814,2,52736,14433,,,,,,,,,,,,,,,,,,,,,,,,,
5083,974,4814,2,52736,14437,,,,,,,,,,,,,,,,,,,,,,,,,
5097,1016,4816,1,6592,14783,,,,,,,,,,,,,,,,,,,,,,,,,
5098,1016,4816,1,6592,14781,,,,,,,,,,,,,,,,,,,,,,,,,
5100,1019,4817,1,6592,14781,,,,,,,,,,,,,,,,,,,,,,,,,
5101,1019,4817,1,6592,14783,,,,,,,,,,,,,,,,,,,,,,,,,
5103,1022,4818,1,6592,14783,,,,,,,,,,,,,,,,,,,,,,,,,
5104,1022,4818,1,6592,14780,,,,,,,,,,,,,,,,,,,,,,,,,
5106,1025,4819,1,6592,14780,,,,,,,,,,,,,,,,,,,,,,,,,
5107,1025,4819,1,6592,14783,,,,,,,,,,,,,,,,,,,,,,,,,
5109,1028,4820,1,6592,14782,,,,,,,,,,,,,,,,,,,,,,,,,
5110,1028,4820,1,6592,14778,,,,,,,,,,,,,,,,,,,,,,,,,
8564,8453,8451,2,52736,10570,,,,,,,,,,,,,,,,,,,,,,,,,
8563,8453,8451,2,6592,10874,11180,11483,11788,,,,,,,,,,,,,,,,,,,,,,
9139,8453,8451,2,52736,10570,,,,,,,,,,,,,,,,,,,,,,,,,
9140,8453,8451,2,6592,10874,11180,11483,11788,,,,,,,,,,,,,,,,,,,,,,
8678,8567,8565,2,52736,10570,,,,,,,,,,,,,,,,,,,,,,,,,
8677,8567,8565,2,6592,10874,11180,11483,11788,,,,,,,,,,,,,,,,,,,,,,
9141,8567,8565,2,6592,10872,11178,11482,11786,,,,,,,,,,,,,,,,,,,,,,
9142,8567,8565,2,52736,10568,,,,,,,,,,,,,,,,,,,,,,,,,
8792,8681,8679,2,52736,10569,,,,,,,,,,,,,,,,,,,,,,,,,
8791,8681,8679,2,6592,10873,11179,11484,11787,,,,,,,,,,,,,,,,,,,,,,
9143,8681,8679,2,52736,10569,,,,,,,,,,,,,,,,,,,,,,,,,
9144,8681,8679,2,6592,10873,11179,11484,11787,,,,,,,,,,,,,,,,,,,,,,
8906,8795,8793,2,52736,10569,,,,,,,,,,,,,,,,,,,,,,,,,
8905,8795,8793,2,6592,10873,11179,11484,11787,,,,,,,,,,,,,,,,,,,,,,
9145,8795,8793,2,6592,10871,11177,11481,11785,,,,,,,,,,,,,,,,,,,,,,
9146,8795,8793,2,52736,10567,,,,,,,,,,,,,,,,,,,,,,,,,
9020,8909,8907,2,52736,10567,,,,,,,,,,,,,,,,,,,,,,,,,
9019,8909,8907,2,6592,10871,11177,11481,11785,,,,,,,,,,,,,,,,,,,,,,
9260,9149,9147,2,6592,12395,12698,13001,13304,,,,,,,,,,,,,,,,,,,,,,
9259,9149,9147,2,52736,12093,,,,,,,,,,,,,,,,,,,,,,,,,
9835,9149,9147,2,6592,12395,12698,13001,13304,,,,,,,,,,,,,,,,,,,,,,
9836,9149,9147,2,52736,12093,,,,,,,,,,,,,,,,,,,,,,,,,
9374,9263,9261,2,6592,12395,12698,13001,13304,,,,,,,,,,,,,,,,,,,,,,
9373,9263,9261,2,52736,12093,,,,,,,,,,,,,,,,,,,,,,,,,
9837,9263,9261,2,6592,12394,12697,13000,13303,,,,,,,,,,,,,,,,,,,,,,
9838,9263,9261,2,52736,12091,,,,,,,,,,,,,,,,,,,,,,,,,
9488,9377,9375,2,6592,12396,12699,13002,13305,,,,,,,,,,,,,,,,,,,,,,
9487,9377,9375,2,52736,12092,,,,,,,,,,,,,,,,,,,,,,,,,
9839,9377,9375,2,6592,12396,12699,13002,13305,,,,,,,,,,,,,,,,,,,,,,
9840,9377,9375,2,52736,12092,,,,,,,,,,,,,,,,,,,,,,,,,
9602,9491,9489,2,6592,12396,12699,13002,13305,,,,,,,,,,,,,,,,,,,,,,
9601,9491,9489,2,52736,12092,,,,,,,,,,,,,,,,,,,,,,,,,
9841,9491,9489,2,52736,12090,,,,,,,,,,,,,,,,,,,,,,,,,
9842,9491,9489,2,6592,12393,12696,12999,13302,,,,,,,,,,,,,,,,,,,,,,
9716,9605,9603,2,6592,12393,12696,12999,13302,,,,,,,,,,,,,,,,,,,,,,
9715,9605,9603,2,52736,12090,,,,,,,,,,,,,,,,,,,,,,,,,
4929,9843,10236,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
10252,9844,10237,2,52736,10236,,,,,,,,,,,,,,,,,,,,,,,,,
10253,9844,10237,2,52736,10236,,,,,,,,,,,,,,,,,,,,,,,,,
10258,9845,10238,2,52736,10237,,,,,,,,,,,,,,,,,,,,,,,,,
10259,9845,10238,2,52736,10237,,,,,,,,,,,,,,,,,,,,,,,,,
10264,9846,10239,2,52736,10238,,,,,,,,,,,,,,,,,,,,,,,,,
10265,9846,10239,2,52736,10238,,,,,,,,,,,,,,,,,,,,,,,,,
10268,9847,10240,2,52736,10239,,,,,,,,,,,,,,,,,,,,,,,,,
10271,9848,10241,2,52736,10240,,,,,,,,,,,,,,,,,,,,,,,,,
10272,9848,10241,2,52736,10239,,,,,,,,,,,,,,,,,,,,,,,,,
10276,9849,10242,2,52736,10239,,,,,,,,,,,,,,,,,,,,,,,,,
10279,9850,10243,2,52736,10238,,,,,,,,,,,,,,,,,,,,,,,,,
10282,9851,10244,2,52736,10242,10243,,,,,,,,,,,,,,,,,,,,,,,,
10283,9851,10244,2,52736,10237,,,,,,,,,,,,,,,,,,,,,,,,,
4931,9852,10245,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
4930,9852,10245,2,52736,1089,1102,,,,,,,,,,,,,,,,,,,,,,,,
10285,9852,10245,2,52736,10244,,,,,,,,,,,,,,,,,,,,,,,,,
10286,9852,10245,2,52736,10240,10243,10244,,,,,,,,,,,,,,,,,,,,,,,
4934,10287,10566,2,6592,4782,,,,,,,,,,,,,,,,,,,,,,,,,
10576,10288,10567,2,52736,10566,,,,,,,,,,,,,,,,,,,,,,,,,
10580,10289,10568,2,52736,10567,,,,,,,,,,,,,,,,,,,,,,,,,
10584,10290,10569,2,52736,10568,,,,,,,,,,,,,,,,,,,,,,,,,
10588,10291,10570,2,52736,10568,,,,,,,,,,,,,,,,,,,,,,,,,
4937,10589,10870,2,6592,4783,,,,,,,,,,,,,,,,,,,,,,,,,
10881,10590,10871,2,52736,10870,,,,,,,,,,,,,,,,,,,,,,,,,
10885,10591,10872,2,52736,10871,,,,,,,,,,,,,,,,,,,,,,,,,
10889,10592,10873,2,52736,10872,,,,,,,,,,,,,,,,,,,,,,,,,
10893,10593,10874,2,52736,10870,,,,,,,,,,,,,,,,,,,,,,,,,
10894,10593,10874,2,52736,10872,,,,,,,,,,,,,,,,,,,,,,,,,
4940,10895,11176,2,6592,4784,,,,,,,,,,,,,,,,,,,,,,,,,
11187,10896,11177,2,52736,11176,,,,,,,,,,,,,,,,,,,,,,,,,
11191,10897,11178,2,52736,11177,,,,,,,,,,,,,,,,,,,,,,,,,
11195,10898,11179,2,52736,11178,,,,,,,,,,,,,,,,,,,,,,,,,
11199,10899,11180,2,52736,11178,,,,,,,,,,,,,,,,,,,,,,,,,
11200,10899,11180,2,52736,11176,,,,,,,,,,,,,,,,,,,,,,,,,
4943,11201,11480,2,6592,4785,,,,,,,,,,,,,,,,,,,,,,,,,
11490,11202,11481,2,52736,11480,,,,,,,,,,,,,,,,,,,,,,,,,
11494,11203,11482,2,52736,11481,,,,,,,,,,,,,,,,,,,,,,,,,
11498,11204,11483,2,52736,11482,,,,,,,,,,,,,,,,,,,,,,,,,
11502,11205,11484,2,52736,11482,,,,,,,,,,,,,,,,,,,,,,,,,
4946,11503,11784,2,6592,4786,,,,,,,,,,,,,,,,,,,,,,,,,
11795,11504,11785,2,52736,11784,,,,,,,,,,,,,,,,,,,,,,,,,
11799,11505,11786,2,52736,11785,,,,,,,,,,,,,,,,,,,,,,,,,
11803,11506,11787,2,52736,11786,,,,,,,,,,,,,,,,,,,,,,,,,
11807,11507,11788,2,52736,11784,,,,,,,,,,,,,,,,,,,,,,,,,
11808,11507,11788,2,52736,11786,,,,,,,,,,,,,,,,,,,,,,,,,
4964,11809,12089,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
12099,11810,12090,2,52736,12089,,,,,,,,,,,,,,,,,,,,,,,,,
12103,11811,12091,2,52736,12090,,,,,,,,,,,,,,,,,,,,,,,,,
12107,11812,12092,2,52736,12091,,,,,,,,,,,,,,,,,,,,,,,,,
4965,11813,12093,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
4966,11813,12093,2,52736,1132,,,,,,,,,,,,,,,,,,,,,,,,,
12111,11813,12093,2,52736,12091,,,,,,,,,,,,,,,,,,,,,,,,,
4969,12112,12392,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
12402,12113,12393,2,52736,12392,,,,,,,,,,,,,,,,,,,,,,,,,
12406,12114,12394,2,52736,12393,,,,,,,,,,,,,,,,,,,,,,,,,
12410,12115,12395,2,52736,12394,,,,,,,,,,,,,,,,,,,,,,,,,
4970,12116,12396,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
4971,12116,12396,2,52736,1145,,,,,,,,,,,,,,,,,,,,,,,,,
12414,12116,12396,2,52736,12394,,,,,,,,,,,,,,,,,,,,,,,,,
4975,12415,12695,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
12705,12416,12696,2,52736,12695,,,,,,,,,,,,,,,,,,,,,,,,,
12709,12417,12697,2,52736,12696,,,,,,,,,,,,,,,,,,,,,,,,,
12713,12418,12698,2,52736,12697,,,,,,,,,,,,,,,,,,,,,,,,,
4976,12419,12699,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
4974,12419,12699,2,52736,1158,,,,,,,,,,,,,,,,,,,,,,,,,
12717,12419,12699,2,52736,12697,,,,,,,,,,,,,,,,,,,,,,,,,
4979,12718,12998,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
13008,12719,12999,2,52736,12998,,,,,,,,,,,,,,,,,,,,,,,,,
13012,12720,13000,2,52736,12999,,,,,,,,,,,,,,,,,,,,,,,,,
13016,12721,13001,2,52736,13000,,,,,,,,,,,,,,,,,,,,,,,,,
4980,12722,13002,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
4981,12722,13002,2,52736,1171,,,,,,,,,,,,,,,,,,,,,,,,,
13020,12722,13002,2,52736,13000,,,,,,,,,,,,,,,,,,,,,,,,,
4984,13021,13301,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
13311,13022,13302,2,52736,13301,,,,,,,,,,,,,,,,,,,,,,,,,
13315,13023,13303,2,52736,13302,,,,,,,,,,,,,,,,,,,,,,,,,
13319,13024,13304,2,52736,13303,,,,,,,,,,,,,,,,,,,,,,,,,
4985,13025,13305,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
4986,13025,13305,2,52736,1184,,,,,,,,,,,,,,,,,,,,,,,,,
13323,13025,13305,2,52736,13303,,,,,,,,,,,,,,,,,,,,,,,,,
5014,13324,13668,2,52736,788,,,,,,,,,,,,,,,,,,,,,,,,,
5013,13324,13668,2,52736,788,,,,,,,,,,,,,,,,,,,,,,,,,
13679,13325,13669,2,52736,13668,,,,,,,,,,,,,,,,,,,,,,,,,
13698,13328,13672,2,52736,14958,,,,,,,,,,,,,,,,,,,,,,,,,
13699,13328,13672,2,52736,14957,,,,,,,,,,,,,,,,,,,,,,,,,
13704,13329,13673,2,52736,14958,,,,,,,,,,,,,,,,,,,,,,,,,
13705,13329,13673,2,52736,14880,,,,,,,,,,,,,,,,,,,,,,,,,
5041,13706,14050,2,52736,8451,8565,8679,8793,8907,,,,,,,,,,,,,,,,,,,,,
5040,13706,14050,2,52736,8451,8565,8679,8793,8907,,,,,,,,,,,,,,,,,,,,,
14061,13707,14051,2,52736,14050,,,,,,,,,,,,,,,,,,,,,,,,,
14080,13710,14054,2,52736,15112,,,,,,,,,,,,,,,,,,,,,,,,,
14081,13710,14054,2,52736,15111,,,,,,,,,,,,,,,,,,,,,,,,,
14086,13711,14055,2,52736,15112,,,,,,,,,,,,,,,,,,,,,,,,,
14087,13711,14055,2,52736,15034,,,,,,,,,,,,,,,,,,,,,,,,,
5068,14088,14432,2,52736,9147,9261,9375,9489,9603,,,,,,,,,,,,,,,,,,,,,
5067,14088,14432,2,52736,9147,9261,9375,9489,9603,,,,,,,,,,,,,,,,,,,,,
14444,14089,14433,2,52736,14432,,,,,,,,,,,,,,,,,,,,,,,,,
14448,14090,14434,2,52736,14433,,,,,,,,,,,,,,,,,,,,,,,,,
14452,14091,14435,2,52736,14434,,,,,,,,,,,,,,,,,,,,,,,,,
14456,14092,14436,2,52736,14434,,,,,,,,,,,,,,,,,,,,,,,,,
14459,14093,14437,2,52736,14433,,,,,,,,,,,,,,,,,,,,,,,,,
14460,14093,14437,2,52736,14432,,,,,,,,,,,,,,,,,,,,,,,,,
14465,14094,14438,2,52736,14437,,,,,,,,,,,,,,,,,,,,,,,,,
14466,14094,14438,2,52736,14435,,,,,,,,,,,,,,,,,,,,,,,,,
14467,14094,14438,2,52736,14436,,,,,,,,,,,,,,,,,,,,,,,,,
14468,14094,14438,2,52736,14434,,,,,,,,,,,,,,,,,,,,,,,,,
5095,14469,14777,1,6592,1014,,,,,,,,,,,,,,,,,,,,,,,,,
5094,14469,14777,1,6592,1014,,,,,,,,,,,,,,,,,,,,,,,,,
14789,14470,14778,1,6592,14777,,,,,,,,,,,,,,,,,,,,,,,,,
14793,14471,14779,1,6592,14778,,,,,,,,,,,,,,,,,,,,,,,,,
14797,14472,14780,1,6592,14779,,,,,,,,,,,,,,,,,,,,,,,,,
14801,14473,14781,1,6592,14779,,,,,,,,,,,,,,,,,,,,,,,,,
14804,14474,14782,1,6592,14777,,,,,,,,,,,,,,,,,,,,,,,,,
14805,14474,14782,1,6592,14778,,,,,,,,,,,,,,,,,,,,,,,,,
14810,14475,14783,1,6592,14782,,,,,,,,,,,,,,,,,,,,,,,,,
14811,14475,14783,1,6592,14779,,,,,,,,,,,,,,,,,,,,,,,,,
14812,14475,14783,1,6592,14781,,,,,,,,,,,,,,,,,,,,,,,,,
14813,14475,14783,1,6592,14780,,,,,,,,,,,,,,,,,,,,,,,,,
13685,14814,14879,2,52736,13668,,,,,,,,,,,,,,,,,,,,,,,,,
13686,14814,14879,2,52736,13669,,,,,,,,,,,,,,,,,,,,,,,,,
14887,14815,14880,2,52736,14879,,,,,,,,,,,,,,,,,,,,,,,,,
13687,14816,14881,2,52736,13669,,,,,,,,,,,,,,,,,,,,,,,,,
14890,14816,14881,2,52736,14879,,,,,,,,,,,,,,,,,,,,,,,,,
13693,14891,14956,2,52736,14880,,,,,,,,,,,,,,,,,,,,,,,,,
13695,14891,14956,2,52736,14881,,,,,,,,,,,,,,,,,,,,,,,,,
14964,14892,14957,2,52736,14956,,,,,,,,,,,,,,,,,,,,,,,,,
13694,14893,14958,2,52736,14880,,,,,,,,,,,,,,,,,,,,,,,,,
14967,14893,14958,2,52736,14956,,,,,,,,,,,,,,,,,,,,,,,,,
14068,14968,15033,2,52736,14050,,,,,,,,,,,,,,,,,,,,,,,,,
14069,14968,15033,2,52736,14051,,,,,,,,,,,,,,,,,,,,,,,,,
15041,14969,15034,2,52736,15033,,,,,,,,,,,,,,,,,,,,,,,,,
14067,14970,15035,2,52736,14051,,,,,,,,,,,,,,,,,,,,,,,,,
15044,14970,15035,2,52736,15033,,,,,,,,,,,,,,,,,,,,,,,,,
14076,15045,15110,2,52736,15035,,,,,,,,,,,,,,,,,,,,,,,,,
14077,15045,15110,2,52736,15034,,,,,,,,,,,,,,,,,,,,,,,,,
15118,15046,15111,2,52736,15110,,,,,,,,,,,,,,,,,,,,,,,,,
14075,15047,15112,2,52736,15034,,,,,,,,,,,,,,,,,,,,,,,,,
15121,15047,15112,2,52736,15110,,,,,,,,,,,,,,,,,,,,,,,,,
