link,ctx,src,tp,count,dst[0],dst[1],dst[2],dst[3],dst[4],dst[5],dst[6],dst[7],dst[8],dst[9],dst[10],dst[11],dst[12],dst[13],dst[14],dst[15],dst[16],dst[17],dst[18],dst[19],dst[20]
6676,1027,6473,1,131072,14474,,,,,,,,,,,,,,,,,,,,
6677,1027,6473,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6678,1027,6473,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6679,1027,6473,1,131072,14312,,,,,,,,,,,,,,,,,,,,
6681,1028,6474,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6682,1028,6474,1,131072,14312,,,,,,,,,,,,,,,,,,,,
6683,1028,6474,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6684,1028,6474,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6685,1028,6474,1,131072,14474,,,,,,,,,,,,,,,,,,,,
6686,1028,6474,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6688,1029,6475,1,131072,14312,,,,,,,,,,,,,,,,,,,,
6689,1029,6475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
6690,1029,6475,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6691,1029,6475,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6692,1029,6475,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6693,1029,6475,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6695,1030,6476,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6696,1030,6476,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6697,1030,6476,1,131072,14475,,,,,,,,,,,,,,,,,,,,
6698,1030,6476,1,131072,14313,,,,,,,,,,,,,,,,,,,,
6699,1030,6476,1,131072,14474,,,,,,,,,,,,,,,,,,,,
6700,1030,6476,1,131072,14312,,,,,,,,,,,,,,,,,,,,
6702,1031,6477,2,8192,6479,,,,,,,,,,,,,,,,,,,,
6704,1032,6478,2,8192,6480,,,,,,,,,,,,,,,,,,,,
6707,1034,6479,2,8192,6481,,,,,,,,,,,,,,,,,,,,
6710,1035,6480,2,8192,6482,,,,,,,,,,,,,,,,,,,,
6713,1037,6481,2,2097152,1604,,,,,,,,,,,,,,,,,,,,
6714,1037,6481,2,2097152,1604,,,,,,,,,,,,,,,,,,,,
6715,1037,6481,2,2097152,1604,,,,,,,,,,,,,,,,,,,,
6718,1038,6482,2,2097152,1617,,,,,,,,,,,,,,,,,,,,
6719,1038,6482,2,2097152,1617,,,,,,,,,,,,,,,,,,,,
6720,1038,6482,2,2097152,1617,,,,,,,,,,,,,,,,,,,,
6722,1041,6483,1,128,13307,,,,,,,,,,,,,,,,,,,,
6734,1043,6485,1,64,6488,,,,,,,,,,,,,,,,,,,,
6736,1044,6486,1,64,6485,,,,,,,,,,,,,,,,,,,,
6737,1044,6486,1,64,6485,,,,,,,,,,,,,,,,,,,,
6739,1045,6487,2,256,6485,,,,,,,,,,,,,,,,,,,,
6741,1046,6488,1,1,3,,,,,,,,,,,,,,,,,,,,
6761,1096,6490,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6762,1096,6490,2,524288,13547,,,,,,,,,,,,,,,,,,,,
6764,1099,6491,2,524288,13547,,,,,,,,,,,,,,,,,,,,
6765,1099,6491,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6767,1102,6492,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6768,1102,6492,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6770,1105,6493,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6771,1105,6493,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6773,1108,6494,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6774,1108,6494,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6776,1111,6495,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6777,1111,6495,2,524288,13548,,,,,,,,,,,,,,,,,,,,
6779,1114,6496,2,524288,13547,,,,,,,,,,,,,,,,,,,,
6780,1114,6496,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6782,1117,6497,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6783,1117,6497,2,524288,13547,,,,,,,,,,,,,,,,,,,,
6788,1228,6498,2,2097152,10992,11103,,,,,,,,,,,,,,,,,,,
6789,1228,6498,2,2097152,10992,11103,,,,,,,,,,,,,,,,,,,
6791,1229,6499,2,2097152,6498,,,,,,,,,,,,,,,,,,,,
6792,1229,6499,2,2097152,6498,,,,,,,,,,,,,,,,,,,,
6794,1232,6500,2,2097152,6498,,,,,,,,,,,,,,,,,,,,
6795,1232,6500,2,2097152,6498,,,,,,,,,,,,,,,,,,,,
6815,1280,6502,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6816,1280,6502,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6818,1283,6503,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6819,1283,6503,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6821,1286,6504,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6822,1286,6504,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6824,1289,6505,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6825,1289,6505,2,524288,13815,,,,,,,,,,,,,,,,,,,,
6827,1292,6506,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6828,1292,6506,2,524288,13813,,,,,,,,,,,,,,,,,,,,
6830,1295,6507,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6831,1295,6507,2,524288,13813,,,,,,,,,,,,,,,,,,,,
6833,1298,6508,2,524288,13813,,,,,,,,,,,,,,,,,,,,
6834,1298,6508,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6836,1301,6509,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6837,1301,6509,2,524288,13813,,,,,,,,,,,,,,,,,,,,
10387,10240,10238,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10386,10240,10238,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10385,10240,10238,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10983,10240,10238,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10984,10240,10238,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10985,10240,10238,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10537,10390,10388,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10536,10390,10388,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10535,10390,10388,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10986,10390,10388,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10987,10390,10388,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10988,10390,10388,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10687,10540,10538,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10686,10540,10538,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10685,10540,10538,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10989,10540,10538,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
10990,10540,10538,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10991,10540,10538,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10837,10690,10688,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
10836,10690,10688,2,524288,12093,,,,,,,,,,,,,,,,,,,,
10835,10690,10688,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
11102,10994,10992,2,2097152,6481,,,,,,,,,,,,,,,,,,,,
11101,10994,10992,2,8192,6482,,,,,,,,,,,,,,,,,,,,
11230,10994,10992,2,8192,6482,,,,,,,,,,,,,,,,,,,,
11231,10994,10992,2,2097152,6481,,,,,,,,,,,,,,,,,,,,
11213,11105,11103,2,2097152,6481,,,,,,,,,,,,,,,,,,,,
11212,11105,11103,2,8192,6482,,,,,,,,,,,,,,,,,,,,
11356,11234,11232,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
11355,11234,11232,2,524288,12093,,,,,,,,,,,,,,,,,,,,
11354,11234,11232,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
11541,11234,11232,2,524288,12093,,,,,,,,,,,,,,,,,,,,
11542,11234,11232,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
11543,11234,11232,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
11481,11359,11357,2,8192,12741,12896,13055,13214,,,,,,,,,,,,,,,,,
11480,11359,11357,2,524288,12093,,,,,,,,,,,,,,,,,,,,
11479,11359,11357,2,131072,12256,12419,12582,,,,,,,,,,,,,,,,,,
6596,11544,11604,2,256,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
6598,11544,11604,2,256,1051,,,,,,,,,,,,,,,,,,,,
6597,11544,11604,2,256,1051,,,,,,,,,,,,,,,,,,,,
6599,11545,11605,2,256,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
11610,11545,11605,2,256,11604,,,,,,,,,,,,,,,,,,,,
11611,11545,11605,2,256,11604,,,,,,,,,,,,,,,,,,,,
11612,11545,11605,2,256,11604,,,,,,,,,,,,,,,,,,,,
6612,11613,11709,2,65536,10992,11103,,,,,,,,,,,,,,,,,,,
6613,11613,11709,2,65536,10992,11103,11232,11357,,,,,,,,,,,,,,,,,
6614,11614,11710,2,65536,11232,11357,,,,,,,,,,,,,,,,,,,
11715,11614,11710,2,65536,11709,,,,,,,,,,,,,,,,,,,,
11716,11614,11710,2,65536,11709,,,,,,,,,,,,,,,,,,,,
11717,11614,11710,2,65536,11709,,,,,,,,,,,,,,,,,,,,
6619,11718,11930,2,2097152,1365,1378,,,,,,,,,,,,,,,,,,,
11941,11719,11931,2,2097152,11930,,,,,,,,,,,,,,,,,,,,
11943,11720,11932,2,2097152,11931,,,,,,,,,,,,,,,,,,,,
11944,11720,11932,2,2097152,11931,,,,,,,,,,,,,,,,,,,,
11945,11720,11932,2,2097152,11931,,,,,,,,,,,,,,,,,,,,
6620,11721,11933,2,2097152,1365,1378,,,,,,,,,,,,,,,,,,,
6618,11721,11933,2,2097152,1365,1378,,,,,,,,,,,,,,,,,,,
6623,11947,12092,2,131072,6465,,,,,,,,,,,,,,,,,,,,
12107,11948,12093,2,524288,12092,,,,,,,,,,,,,,,,,,,,
12108,11948,12093,2,524288,12092,,,,,,,,,,,,,,,,,,,,
12109,11948,12093,2,524288,12092,,,,,,,,,,,,,,,,,,,,
6626,12110,12255,2,131072,6466,,,,,,,,,,,,,,,,,,,,
12270,12111,12256,2,524288,12255,,,,,,,,,,,,,,,,,,,,
12271,12111,12256,2,524288,12255,,,,,,,,,,,,,,,,,,,,
12272,12111,12256,2,524288,12255,,,,,,,,,,,,,,,,,,,,
6629,12273,12418,2,131072,6467,,,,,,,,,,,,,,,,,,,,
12433,12274,12419,2,524288,12418,,,,,,,,,,,,,,,,,,,,
12434,12274,12419,2,524288,12418,,,,,,,,,,,,,,,,,,,,
12435,12274,12419,2,524288,12418,,,,,,,,,,,,,,,,,,,,
6632,12436,12581,2,131072,6468,,,,,,,,,,,,,,,,,,,,
12596,12437,12582,2,524288,12581,,,,,,,,,,,,,,,,,,,,
12597,12437,12582,2,524288,12581,,,,,,,,,,,,,,,,,,,,
12598,12437,12582,2,524288,12581,,,,,,,,,,,,,,,,,,,,
6663,12599,12740,2,131072,6473,,,,,,,,,,,,,,,,,,,,
12753,12600,12741,2,524288,12740,,,,,,,,,,,,,,,,,,,,
6666,12754,12895,2,131072,6474,,,,,,,,,,,,,,,,,,,,
12908,12755,12896,2,524288,12895,,,,,,,,,,,,,,,,,,,,
6669,12909,13054,2,131072,6475,,,,,,,,,,,,,,,,,,,,
13069,12910,13055,2,524288,13054,,,,,,,,,,,,,,,,,,,,
13070,12910,13055,2,524288,13054,,,,,,,,,,,,,,,,,,,,
13071,12910,13055,2,524288,13054,,,,,,,,,,,,,,,,,,,,
6672,13072,13213,2,131072,6476,,,,,,,,,,,,,,,,,,,,
13226,13073,13214,2,524288,13213,,,,,,,,,,,,,,,,,,,,
6726,13227,13307,2,512,1051,,,,,,,,,,,,,,,,,,,,
6728,13227,13307,2,512,1051,10238,10388,10538,10688,,,,,,,,,,,,,,,,
6729,13227,13307,2,512,1051,,,,,,,,,,,,,,,,,,,,
6725,13228,13308,2,512,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
6727,13228,13308,2,512,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
13314,13228,13308,2,512,13307,,,,,,,,,,,,,,,,,,,,
13315,13228,13308,2,512,13307,,,,,,,,,,,,,,,,,,,,
6759,13316,13546,2,524288,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
6758,13316,13546,2,524288,10238,10388,10538,10688,,,,,,,,,,,,,,,,,
13570,13317,13547,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13571,13317,13547,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13572,13317,13547,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13573,13317,13547,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13574,13317,13547,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13581,13318,13548,2,524288,13547,,,,,,,,,,,,,,,,,,,,
13582,13318,13548,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13583,13318,13548,2,524288,13546,,,,,,,,,,,,,,,,,,,,
13584,13318,13548,2,524288,13547,,,,,,,,,,,,,,,,,,,,
13585,13318,13548,2,524288,13547,,,,,,,,,,,,,,,,,,,,
13586,13318,13548,2,524288,13546,,,,,,,,,,,,,,,,,,,,
6813,13587,13813,2,524288,11232,11357,,,,,,,,,,,,,,,,,,,
6812,13587,13813,2,524288,11232,11357,,,,,,,,,,,,,,,,,,,
13835,13588,13814,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13836,13588,13814,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13837,13588,13814,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13838,13588,13814,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13839,13588,13814,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13846,13589,13815,2,524288,13814,,,,,,,,,,,,,,,,,,,,
13847,13589,13815,2,524288,13813,,,,,,,,,,,,,,,,,,,,
13848,13589,13815,2,524288,13814,,,,,,,,,,,,,,,,,,,,
13849,13589,13815,2,524288,13814,,,,,,,,,,,,,,,,,,,,
6852,13850,13988,1,131072,1388,,,,,,,,,,,,,,,,,,,,
6851,13850,13988,1,131072,1388,,,,,,,,,,,,,,,,,,,,
6850,13850,13988,1,131072,1388,,,,,,,,,,,,,,,,,,,,
14007,13851,13989,1,131072,13988,,,,,,,,,,,,,,,,,,,,
14008,13851,13989,1,131072,13988,,,,,,,,,,,,,,,,,,,,
14009,13851,13989,1,131072,13988,,,,,,,,,,,,,,,,,,,,
14010,13851,13989,1,131072,13988,,,,,,,,,,,,,,,,,,,,
14011,13851,13989,1,131072,13988,,,,,,,,,,,,,,,,,,,,
6865,14012,14150,1,131072,1436,,,,,,,,,,,,,,,,,,,,
6866,14012,14150,1,131072,1436,,,,,,,,,,,,,,,,,,,,
6867,14012,14150,1,131072,1436,,,,,,,,,,,,,,,,,,,,
14169,14013,14151,1,131072,14150,,,,,,,,,,,,,,,,,,,,
14170,14013,14151,1,131072,14150,,,,,,,,,,,,,,,,,,,,
14171,14013,14151,1,131072,14150,,,,,,,,,,,,,,,,,,,,
14172,14013,14151,1,131072,14150,,,,,,,,,,,,,,,,,,,,
14173,14013,14151,1,131072,14150,,,,,,,,,,,,,,,,,,,,
6882,14174,14312,1,131072,1484,,,,,,,,,,,,,,,,,,,,
6880,14174,14312,1,131072,1484,,,,,,,,,,,,,,,,,,,,
6881,14174,14312,1,131072,1484,,,,,,,,,,,,,,,,,,,,
14331,14175,14313,1,131072,14312,,,,,,,,,,,,,,,,,,,,
14332,14175,14313,1,131072,14312,,,,,,,,,,,,,,,,,,,,
14333,14175,14313,1,131072,14312,,,,,,,,,,,,,,,,,,,,
14334,14175,14313,1,131072,14312,,,,,,,,,,,,,,,,,,,,
14335,14175,14313,1,131072,14312,,,,,,,,,,,,,,,,,,,,
6897,14336,14474,1,131072,1532,,,,,,,,,,,,,,,,,,,,
6896,14336,14474,1,131072,1532,,,,,,,,,,,,,,,,,,,,
6895,14336,14474,1,131072,1532,,,,,,,,,,,,,,,,,,,,
14493,14337,14475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
14494,14337,14475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
14495,14337,14475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
14496,14337,14475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
14497,14337,14475,1,131072,14474,,,,,,,,,,,,,,,,,,,,
